;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
4900;52660;Professionsbachelor, offentlig administration, Næstved, Studiestart: sommerstart;65;0;168;54;Alle optaget, ledige pladser;
4910;52665;Professionsbachelor, offentlig administration, Næstved, Studiestart: vinterstart;20;0;78;11;Alle optaget, ledige pladser;
4920;53130;Professionsbachelor, pædagog, Roskilde, Studiestart: sommerstart;165;10;575;237;5,1;3,2
4930;53132;Professionsbachelor, pædagog, Roskilde, Studiestart: vinterstart;106;0;455;85;Alle optaget, ledige pladser;
4940;53135;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: sommerstart;50;0;156;61;3,4;Alle optaget
4950;53137;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: vinterstart;18;0;74;16;Alle optaget, ledige pladser;
4960;53140;Professionsbachelor, pædagog, Slagelse, Studiestart: sommerstart;117;10;427;163;5,0;3,2
4970;53142;Professionsbachelor, pædagog, Slagelse, Studiestart: vinterstart;39;0;253;24;Alle optaget, ledige pladser;
4980;53160;Professionsbachelor, pædagog, Nykøbing F, Studiestart: sommerstart;80;0;184;84;2,8;Alle optaget
4990;53162;Professionsbachelor, pædagog, Nykøbing F, Studiestart: vinterstart;15;0;92;20;Alle optaget, ledige pladser;
5000;53165;Professionsbachelor, pædagog, Vordingborg, Studiestart: sommerstart;80;5;218;104;4,2;Alle optaget
5010;53167;Professionsbachelor, pædagog, Vordingborg, Studiestart: vinterstart;22;0;97;16;Alle optaget, ledige pladser;
5020;55030;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: sommerstart;86;6;663;188;7,8;7,6
5030;55032;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: vinterstart;87;13;529;65;5,5;4,3
5040;55040;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: sommerstart;45;5;336;96;6,6;5,7
5050;55042;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: vinterstart;45;5;238;21;3,8;Alle optaget
5060;55050;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: sommerstart;43;6;166;79;6,0;5,0
5070;55052;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: vinterstart;36;0;125;14;Alle optaget;
5080;55055;Professionsbachelor, socialrådgiver, Nykøbing F, E-læring, Studiestart: sommerstart;46;10;167;78;5,0;3,8
5090;56120;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: sommerstart;86;8;566;122;6,9;5,0
5100;56122;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: vinterstart;87;3;529;70;4,1;Alle optaget, ledige pladser
5110;56140;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: sommerstart;79;3;305;66;5,2;Alle optaget, ledige pladser
5120;56142;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: vinterstart;48;0;277;38;Alle optaget, ledige pladser;
5130;56145;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: sommerstart;54;7;204;78;4,4;Alle optaget, ledige pladser
5140;56147;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: vinterstart;26;0;139;25;Alle optaget, ledige pladser;
5150;56150;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: sommerstart;38;6;193;61;6,6;5,3
5160;56152;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: vinterstart;34;0;162;22;2,8;Alle optaget, ledige pladser
5170;56160;Professionsbachelor, sygeplejerske, Næstved, Studiestart: sommerstart;43;4;260;57;6,3;6,0
5180;56162;Professionsbachelor, sygeplejerske, Næstved, Studiestart: vinterstart;46;3;229;42;4,0;Alle optaget, ledige pladser
5190;56180;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: sommerstart;43;5;128;59;6,4;3,2
5200;56182;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: vinterstart;14;0;91;10;Alle optaget, ledige pladser;
5210;;Professionshøjskolen Absalon i alt;2.672;164;11.802;3.235;;
5220;;Professionshøjskolen UC Syddanmark;;;;;;
5230;40660;Professionsbachelor, bioanalytiker, Esbjerg Ø, Studiestart: sommerstart;40;5;150;47;6,3;Alle optaget, ledige pladser
5240;42080;Professionsbachelor, ergoterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart;64;0;173;50;Alle optaget, ledige pladser;
5250;43200;Professionsbachelor, erhvervssprog og IT-baseret markedskommunikation, Haderslev, Studiestart: sommerstart;16;0;44;19;Alle optaget, ledige pladser;
5260;45160;Professionsbachelor, ernæring og sundhed, Haderslev, Studiestart: sommerstart;35;16;164;72;8,1;5,7
5270;46100;Professionsbachelor, folkeskolelærer, Haderslev, Studiestart: sommer- og vinterstart;117;0;223;150;Alle optaget, ledige pladser;
5280;46102;Professionsbachelor, folkeskolelærer, Haderslev, E-læring, Studiestart: sommer- og vinterstart;48;0;113;67;Alle optaget, ledige pladser;
5290;46110;Professionsbachelor, folkeskolelærer, Esbjerg Ø, Studiestart: sommer- og vinterstart;85;0;182;101;Alle optaget, ledige pladser;
5300;47100;Professionsbachelor, fysioterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart;107;18;378;91;6,8;5,5
5310;47110;Professionsbachelor, fysioterapeut, Haderslev, Studiestart: sommerstart;37;8;189;54;6,8;5,4
5320;47560;Professionsbachelor, grafisk kommunikation, Haderslev, Studiestart: sommerstart;35;5;118;52;100 % kvote 2;100 % kvote 2, ledige pladser
5330;50015;Professionsbachelor, jordemoder, Esbjerg Ø, Studiestart: sommer- og vinterstart;65;12;503;179;10,3;10,1
5340;51510;Professionsbachelor, medie- og sonokommunikation, Haderslev, Studiestart: sommerstart;40;4;170;146;100 % kvote 2;
5350;52627;Professionsbachelor, offentlig administration, Haderslev, Studiestart: sommerstart;13;0;46;15;Alle optaget, ledige pladser;
5360;52630;Professionsbachelor, offentlig administration, Esbjerg Ø, Studiestart: sommerstart;23;0;62;27;Alle optaget, ledige pladser;
5370;53190;Professionsbachelor, pædagog, Kolding, Studiestart: sommer- og vinterstart;163;7;391;184;4,3;Alle optaget, ledige pladser
5380;53200;Professionsbachelor, pædagog, Aabenraa, E-læring, Studiestart: sommer- og vinterstart;39;1;111;48;3,1;Alle optaget, ledige pladser
5390;53210;Professionsbachelor, pædagog, Aabenraa, Studiestart: sommer- og vinterstart;186;0;343;208;2,9;Alle optaget, ledige pladser
5400;53220;Professionsbachelor, pædagog, Esbjerg Ø, Studiestart: sommer- og vinterstart;185;0;348;192;Alle optaget, ledige pladser;
5410;54790;Professionsbachelor, skat, Haderslev, Studiestart: sommerstart;20;0;56;22;Alle optaget, ledige pladser;
5420;55210;Professionsbachelor, socialrådgiver, Esbjerg Ø, Studiestart: sommer- og vinterstart;153;0;367;144;Alle optaget, ledige pladser;
5430;55220;Professionsbachelor, socialrådgiver, Aabenraa, Studiestart: sommer- og vinterstart;102;14;267;130;4,8;Alle optaget, ledige pladser
5440;56230;Professionsbachelor, sygeplejerske, Aabenraa, Studiestart: sommer- og vinterstart;102;9;272;110;5,5;Alle optaget, ledige pladser
5450;56237;Professionsbachelor, sygeplejerske, Aabenraa, E-læring, Studiestart: vinterstart;28;0;73;33;2,3;
5460;56260;Professionsbachelor, sygeplejerske, Esbjerg Ø, Studiestart: sommer- og vinterstart;135;20;424;151;5,7;Alle optaget, ledige pladser
5470;78270;Laborant, Esbjerg Ø, Studiestart: sommer- og vinterstart;13;0;56;19;Alle optaget, ledige pladser;
5480;;Professionshøjskolen UC Syddanmark i alt;1.851;119;5.223;2.311;;
5490;;UCL Erhvervsakademi og Professionshøjskole;;;;;;
5500;40650;Professionsbachelor, bioanalytiker, Odense M, Studiestart: sommer- og vinterstart;51;8;243;82;7,3;6,0
5510;41110;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Odense C, Studiestart: sommerstart;115;1;247;117;3,0;Alle optaget, ledige pladser
5520;41120;Bachelor of Architectural Technology and Construction Management, Odense C, Study start: Summer start;30;0;137;36;Alle optaget, ledige pladser;
5530;42060;Professionsbachelor, ergoterapeut, Odense M, Studiestart: sommer- og vinterstart;86;11;286;95;6,6;4,1
5540;45830;Professionsbachelor, finans, Odense C, Studiestart: sommerstart;117;5;295;113;4,7;3,8
5550;46080;Professionsbachelor, folkeskolelærer, Odense M, Studiestart: sommer- og vinterstart;197;0;529;235;Alle optaget, ledige pladser;
5560;46082;Professionsbachelor, folkeskolelærer, Odense M, E-læring, Studiestart: sommerstart;20;0;86;28;Alle optaget, ledige pladser;
5570;46120;Professionsbachelor, folkeskolelærer, Jelling, Studiestart: sommer- og vinterstart;94;0;263;128;Alle optaget, ledige pladser;
5580;47080;Professionsbachelor, fysioterapeut, Odense M, Studiestart: sommer- og vinterstart;145;15;663;248;8,4;7,6
5590;52620;Professionsbachelor, offentlig administration, Odense M, Studiestart: sommer- og vinterstart;67;0;168;52;Alle optaget;
5600;52625;Professionsbachelor, offentlig administration, Odense M, E-læring, Studiestart: sommerstart;25;0;74;29;Alle optaget;
5610;53170;Professionsbachelor, pædagog, Odense M, Studiestart: sommer- og vinterstart;365;27;897;550;5,3;4,3
5620;53185;Professionsbachelor, pædagog, Svendborg, Studiestart: vinterstart;76;12;306;75;3,7;2,1
5630;53230;Professionsbachelor, pædagog, Jelling, Studiestart: sommer- og vinterstart;132;0;300;118;Alle optaget;Alle optaget, ledige pladser
5640;54040;Professionsbachelor, radiograf, Odense M, Studiestart: sommer- og vinterstart;74;6;332;120;7,5;6,2
5650;55110;Professionsbachelor, socialrådgiver, Odense M, Studiestart: sommer- og vinterstart;225;15;600;248;5,4;3,9
5660;55120;Professionsbachelor, socialrådgiver, Odense M, E-læring, Studiestart: sommer- og vinterstart;93;0;231;85;Alle optaget;Alle optaget, ledige pladser
5670;55140;Professionsbachelor, socialrådgiver, Vejle, Studiestart: sommer- og vinterstart;87;8;461;170;7,2;6,3
5680;56200;Professionsbachelor, sygeplejerske, Odense M, Studiestart: sommer- og vinterstart;276;16;956;394;7,6;6,1
5690;56220;Professionsbachelor, sygeplejerske, Svendborg, Studiestart: sommer- og vinterstart;97;6;417;106;5,8;5,2
5700;56280;Professionsbachelor, sygeplejerske, Vejle, Studiestart: sommer- og vinterstart;240;13;720;215;5,4;4,0
5710;58030;Professionsbachelor, økonomi og It, Odense C, Studiestart: sommerstart;0;0;62;7;Ikke oprettet;
5720;70330;Automationsteknolog, Odense C, Studiestart: sommerstart;44;0;75;48;Alle optaget, ledige pladser;
5730;70430;Autoteknolog, Odense C, Studiestart: sommerstart;18;0;31;19;Alle optaget, ledige pladser;
5740;71410;Datamatiker, Odense C, Studiestart: sommerstart;105;1;233;104;3,8;Alle optaget, ledige pladser
5750;71560;Datamatiker, Vejle, Studiestart: sommerstart;35;0;108;35;Alle optaget;Alle optaget, ledige pladser
5760;72110;Byggekoordinator, Odense C, Studiestart: sommerstart;23;0;51;21;Alle optaget, ledige pladser;
5770;73330;Energiteknolog, Odense C, Studiestart: sommerstart;0;0;32;7;Ikke oprettet;
5780;74060;Finansøkonom, Odense C, Studiestart: sommerstart;117;5;433;151;5,4;4,4
5790;74430;Financial controller, Odense C, Studiestart: sommerstart;41;0;103;40;2,7;Alle optaget, ledige pladser
5800;74625;Handelsøkonom, Odense C, Studiestart: sommerstart;44;4;167;64;6,0;5,0
5810;74630;Handelsøkonom, Vejle, Studiestart: sommerstart;39;0;90;41;Alle optaget;Alle optaget, ledige pladser
5820;75210;Installatør, stærkstrøm, Odense C, Studiestart: sommerstart;4;0;8;4;100 % kvote 2, ledige pladser;
5830;75215;Installatør, VVS, Odense C, Studiestart: sommerstart;6;0;10;8;100 % kvote 2, ledige pladser;
5840;75260;Installatør, stærkstrøm, Vejle, Studiestart: sommerstart;7;0;9;8;Alle optaget, ledige pladser;
5850;76065;AP Graduate in IT Technology, Odense C, Study start: Summer start;44;0;183;62;Alle optaget;
5860;76200;It-teknolog, Odense C, Studiestart: sommerstart;38;6;145;49;5,4;3,9
5870;77060;Jordbrugsteknolog, Odense C, Studiestart: sommerstart;31;0;74;35;Alle optaget, ledige pladser;
5880;78210;Laborant, Odense C, Studiestart: sommerstart;34;5;146;48;6,9;6,0
5890;79210;Markedsføringsøkonom, Odense C, Studiestart: sommerstart;111;0;284;98;Alle optaget, ledige pladser;
5900;79215;AP Graduate in Marketing Management, Odense C, Study start: Summer start;46;0;271;65;2,0;Alle optaget
5910;81310;Multimediedesigner, Odense C, Studiestart: sommerstart;103;0;208;95;Alle optaget, ledige pladser;
5920;83110;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Odense C, Studiestart: sommerstart;34;1;66;38;3,8;Alle optaget, ledige pladser
5930;83160;Procesteknolog (ernærings-, fiskeri-, fødevare-, mejeri- og procesteknologi), Vejle, Studiestart: sommerstart;34;1;66;40;4,5;Alle optaget, ledige pladser
5940;84110;Produktionsteknolog, Odense C, Studiestart: sommerstart;24;0;47;25;Alle optaget, ledige pladser;
5950;86110;Serviceøkonom, Odense C, Studiestart: sommerstart;78;0;163;76;Alle optaget, ledige pladser;
5960;86115;AP Graduate in Service, Hospitality and Tourism Management, Odense C, Study start: Summer start;42;2;207;67;2,9;Alle optaget
5970;86130;Serviceøkonom, Vejle, Studiestart: sommerstart;26;0;76;22;Alle optaget, ledige pladser;
5980;86135;AP Graduate in Service, Hospitality and Tourism Management, Vejle, Study start: Summer start;34;0;118;41;Alle optaget, ledige pladser;
5990;87060;Logistikøkonom, Vejle, Studiestart: sommerstart;33;0;59;30;Alle optaget, ledige pladser;
6000;87065;AP Graduate in Logistic Management, Vejle, Study start: Summer start;23;0;88;36;Alle optaget, ledige pladser;
6010;;UCL Erhvervsakademi og Professionshøjskole i alt;3.830;168;11.824;4.628;;
6020;;Professionshøjskolen VIA University College;;;;;;
6030;40060;Professionsbachelor, psykomotorik, Randers C, Studiestart: sommer- og vinterstart;49;6;142;77;100 % kvote 2;
6040;40310;Bandagist/ortopædiingeniør, Aarhus N, Studiestart: vinterstart;10;0;15;8;5,3;Alle optaget, ledige pladser
6050;40670;Professionsbachelor, bioanalytiker, Aarhus N, Studiestart: sommer- og vinterstart;129;38;529;197;7,3;4,4
6060;41160;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Horsens, Studiestart: sommer- og vinterstart;89;0;191;90;Alle optaget, ledige pladser;
6070;41165;Bachelor of Architectural Technology and Construction Management, Horsens, Study start: Summer start and winter start;48;0;170;70;Alle optaget, ledige pladser;
6080;41170;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aarhus C, Studiestart: sommer- og vinterstart;211;7;459;241;5,1;Alle optaget, ledige pladser
6090;41175;Bachelor of Architectural Technology and Construction Management, Aarhus C, Study start: Summer start and winter start;91;0;243;98;Alle optaget, ledige pladser;
6100;41215;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Holstebro, Studiestart: sommer- og vinterstart;54;0;109;70;Alle optaget, ledige pladser;
6110;42100;Professionsbachelor, ergoterapeut, Holstebro, Studiestart: sommer- og vinterstart;56;0;141;43;Alle optaget, ledige pladser;
6120;42120;Professionsbachelor, ergoterapeut, Aarhus N, Studiestart: sommer- og vinterstart;120;30;424;146;7,2;5,4
6125;44306;Professionsbachelor, procesøkonomi og værdikædeledelse, Horsens, studiestart: Sommerstart;0;0;0;0;Ikke oprettet;
6130;44310;Bachelor of Value Chain Management, Horsens, Study start: Summer start;30;0;133;36;Alle optaget, ledige pladser;
6140;44311;Professionsbachelor, procesøkonomi og værdikædeledelse, Aarhus C, Studiestart: sommerstart;65;0;140;52;Alle optaget;
6150;44315;Bachelor of Value Chain Management, Aarhus C, Study start: Summer start;81;0;241;95;4,9;Alle optaget, ledige pladser
6160;45210;Professionsbachelor, ernæring og sundhed, Aarhus N, Studiestart: sommerstart;69;17;392;175;9,1;8,1
6170;45215;Bachelor of Global Nutrition and Health, Aarhus N, Study start: Summer start;38;14;214;94;8,7;Alle optaget, ledige pladser
6180;46130;Professionsbachelor, folkeskolelærer, Lemvig, Studiestart: sommerstart;72;0;133;93;Alle optaget, ledige pladser;
6190;46140;Professionsbachelor, folkeskolelærer, Skive, Studiestart: sommer- og vinterstart;35;0;113;44;Alle optaget, ledige pladser;
6200;46150;Professionsbachelor, folkeskolelærer, Aarhus C, Studiestart: sommerstart;505;16;1.046;528;7,0;Alle optaget, ledige pladser
6210;46160;Professionsbachelor, folkeskolelærer, Silkeborg, Studiestart: sommer- og vinterstart;89;0;355;103;Alle optaget, ledige pladser;
6220;47120;Professionsbachelor, fysioterapeut, Holstebro, Studiestart: sommer- og vinterstart;80;17;341;118;7,8;6,5
6230;47140;Professionsbachelor, fysioterapeut, Aarhus N, Studiestart: sommer- og vinterstart;146;23;886;400;9,5;9,0
6240;47650;Bachelor in Graphic Storytelling, Viborg, Study start: Summer start;20;1;149;123;100 % kvote 2;
6250;49205;Bachelor of Engineering in Materials Science, Herning, Study start: Summer start;13;0;47;15;Alle optaget, ledige pladser;
6260;49220;Diplomingeniør, eksport og teknologi, Horsens, Studiestart: sommerstart;0;0;19;1;Ikke oprettet;
6270;49225;Diplomingeniør, eksport og teknologi, Aarhus C, Studiestart: sommerstart;51;0;99;47;Alle optaget, ledige pladser;
6280;49310;Diplomingeniør, byggeri og anlæg, Horsens, Studiestart: sommer- og vinterstart;44;0;91;30;Alle optaget, ledige pladser;
6290;49315;Bachelor of Engineering in Global Business Engineering, Horsens, Study start: Summer start;23;0;101;29;Alle optaget, ledige pladser;
6300;49317;Bachelor of Engineering in Global Business Engineering, Aarhus C, Study start: Summer start;36;0;162;34;Alle optaget, ledige pladser;
6310;49319;Diplomingeniør, softwareteknologi, Horsens, Studiestart: sommerstart;26;0;57;25;Alle optaget, ledige pladser;
6320;49320;Bachelor of Engineering in Software Technology, Horsens, Study start: Summer start and winter start;147;0;332;184;Alle optaget, ledige pladser;
6330;49325;Diplomingeniør, maskinteknologi, Horsens, Studiestart: sommerstart;21;0;47;20;Alle optaget, ledige pladser;
6340;49340;Diplomingeniør, produktion (produktionsteknik), Horsens, Studiestart: sommerstart;19;0;37;16;Alle optaget, ledige pladser;
6350;49410;Bachelor of Engineering in Civil Engineering, Horsens, Study start: Summer start;33;0;111;52;Alle optaget, ledige pladser;
6360;49425;Bachelor of Engineering in Mechanical Engineering, Horsens, Study start: Summer start;40;0;145;63;Alle optaget, ledige pladser;
6370;49700;Diplomingeniør, Klima og forsyningsteknik, Horsens, Studiestart: sommerstart;0;0;22;5;Ikke oprettet;
6380;49705;Bachelor of Engineering in Climate and Supply Engineering, Horsens, Study start: Summer start;20;0;66;18;Alle optaget, ledige pladser;
6390;50610;Bachelor of Animation, Viborg, Study start: Summer start;50;3;312;285;100 % kvote 2;
6400;50630;Professionsbachelor, Multiplatform Storytelling and Production, Aarhus C, Studiestart: sommerstart;30;2;274;179;100 % kvote 2;
6410;50860;Professionsbachelor, kristendom, kultur og kommunikation, Højbjerg, Studiestart: sommerstart;24;0;55;20;Alle optaget, ledige pladser;
6420;52640;Professionsbachelor, offentlig administration, Aarhus C, Studiestart: sommerstart;80;12;252;84;5,3;Alle optaget, ledige pladser
6430;52643;Professionsbachelor, offentlig administration, Aarhus C, E-læring, Studiestart: vinterstart;25;0;80;21;Alle optaget, ledige pladser;
6440;52645;Professionsbachelor, offentlig administration, Viborg, Studiestart: sommerstart;11;0;51;12;Alle optaget, ledige pladser;
6450;53240;Professionsbachelor, pædagog, Ikast, Studiestart: sommer- og vinterstart;101;0;269;110;Alle optaget, ledige pladser;
6460;53250;Professionsbachelor, pædagog, Holstebro, Studiestart: sommer- og vinterstart;136;0;281;151;Alle optaget, ledige pladser;
6470;53260;Professionsbachelor, pædagog, Aarhus C, Studiestart: sommer- og vinterstart;433;90;1.240;677;6,6;5,1
6480;53273;Professionsbachelor, pædagog, Grenaa, Studiestart: sommer- og vinterstart;32;5;115;49;4,5;4,2
6490;53275;Professionsbachelor, pædagog, Randers C, Studiestart: sommer- og vinterstart;118;30;468;164;5,5;3,6
6500;53280;Professionsbachelor, pædagog, Horsens, Studiestart: sommer- og vinterstart;138;9;404;144;4,5;Alle optaget, ledige pladser
6510;53290;Professionsbachelor, pædagog, Viborg, Studiestart: sommer- og vinterstart;162;0;346;145;Alle optaget, ledige pladser;
6520;53292;Professionsbachelor, pædagog, Viborg, E-læring, Studiestart: sommerstart;53;13;163;79;5,6;Alle optaget, ledige pladser
6530;54550;Professionsbachelor, diakoni og socialpædagogik, Højbjerg, Studiestart: sommer- og vinterstart;80;12;214;98;6,7;Alle optaget, ledige pladser
6540;54810;Professionsbachelor, skat, Herning, Studiestart: sommerstart;23;0;53;21;Alle optaget, ledige pladser;
6550;55310;Professionsbachelor, socialrådgiver, Aarhus C, Studiestart: sommer- og vinterstart;300;52;855;346;7,1;Alle optaget, ledige pladser
6560;55313;Professionsbachelor, socialrådgiver, Aarhus C, E-læring, Studiestart: vinterstart;70;12;263;88;5,4;Alle optaget, ledige pladser
6570;55320;Professionsbachelor, socialrådgiver, Holstebro, Studiestart: sommer- og vinterstart;128;9;317;150;4,5;Alle optaget, ledige pladser
6580;56300;Professionsbachelor, sygeplejerske, Holstebro, Studiestart: sommer- og vinterstart;107;30;392;133;6,3;Alle optaget, ledige pladser
6590;56340;Professionsbachelor, sygeplejerske, Aarhus N, Studiestart: sommer- og vinterstart;294;50;1.411;603;9,1;8,0
6600;56360;Professionsbachelor, sygeplejerske, Silkeborg, Studiestart: sommer- og vinterstart;120;25;672;114;6,9;5,1
6610;56370;Professionsbachelor, sygeplejerske, Horsens, Studiestart: sommer- og vinterstart;127;19;511;89;5,9;Alle optaget, ledige pladser
6620;56380;Professionsbachelor, sygeplejerske, Viborg, Studiestart: sommer- og vinterstart;108;22;489;115;6,0;Alle optaget, ledige pladser
6630;56385;Professionsbachelor, sygeplejerske, Viborg, E-læring, Studiestart: sommerstart;24;10;132;44;7,2;Alle optaget, ledige pladser
6640;56400;Professionsbachelor, sygeplejerske, Randers C, Studiestart: sommer- og vinterstart;97;23;528;116;7,3;5,7
6650;57360;Professionsbachelor, tekstildesign, -håndværk og formidling, Herning, Studiestart: sommerstart;10;0;32;15;100 % kvote 2, ledige pladser;
6660;73110;Designteknolog, Herning, Studiestart: sommerstart;237;3;442;290;100 % kvote 2, ledige pladser;
6670;73115;AP Graduate in Design, Technology and Business, Herning, Study start: Summer start;82;2;250;141;100 % kvote 2;
6680;79460;Markedsføringsøkonom, Horsens, Studiestart: sommerstart;38;0;99;29;100 % kvote 2;
6690;79465;AP Graduate in Marketing Management, Horsens, Study start: Summer start;89;0;397;129;Alle optaget, ledige pladser;
6700;84360;Produktionsteknolog, Horsens, Studiestart: sommer- og vinterstart;16;0;25;15;Alle optaget, ledige pladser;
6710;88160;Kort- og landmålingstekniker, Horsens, Studiestart: sommerstart;41;0;61;45;Alle optaget;
6720;;Professionshøjskolen VIA University College i alt;5.944;602;19.355;8.141;;
6730;;Professionshøjskolen University College Nordjylland;;;;;;
6740;41210;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aalborg SV, Studiestart: sommer- og vinterstart;144;0;230;146;Alle optaget;Alle optaget, ledige pladser
6750;41212;Bachelor of Architectural Technology and Construction Management, Aalborg SV, Study start: Summer start;40;3;153;49;8,0;Alle optaget
6760;41590;Professionsbachelor, eksport og teknologi, Aalborg, Studiestart: sommerstart;36;0;76;30;Alle optaget, ledige pladser;
6770;41595;Bachelor of Export and Technology Management, Aalborg, Study start: Summer start;40;2;133;43;5,7;Alle optaget, ledige pladser
6780;42140;Professionsbachelor, ergoterapeut, Aalborg Øst, Studiestart: sommer- og vinterstart;84;10;259;87;6,5;4,8
6790;45880;Professionsbachelor, finans, Aalborg, Studiestart: sommerstart;134;0;287;128;Alle optaget, ledige pladser;
6800;46170;Professionsbachelor, folkeskolelærer, Aalborg SØ, Studiestart: sommerstart;227;0;517;258;Alle optaget, ledige pladser;
6810;46180;Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: sommerstart;39;0;141;45;Alle optaget, ledige pladser;
6820;46185;Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: vinterstart;10;0;79;15;Alle optaget, ledige pladser;
6830;47160;Professionsbachelor, fysioterapeut, Aalborg Øst, Studiestart: sommer- og vinterstart;150;30;640;264;8,5;7,6
6840;50020;Professionsbachelor, jordemoder, Aalborg Øst, Studiestart: sommer- og vinterstart;71;12;592;254;10,6;10,5
6850;52510;Professionsbachelor, natur- og kulturformidling, Hjørring, Studiestart: sommerstart;32;0;50;28;4,0;Alle optaget, ledige pladser
6860;52650;Professionsbachelor, offentlig administration, Aalborg, Studiestart: sommerstart;54;0;127;43;Alle optaget, ledige pladser;
6870;53300;Professionsbachelor, pædagog, Aalborg SØ, Studiestart: sommer- og vinterstart;309;65;883;485;6,0;4,9
6880;53330;Professionsbachelor, pædagog, Hjørring, Studiestart: sommer- og vinterstart;119;28;406;174;5,2;4,1
6890;53340;Professionsbachelor, pædagog, Thisted, Studiestart: sommer- og vinterstart;64;4;121;63;4,3;Alle optaget, ledige pladser
6900;54060;Professionsbachelor, radiograf, Aalborg Øst, Studiestart: sommer- og vinterstart;64;10;247;91;7,8;6,9
6910;56390;Professionsbachelor, sygeplejerske, Thisted, Studiestart: sommerstart;36;5;119;31;5,5;Alle optaget
6920;56420;Professionsbachelor, sygeplejerske, Aalborg Øst, Studiestart: sommer- og vinterstart;196;33;885;364;8,4;7,4
6930;56440;Professionsbachelor, sygeplejerske, Hjørring, Studiestart: sommer- og vinterstart;135;22;384;101;6,4;5,1
6940;70390;Automationsteknolog, Aalborg SV, Studiestart: sommerstart;20;0;37;19;Alle optaget, ledige pladser;
6950;70395;AP Graduate in Automation Engineering, Aalborg SV, Study start: Summer start;20;1;77;30;4,1;Alle optaget, ledige pladser
6960;71810;Datamatiker, Aalborg SV, Studiestart: sommerstart;62;7;192;96;6,1;5,6
6970;71812;Datamatiker, Aalborg SV, Studiestart: vinterstart;21;0;64;15;Alle optaget, ledige pladser;
6980;71815;AP Graduate in Computer Science, Aalborg SV, Study start: Summer start;75;6;317;139;8,6;6,6
6990;73160;Designteknolog, Aalborg SV, Studiestart: sommerstart;60;8;166;99;100 % kvote 2;
7000;73165;AP Graduate in Design, Technology and Business, Aalborg SV, Study start: Summer start;35;3;175;71;100 % kvote 2;
7010;73390;Energiteknolog, Aalborg SV, Studiestart: sommerstart;16;0;30;12;Alle optaget, ledige pladser;
7020;74160;Finansøkonom, Aalborg, Studiestart: sommerstart;130;6;453;159;5,3;Alle optaget, ledige pladser
7030;74165;Finansøkonom, Thisted, Studiestart: sommerstart;21;0;37;20;Alle optaget, ledige pladser;
7040;74460;Financial controller, Aalborg, Studiestart: sommerstart;50;0;112;39;Alle optaget, ledige pladser;
7050;75410;Installatør, stærkstrøm, Aalborg SV, Studiestart: sommerstart;5;0;6;6;100 % kvote 2, ledige pladser;
7060;75413;Installatør, stærkstrøm, Aalborg SV, E-læring, Studiestart: vinterstart;0;0;2;2;100 % kvote 2, ledige pladser;
7070;75415;Installatør, VVS, Aalborg SV, Studiestart: sommerstart;1;0;3;2;100 % kvote 2, ledige pladser;
7080;75418;Installatør, VVS, Aalborg SV, E-læring, Studiestart: vinterstart;0;0;2;1;Ikke oprettet;
7090;76260;It-teknolog, Aalborg SV, Studiestart: sommerstart;35;2;102;39;4,3;Alle optaget, ledige pladser
7100;79610;Markedsføringsøkonom, Aalborg, Studiestart: sommerstart;132;12;329;151;5,1;3,2
7110;79615;AP Graduate in Marketing Management, Aalborg, Study start: Summer start;50;5;315;104;9,0;6,2
7120;79620;Markedsføringsøkonom, Thisted, Studiestart: sommerstart;6;0;19;7;Alle optaget, ledige pladser;
7130;81610;Multimediedesigner, Aalborg SV, Studiestart: sommerstart;32;5;113;40;7,1;3,3
