;OptOmrNr;Optagelsesområder; Antal Optagne ;; Antal ansøgere ;;Adgangskvotient;
;;; optagne ; standby ; total ; 1. prioritet ;kvote 1 kvotient;standby
10;;Københavns Universitet;;;;;;
2060;17870;Teknisk videnskab (civilingeniør) Robotteknologi, Odense M, Studiestart: sommerstart; 39 ; -   ; 126 ; 45 ;Alle optaget, ledige pladser;
2070;17875;Teknisk videnskab (civilingeniør) Fysik og teknologi, Odense M, Studiestart: sommerstart; 15 ; -   ; 53 ; 17 ;Alle optaget, ledige pladser;
2080;17880;Teknisk videnskab (civilingeniør) Kemi og bioteknologi, Odense M, Studiestart: sommerstart; 25 ; -   ; 87 ; 19 ;Alle optaget, ledige pladser;
2090;17882;Teknisk videnskab (civilingeniør) Maskinteknik, Odense M, Studiestart: sommerstart; 5 ; -   ; 34 ; 6 ;Alle optaget, ledige pladser;
2100;17890;Bachelor of Science (BSc) in Engineering (Product Development and Innovation), Odense M, Study start: Summer start; 45 ; -   ; 173 ; 50 ;Alle optaget, ledige pladser;
2110;17892;Teknisk videnskab (civilingeniør) Software Engineering, Odense M, Studiestart: sommerstart; 82 ; -   ; 190 ; 87 ;Alle optaget, ledige pladser;
2120;17895;Teknisk videnskab (civilingeniør) Energiteknologi, Odense M, Studiestart: sommerstart; 18 ; -   ; 61 ; 17 ;Alle optaget, ledige pladser;
2130;17900;Teknisk videnskab (civilingeniør) Bygningsteknik, Odense M, Studiestart: sommerstart; 20 ; -   ; 76 ; 16 ;Alle optaget, ledige pladser;
2140;18005;Bibliotekskundskab og videnskommunikation, Kolding, Studiestart: sommerstart; 33 ; -   ; 63 ; 36 ;Alle optaget, ledige pladser;
2150;18020;Informationsvidenskab, it og interaktionsdesign, Kolding, Studiestart: sommerstart; 25 ; -   ; 71 ; 25 ;Alle optaget, ledige pladser;
2160;18030;Designkultur og økonomi, Kolding, Studiestart: sommerstart; 45 ; -   ; 141 ; 42 ;Alle optaget, ledige pladser;
2170;18035;Designkultur, Kolding, Studiestart: sommerstart; 48 ; -   ; 151 ; 51 ;Alle optaget;
2180;18140;International virksomhedskommunikation i engelsk, Kolding, Studiestart: sommerstart; 13 ; -   ; 52 ; 11 ;Alle optaget, ledige pladser;
2190;18210;Erhvervsøkonomi, HA, Kolding, Studiestart: sommerstart; 80 ; -   ; 229 ; 77 ;Alle optaget, ledige pladser;
2200;19010;Bachelor of Science (BSc) in Engineering (Engineering, Innovation and Business), Sønderborg, Study start: Summer start; 29 ; -   ; 140 ; 39 ;Alle optaget, ledige pladser;
2210;19020;Bachelor of Science (BSc) in Engineering (Mechatronics), Sønderborg, Study start: Summer start; 22 ; -   ; 120 ; 37 ;Alle optaget, ledige pladser;
2220;19025;Bachelor of Science (BSc) in Engineering (Mechanical Engineering), Sønderborg, Study start: Summer start; 8 ; -   ; 89 ; 18 ;Alle optaget, ledige pladser;
2230;19030;Bachelor of Science (BSc) in Engineering (Electronics), Sønderborg, Study start: Summer start; 10 ; -   ; 104 ; 15 ;Alle optaget, ledige pladser;
2240;19112;Bachelor of Engineering in Electronics, Sønderborg, Study start: Summer start; 17 ; -   ; 133 ; 43 ;Alle optaget, ledige pladser;
2250;19114;Bachelor of Engineering in Mechanical Engineering, Sønderborg, Study start: Summer start; 11 ; -   ; 111 ; 31 ;Alle optaget, ledige pladser;
2260;19120;Bachelor of Engineering in Mechatronics, Sønderborg, Study start: Summer start; 45 ; -   ; 184 ; 87 ;Alle optaget, ledige pladser;
2270;19215;Economics and Business Administration, Sønderborg, Study start: Summer start; 64 ; -   ; 303 ; 90 ;Alle optaget, ledige pladser;
2280;19220;International erhvervsøkonomi med fremmedsprog, Sønderborg, Studiestart: sommerstart; 12 ; -   ; 35 ; 12 ;Alle optaget, ledige pladser;
2290;19225;European Studies, Sønderborg, Study start: Summer start; 45 ; -   ; 179 ; 69 ;Alle optaget, ledige pladser;
2300;20210;Erhvervsøkonomi, HA, Esbjerg, Studiestart: sommerstart; 42 ; -   ; 132 ; 48 ;Alle optaget, ledige pladser;
2310;20220;Sociologi og kulturanalyse, Esbjerg, Studiestart: sommerstart; 51 ; -   ; 138 ; 39 ;Alle optaget, ledige pladser;
2320;20500;International virksomhedskommunikation i engelsk, Slagelse, Studiestart: sommerstart; 69 ; -   ; 171 ; 48 ;Alle optaget, ledige pladser;
2330;20525;Professionsbachelor, fremmedsprog og digital markedskommunikation, Slagelse, Studiestart: sommerstart; 54 ; -   ; 125 ; 49 ;Alle optaget, ledige pladser;
2340;20530;Erhvervsøkonomi, HA, Slagelse, Studiestart: sommerstart; 180 ; -   ; 552 ; 119 ;4,8;
2350;;Syddansk Universitet i alt; 4.833 ; 45 ; 21.406 ; 5.941 ;;
2360;;Aarhus Universitet;;;;;;
2370;22010;Medicin, Aarhus C, Studiestart: sommer- og vinterstart; 586 ; 30 ; 3.341 ; 1.128 ;10,2;10,1
2380;22015;Odontologi, Aarhus C, Studiestart: sommerstart; 85 ; 10 ; 945 ; 312 ;10,1;10,0
2390;22020;Professionsbachelor, tandplejer, Aarhus C, Studiestart: sommerstart; 79 ; 15 ; 425 ; 168 ;8,8;8,3
2400;22022;Klinisk tandtekniker, Aarhus C, Studiestart: sommerstart; 11 ; -   ; 45 ; 23 ;100 % kvote 2;
2410;22025;Folkesundhedsvidenskab, Aarhus C, Studiestart: sommerstart; 55 ; 10 ; 207 ; 58 ;7,9;6,5
2420;22105;Molekylær medicin, Aarhus C, Studiestart: sommerstart; 67 ; 6 ; 384 ; 80 ;9,8;9,7
2430;22110;Biologi, Aarhus C, Studiestart: sommerstart; 124 ; 10 ; 398 ; 137 ;6,6;6,4
2440;22115;Datalogi, Aarhus C, Studiestart: sommerstart; 164 ; -   ; 344 ; 175 ;6,0;Alle optaget
2450;22117;Datavidenskab, Aarhus C, Studiestart: sommerstart; 30 ; -   ; 105 ; 29 ;6,1;Alle optaget
2460;22120;Fysik, Aarhus C, Studiestart: sommerstart; 95 ; 3 ; 211 ; 102 ;7,0;Alle optaget
2470;22125;Geoscience, Aarhus C, Studiestart: sommerstart; 39 ; -   ; 84 ; 42 ;7,0;Alle optaget
2480;22130;Idrætsvidenskab, Aarhus C, Studiestart: sommerstart; 77 ; 10 ; 288 ; 130 ;7,7;7,0
2490;22131;Teknisk videnskab (civilingeniør) Bioteknologi, Aarhus C, Studiestart: sommerstart; 48 ; -   ; 151 ; 41 ;6,8;Alle optaget
2500;22132;Teknisk videnskab (civilingeniør) Kemiteknologi, Aarhus C, Studiestart: sommerstart; 32 ; -   ; 91 ; 34 ;Alle optaget, ledige pladser;
2510;22134;Teknisk videnskab (civilingeniør) Elektroteknologi, Aarhus C, Studiestart: sommerstart; 25 ; -   ; 94 ; 30 ;Alle optaget, ledige pladser;
2520;22135;Kemi, Aarhus C, Studiestart: sommerstart; 28 ; -   ; 106 ; 25 ;Alle optaget, ledige pladser;
2530;22136;Teknisk videnskab (civilingeniør) Computerteknologi, Aarhus C, Studiestart: sommerstart; 44 ; -   ; 133 ; 51 ;Alle optaget, ledige pladser;
2540;22137;Teknisk videnskab (civilingeniør) Byggeri, Aarhus C, Studiestart: sommerstart; 51 ; -   ; 153 ; 48 ;Alle optaget, ledige pladser;
2550;22138;Teknisk videnskab (civilingeniør) Mekanik, Aarhus C, Studiestart: sommerstart; 58 ; -   ; 113 ; 61 ;Alle optaget, ledige pladser;
2560;22140;Matematik, Aarhus C, Studiestart: sommerstart; 70 ; -   ; 183 ; 75 ;Alle optaget;
2570;22145;Matematik-økonomi, Aarhus C, Studiestart: sommerstart; 60 ; 3 ; 213 ; 59 ;6,6;Alle optaget
2580;22150;Medicinalkemi, Aarhus C, Studiestart: sommerstart; 42 ; 4 ; 202 ; 43 ;8,2;Alle optaget
2590;22155;Molekylærbiologi, Aarhus C, Studiestart: sommerstart; 87 ; 8 ; 301 ; 72 ;7,3;Alle optaget
2600;22160;Nanoscience, Aarhus C, Studiestart: sommerstart; 16 ; -   ; 63 ; 20 ;Alle optaget, ledige pladser;
2610;22170;It-produktudvikling, Aarhus C, Studiestart: sommerstart; 32 ; -   ; 103 ; 32 ;Alle optaget, ledige pladser;
2620;22175;Agrobiologi, Aarhus C, Studiestart: sommerstart; 29 ; -   ; 96 ; 28 ;Alle optaget, ledige pladser;
2630;22205;Arabisk- og islamstudier, Aarhus C, Studiestart: sommerstart; 27 ; -   ; 69 ; 25 ;Alle optaget, ledige pladser;
2640;22210;Brasilianske studier, Aarhus C, Studiestart: sommerstart; 10 ; -   ; 23 ; 9 ;Alle optaget, ledige pladser;
2650;22215;Dramaturgi, Aarhus C, Studiestart: sommerstart; 50 ; 4 ; 134 ; 70 ;6,7;6,3
2660;22220;Engelsk, Aarhus C, Studiestart: sommerstart; 107 ; 9 ; 379 ; 122 ;6,6;4,7
2670;22225;Antropologi, Aarhus C, Studiestart: sommerstart; 96 ; 12 ; 710 ; 196 ;9,7;9,6
2680;22230;Filosofi, Aarhus C, Studiestart: sommerstart; 62 ; 8 ; 318 ; 75 ;7,9;7,4
2690;22245;Fransk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 11 ; -   ; 52 ; 11 ;Alle optaget, ledige pladser;
2700;22255;Historie, Aarhus C, Studiestart: sommerstart; 100 ; 12 ; 482 ; 152 ;7,7;7,0
2710;22260;Idéhistorie, Aarhus C, Studiestart: sommerstart; 46 ; 5 ; 199 ; 52 ;8,0;7,7
2720;22265;Indien- og sydasienstudier, Aarhus C, Studiestart: sommerstart; 4 ; -   ; 33 ; 3 ;Alle optaget, ledige pladser;
2730;22270;Informationsvidenskab, Aarhus C, Studiestart: sommerstart; 121 ; 1 ; 296 ; 95 ;6,9;Alle optaget
2740;22280;Japanstudier, Aarhus C, Studiestart: sommerstart; 34 ; 5 ; 150 ; 70 ;8,0;7,2
2750;22285;Kinastudier, Aarhus C, Studiestart: sommerstart; 32 ; 5 ; 83 ; 38 ;6,9;5,6
2760;22288;Arkæologi, Aarhus C, Studiestart: sommerstart; 51 ; 8 ; 247 ; 91 ;7,2;6,2
2770;22290;Klassisk arkæologi, Aarhus C, Studiestart: sommerstart; 25 ; 7 ; 109 ; 36 ;6,5;5,3
2780;22295;Klassisk filologi, Aarhus C, Studiestart: sommerstart; 24 ; 3 ; 67 ; 23 ;6,5;Alle optaget
2790;22300;Kunsthistorie, Aarhus C, Studiestart: sommerstart; 56 ; 7 ; 238 ; 80 ;7,5;6,7
2800;22310;Lingvistik, Aarhus C, Studiestart: sommerstart; 40 ; 5 ; 166 ; 54 ;8,7;7,4
2810;22315;Litteraturhistorie, Aarhus C, Studiestart: sommerstart; 48 ; 4 ; 195 ; 51 ;7,4;6,6
2820;22320;Medievidenskab, Aarhus C, Studiestart: sommerstart; 105 ; 12 ; 577 ; 158 ;9,2;8,7
2830;22330;Musikvidenskab, Aarhus C, Studiestart: sommerstart; 48 ; -   ; 128 ; 74 ;Alle optaget;
2840;22335;Nordisk sprog og litteratur (dansk), Aarhus C, Studiestart: sommerstart; 98 ; -   ; 310 ; 68 ;Alle optaget;
2850;22340;Religionsvidenskab, Aarhus C, Studiestart: sommerstart; 50 ; 8 ; 209 ; 57 ;7,9;6,4
2860;22350;Ruslandstudier, Aarhus C, Studiestart: sommerstart; 21 ; -   ; 49 ; 18 ;Alle optaget, ledige pladser;
2870;22355;Spansk og spanskamerikansk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 33 ; -   ; 100 ; 34 ;5,5;Alle optaget
2880;22365;Tysk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 23 ; -   ; 62 ; 16 ;Alle optaget, ledige pladser;
2890;22375;Æstetik og kultur, Aarhus C, Studiestart: sommerstart; 48 ; 8 ; 253 ; 55 ;8,3;7,3
2900;22380;Digital design - it, æstetik og interaktion, Aarhus C, Studiestart: sommerstart; 54 ; 4 ; 234 ; 57 ;6,4;4,8
2910;22390;Teologi, Aarhus C, Studiestart: sommerstart; 81 ; -   ; 186 ; 91 ;2,1;Alle optaget
2920;22410;Erhvervsøkonomi med tilvalg, Aarhus C, Studiestart: sommerstart; 75 ; -   ; 457 ; 98 ;8,4;
2930;22415;Jura, Aarhus C, Studiestart: sommerstart; 420 ; 40 ; 1.837 ; 645 ;8,7;8,5
2940;22419;Cognitive Science, Aarhus C, Study start: Summer start; 71 ; 8 ; 623 ; 313 ;10,7;10,3
2950;22420;Psykologi, Aarhus C, Studiestart: sommerstart; 240 ; 40 ; 2.286 ; 864 ;10,5;10,4
2960;22422;Samfundsfag, Aarhus C, Studiestart: sommerstart; 37 ; 10 ; 345 ; 58 ;8,9;8,4
2970;22425;Statskundskab, Aarhus C, Studiestart: sommerstart; 275 ; 40 ; 908 ; 356 ;9,4;8,6
2980;22430;Økonomi, Aarhus C, Studiestart: sommerstart; 150 ; -   ; 423 ; 166 ;7,2;
2990;22450;Politik og økonomi , Aarhus C, Studiestart: sommerstart; 65 ; -   ; 227 ; 59 ;7,1;
3000;22510;Uddannelsesvidenskab, Aarhus C, Studiestart: sommerstart; 120 ; 15 ; 366 ; 121 ;7,6;5,5
3010;22520;Uddannelsesvidenskab, København NV, Studiestart: sommerstart; 99 ; 8 ; 251 ; 67 ;5,2;Alle optaget
3020;22610;Erhvervsøkonomi, HA, Aarhus C, Studiestart: sommerstart; 540 ; 40 ; 1.560 ; 668 ;7,4;7,0
3030;22615;Economics and Business Administration, Aarhus C, Study start: Summer start; 230 ; 10 ; 1.065 ; 437 ;8,2;7,7
3040;22650;Erhvervsøkonomi-erhvervsret, HA (jur.), Aarhus C, Studiestart: sommerstart; 140 ; 13 ; 699 ; 154 ;7,9;7,5
3050;22712;International virksomhedskommunikation i engelsk, Aarhus C, Studiestart: sommerstart; 169 ; 15 ; 492 ; 151 ;6,0;4,2
3060;22722;International virksomhedskommunikation i fransk, Aarhus C, Studiestart: sommerstart; 16 ; -   ; 34 ; 10 ;Alle optaget, ledige pladser;
3070;22732;International virksomhedskommunikation i spansk, Aarhus C, Studiestart: sommerstart; 37 ; -   ; 95 ; 27 ;Alle optaget, ledige pladser;
3080;22742;International virksomhedskommunikation i tysk, Aarhus C, Studiestart: sommerstart; 30 ; -   ; 77 ; 26 ;Alle optaget, ledige pladser;
3090;22810;Diplomingeniør, bioteknologi, Aarhus N, Studiestart: sommerstart; 62 ; -   ; 152 ; 52 ;Alle optaget, ledige pladser;
3100;22820;Diplomingeniør, bygning , Aarhus N, Studiestart: sommerstart; 96 ; -   ; 261 ; 95 ;Alle optaget, ledige pladser;
3110;22825;Diplomingeniør, bygning , Aarhus N, Studiestart: vinterstart; 28 ; -   ; 127 ; 31 ;Alle optaget, ledige pladser;
3120;22830;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: sommerstart; 90 ; 5 ; 244 ; 90 ;7,7;Alle optaget
3130;22835;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: vinterstart; 34 ; -   ; 120 ; 32 ;Alle optaget, ledige pladser;
3140;22840;Diplomingeniør, elektronik, Aarhus N, Studiestart: sommerstart; 59 ; -   ; 125 ; 55 ;Alle optaget, ledige pladser;
3150;22845;Diplomingeniør, elektronik, Aarhus N, Studiestart: vinterstart; 8 ; -   ; 40 ; 10 ;Alle optaget, ledige pladser;
3160;22850;Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: sommerstart; 80 ; -   ; 220 ; 84 ;Alle optaget;
3170;22855;Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: vinterstart; 21 ; -   ; 80 ; 24 ;Alle optaget, ledige pladser;
3180;22860;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: sommerstart; 86 ; -   ; 192 ; 88 ;Alle optaget, ledige pladser;
3190;22865;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: vinterstart; 19 ; -   ; 61 ; 27 ;Alle optaget, ledige pladser;
3200;22870;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: sommerstart; 38 ; -   ; 107 ; 40 ;Alle optaget, ledige pladser;
3210;22875;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: vinterstart; 9 ; -   ; 43 ; 13 ;Alle optaget, ledige pladser;
3220;22880;Diplomingeniør, sundhedsteknologi, Aarhus N, Studiestart: sommerstart; 60 ; 4 ; 168 ; 61 ;8,1;Alle optaget
3230;22890;Diplomingeniør, kemi (kemiteknik), Aarhus N, Studiestart: sommerstart; 35 ; -   ; 99 ; 27 ;Alle optaget, ledige pladser;
3240;22900;Diplomingeniør, kemi og fødevareteknologi, Aarhus N, Studiestart: sommerstart; 25 ; -   ; 72 ; 23 ;Alle optaget, ledige pladser;
3250;22930;Erhvervsøkonomi, HA, Herning, Studiestart: sommerstart; 88 ; -   ; 208 ; 48 ;Alle optaget, ledige pladser;
3260;22935;Economics and Business Administration, Herning, Study start: Summer start; 52 ; -   ; 295 ; 33 ;Alle optaget, ledige pladser;
3270;22955;Diplomingeniør, elektronik, Herning, Studiestart: sommerstart; 24 ; -   ; 46 ; 33 ;Alle optaget, ledige pladser;
3280;22957;Diplomingeniør, forretningsudvikling (Business Development), BDE, Herning, Studiestart: sommerstart; 38 ; -   ; 70 ; 39 ;Alle optaget, ledige pladser;
3290;22960;Diplomingeniør, maskinteknik, Herning, Studiestart: sommerstart; 7 ; -   ; 23 ; 9 ;Alle optaget, ledige pladser;
3300;22965;Bachelor of Engineering in Global Management and Manufacturing, Herning, Study start: Summer start; 18 ; -   ; 91 ; 31 ;Alle optaget, ledige pladser;
3310;22970;Diplomingeniør, elektrisk energiteknologi, Herning, Studiestart: sommerstart; 13 ; -   ; 34 ; 13 ;Alle optaget, ledige pladser;
3320;;Aarhus Universitet i alt; 7.243 ; 484 ; 29.460 ; 10.062 ;;
3330;;Aalborg Universitet;;;;;;
3340;25015;Teknisk videnskab (civilingeniør) Arkitektur og design, Aalborg Øst, Studiestart: sommerstart; 128 ; 12 ; 326 ; 162 ;7,0;5,4
3350;25017;Teknisk videnskab (civilingeniør) Bioteknologi, Aalborg Øst, Studiestart: sommerstart; 51 ; 2 ; 130 ; 56 ;6,9;Alle optaget
3360;25020;Teknisk videnskab (civilingeniør) Byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart; 60 ; -   ; 129 ; 57 ;Alle optaget, ledige pladser;
3370;25023;Teknisk videnskab (civilingeniør) Ingeniørvidenskab, Aalborg Øst, Studiestart: sommerstart; 14 ; -   ; 40 ; 15 ;Alle optaget, ledige pladser;
3380;25025;Teknisk videnskab (civilingeniør) Computerteknologi, Aalborg Øst, Studiestart: sommerstart; 15 ; -   ; 78 ; 21 ;Alle optaget, ledige pladser;
3390;25030;Teknisk videnskab (civilingeniør) Elektronik og it, Aalborg Øst, Studiestart: sommerstart; 42 ; -   ; 104 ; 40 ;Alle optaget, ledige pladser;
3400;25035;Teknisk videnskab (civilingeniør) Globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart; 40 ; -   ; 79 ; 39 ;Alle optaget, ledige pladser;
3410;25040;Teknisk videnskab (civilingeniør) Mekanik og produktion, Aalborg Øst, Studiestart: sommerstart; 42 ; -   ; 91 ; 42 ;Alle optaget, ledige pladser;
3420;25042;Teknisk videnskab (civilingeniør) Miljøvidenskab, Aalborg Øst, Studiestart: sommerstart; 20 ; -   ; 58 ; 20 ;Alle optaget, ledige pladser;
3430;25047;Teknisk videnskab (civilingeniør) Kemiteknologi, Aalborg Øst, Studiestart: sommerstart; 30 ; -   ; 64 ; 28 ;Alle optaget, ledige pladser;
3440;25050;Teknisk videnskab (civilingeniør) Nanoteknologi, Aalborg Øst, Studiestart: sommerstart; 19 ; -   ; 45 ; 15 ;Alle optaget, ledige pladser;
3450;25055;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, Aalborg Øst, Studiestart: sommerstart; 56 ; -   ; 121 ; 43 ;Alle optaget, ledige pladser;
3460;25057;Teknisk videnskab (civilingeniør) Robotteknologi, Aalborg Øst, Studiestart: sommerstart; 51 ; -   ; 125 ; 55 ;Alle optaget, ledige pladser;
3470;25060;Teknisk videnskab (civilingeniør) Software, Aalborg Øst, Studiestart: sommerstart; 171 ; -   ; 289 ; 168 ;Alle optaget, ledige pladser;
3480;25062;Teknisk videnskab (civilingeniør) Software, København SV, Studiestart: sommerstart; 60 ; 2 ; 226 ; 42 ;6,1;5,7
3490;25065;Teknisk videnskab (civilingeniør) Sundhedsteknologi, Aalborg Øst, Studiestart: sommerstart; 57 ; -   ; 114 ; 50 ;Alle optaget, ledige pladser;
3500;25070;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, København SV, Studiestart: sommerstart; 45 ; -   ; 112 ; 42 ;4,5;Alle optaget
3510;25071;Teknoantropologi, København SV, Studiestart: sommerstart; 68 ; 6 ; 197 ; 48 ;5,1;Alle optaget
3520;25073;Teknisk videnskab (civilingeniør) Cyber- og computerteknologi, København SV, Studiestart: sommerstart; 25 ; -   ; 101 ; 17 ;Alle optaget, ledige pladser;
3530;25075;Teknisk videnskab (civilingeniør) Energi, Aalborg Øst, Studiestart: sommerstart; 37 ; -   ; 88 ; 39 ;Alle optaget, ledige pladser;
3540;25078;Teknisk videnskab (civilingeniør) Bæredygtigt design, København SV, Studiestart: sommerstart; 40 ; 4 ; 117 ; 45 ;7,4;6,5
3550;25085;Landinspektørvidenskab, København SV, Studiestart: sommerstart; 24 ; -   ; 69 ; 25 ;Alle optaget, ledige pladser;
3560;25090;Landinspektørvidenskab, Aalborg Øst, Studiestart: sommerstart; 41 ; -   ; 80 ; 42 ;Alle optaget, ledige pladser;
3570;25100;Teknoantropologi, Aalborg Øst, Studiestart: sommerstart; 25 ; -   ; 76 ; 22 ;Alle optaget, ledige pladser;
3580;25220;Diplomingeniør, globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart; 23 ; -   ; 61 ; 19 ;Alle optaget, ledige pladser;
3590;25230;Diplomingeniør, kemi- og bioteknologi, Aalborg Øst, Studiestart: sommerstart; 30 ; -   ; 87 ; 26 ;Alle optaget, ledige pladser;
3600;25240;Diplomingeniør, byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart; 57 ; -   ; 141 ; 57 ;Alle optaget, ledige pladser;
3610;25250;Diplomingeniør, bæredygtig energiteknik, Aalborg Øst, Studiestart: sommerstart; 29 ; -   ; 68 ; 29 ;Alle optaget, ledige pladser;
3620;25260;Diplomingeniør, elektronik, Aalborg Øst, Studiestart: sommerstart; 17 ; -   ; 55 ; 20 ;Alle optaget, ledige pladser;
3630;25270;Diplomingeniør, maskinteknik, Aalborg Øst, Studiestart: sommerstart; 38 ; -   ; 113 ; 42 ;Alle optaget, ledige pladser;
3640;25305;Biologi, Aalborg Øst, Studiestart: sommerstart; 48 ; 4 ; 214 ; 71 ;7,5;6,9
3650;25306;Datalogi, Aalborg Øst, Studiestart: sommerstart; 60 ; -   ; 216 ; 62 ;Alle optaget, ledige pladser;
3660;25307;Fysik, Aalborg Øst, Studiestart: sommerstart; 13 ; -   ; 58 ; 12 ;Alle optaget, ledige pladser;
3670;25308;Datavidenskab, Aalborg Øst, Studiestart: sommerstart; 22 ; -   ; 72 ; 22 ;Alle optaget, ledige pladser;
3680;25311;Geografi, Aalborg Øst, Studiestart: sommerstart; 23 ; -   ; 53 ; 20 ;Alle optaget, ledige pladser;
3690;25313;Kemi, Aalborg Øst, Studiestart: sommerstart; 15 ; -   ; 54 ; 16 ;Alle optaget, ledige pladser;
3700;25314;Matematik, Aalborg Øst, Studiestart: sommerstart; 20 ; -   ; 76 ; 22 ;Alle optaget, ledige pladser;
3710;25318;Teknisk videnskab (civilingeniør) Matematik-teknologi, Aalborg Øst, Studiestart: sommerstart; 16 ; -   ; 46 ; 16 ;Alle optaget, ledige pladser;
3720;25319;Matematik-økonomi, Aalborg Øst, Studiestart: sommerstart; 35 ; -   ; 112 ; 31 ;Alle optaget, ledige pladser;
3730;25320;Medicin, Aalborg Øst, Studiestart: sommerstart; 190 ; 18 ; 2.398 ; 562 ;10,1;10,0
3740;25321;Medialogi, Aalborg Øst, Studiestart: sommerstart; 32 ; -   ; 84 ; 34 ;Alle optaget, ledige pladser;
3750;25322;Medialogi, København SV, Studiestart: sommerstart; 75 ; 1 ; 164 ; 60 ;4,6;Alle optaget
3760;25325;Idræt, Aalborg Øst, Studiestart: sommerstart; 55 ; -   ; 173 ; 40 ;Alle optaget, ledige pladser;
3770;25330;Medicin med industriel specialisering, Aalborg Øst, Studiestart: sommerstart; 109 ; 8 ; 347 ; 67 ;8,6;8,2
3780;25335;Teknisk videnskab (civilingeniør) Produkt- og designpsykologi, Aalborg Øst, Studiestart: sommerstart; 19 ; -   ; 52 ; 15 ;Alle optaget, ledige pladser;
3790;25340;Informationsteknologi, Aalborg Øst, Studiestart: sommerstart; 44 ; -   ; 124 ; 37 ;Alle optaget, ledige pladser;
3800;25350;Interaktionsdesign, Aalborg Øst, Studiestart: sommerstart; 26 ; -   ; 94 ; 22 ;Alle optaget, ledige pladser;
3810;25405;Anvendt filosofi, Aalborg Øst, Studiestart: sommerstart; 45 ; -   ; 111 ; 37 ;Alle optaget, ledige pladser;
3820;25410;Dansk, Aalborg Øst, Studiestart: sommerstart; 47 ; -   ; 142 ; 42 ;Alle optaget, ledige pladser;
3830;25420;Kommunikation og digitale medier, Aalborg Øst, Studiestart: sommerstart; 110 ; 8 ; 391 ; 117 ;6,5;6,1
3840;25425;Musik, Aalborg Øst, Studiestart: sommerstart; 30 ; -   ; 53 ; 34 ;Alle optaget, ledige pladser;
3850;25430;Musikterapi, Aalborg Øst, Studiestart: sommerstart; 11 ; -   ; 36 ; 20 ;Alle optaget, ledige pladser;
3860;25435;Psykologi, Aalborg Øst, Studiestart: sommerstart; 164 ; 9 ; 1.598 ; 438 ;10,1;10,0
3870;25440;Kommunikation og digitale medier, København SV, Studiestart: sommerstart; 80 ; 4 ; 662 ; 158 ;8,6;8,5
3880;25445;Kunst og teknologi, Aalborg Øst, Studiestart: sommerstart; 22 ; -   ; 56 ; 18 ;Alle optaget, ledige pladser;
3890;25450;Engelsk, Aalborg Øst, Studiestart: sommerstart; 58 ; 6 ; 216 ; 65 ;4,7;3,6
3900;25457;Sprog og internationale studier, engelsk, Aalborg Øst, Studiestart: sommerstart; 88 ; -   ; 197 ; 78 ;Alle optaget, ledige pladser;
3910;25460;Spansk sprog og internationale studier, Aalborg Øst, Studiestart: sommerstart; 17 ; -   ; 43 ; 13 ;Alle optaget, ledige pladser;
3920;25520;International virksomhedskommunikation i engelsk, Aalborg Øst, Studiestart: sommerstart; 63 ; 1 ; 201 ; 58 ;4,9;Alle optaget
3930;25610;Politik og Administration, Aalborg Øst, Studiestart: sommerstart; 90 ; -   ; 270 ; 72 ;Alle optaget, ledige pladser;
3940;25612;Samfundsfag, Aalborg Øst, Studiestart: sommerstart; 44 ; -   ; 195 ; 20 ;Alle optaget, ledige pladser;
3950;25615;Historie, Aalborg Øst, Studiestart: sommerstart; 63 ; 6 ; 238 ; 73 ;5,7;4,8
3960;25620;Sociologi, Aalborg Øst, Studiestart: sommerstart; 151 ; 9 ; 523 ; 120 ;7,3;7,0
3970;25625;Økonomi, Aalborg Øst, Studiestart: sommerstart; 82 ; -   ; 203 ; 63 ;Alle optaget;
3980;25630;Jura, Aalborg Øst, Studiestart: sommerstart; 142 ; 7 ; 1.079 ; 325 ;9,0;8,7
3990;25640;Organisatorisk læring, Aalborg Øst, Studiestart: sommerstart; 51 ; -   ; 95 ; 39 ;Alle optaget, ledige pladser;
4000;25650;Innovation og digitalisering, Aalborg Øst, Studiestart: sommerstart; 37 ; -   ; 113 ; 28 ;Alle optaget, ledige pladser;
4010;25710;Erhvervsøkonomi, HA, Aalborg Øst, Studiestart: sommerstart; 314 ; 14 ; 843 ; 399 ;6,6;6,0
