;OptOmrNr;Optagelsesområder; Antal Optagne ;; Antal ansøgere ;;Adgangskvotient;
;;; optagne ; standby ; total ; 1. prioritet ;kvote 1 kvotient;standby
10;;Københavns Universitet;;;;;;
4020;25715;Erhvervsøkonomi-jura, HA (jur.), Aalborg Øst, Studiestart: sommerstart; 126 ; 8 ; 512 ; 97 ;6,8;6,4
4030;25810;Professionsbachelor, socialrådgiver, Aalborg Øst, Studiestart: sommerstart; 235 ; 15 ; 623 ; 268 ;6,7;5,1
4040;26512;Bachelor of Science (BSc) in Engineering (Applied Industrial Electronics), Esbjerg, Study start: Summer start; 35 ; -   ; 109 ; 42 ;Alle optaget, ledige pladser;
4050;26513;Teknisk videnskab (civilingeniør) Energi, Esbjerg, Studiestart: sommerstart; 14 ; -   ; 30 ; 16 ;Alle optaget, ledige pladser;
4060;26525;Bachelor of Science (BSc) in Engineering (Chemical Engineering and Biotechnology), Esbjerg, Study start: Summer start; 40 ; -   ; 149 ; 71 ;Alle optaget, ledige pladser;
4070;26620;Diplomingeniør, kemi- og bioteknologi, Esbjerg, Studiestart: sommerstart; 8 ; -   ; 31 ; 8 ;Alle optaget, ledige pladser;
4080;26630;Diplomingeniør, byggeri og anlæg, Esbjerg, Studiestart: sommerstart; 22 ; -   ; 46 ; 23 ;Alle optaget, ledige pladser;
4090;26650;Diplomingeniør, maskinteknik, Esbjerg, Studiestart: sommerstart; 6 ; -   ; 18 ; 6 ;Alle optaget, ledige pladser;
4100;;Aalborg Universitet i alt; 4.352 ; 144 ; 16.504 ; 5.183 ;;
4110;;Det Kongelige Akademi - Arkitektur, Design, Konservering;;;;;;
4120;30010;Arkitekt, København K, Studiestart: sommerstart; 122 ; -   ; 1.698 ; 1.008 ;10,9;
4130;32010;Designer, København K, Studiestart: sommerstart; 79 ; -   ; 915 ; 471 ;100 % kvote 2;
4140;32020;Bachelor of Crafts in Glass and Ceramics, København K, Study start: Summer start; 16 ; 1 ; 128 ; 68 ;100 % kvote 2;
4150;33010;Konservator, København K, Studiestart: sommerstart; 43 ; -   ; 155 ; 115 ;11,3;
4160;;Det Kongelige Akademi - Arkitektur, Design, Konservering i alt; 260 ; 1 ; 2.896 ; 1.662 ;;
4170;;Arkitektskolen Aarhus;;;;;;
4180;30060;Arkitekt, Aarhus C, Studiestart: sommerstart; 110 ; 5 ; 874 ; 336 ;100 % kvote 2;
4190;;Arkitektskolen Aarhus i alt; 110 ; 5 ; 874 ; 336 ;;
4200;;Designskolen Kolding;;;;;;
4210;32110;Designer, Kolding, Studiestart: sommerstart; 78 ; 12 ; 463 ; 246 ;100 % kvote 2;
4220;;Designskolen Kolding i alt; 78 ; 12 ; 463 ; 246 ;;
4230;;Københavns Professionshøjskole;;;;;;
4240;40010;Professionsbachelor, psykomotorik, Hillerød, Studiestart: sommerstart; 67 ; 12 ; 270 ; 180 ;100 % kvote 2;
4250;40510;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: sommerstart; 76 ; 26 ; 260 ; 134 ;8,0;5,7
4260;40512;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: vinterstart; 34 ; 14 ; 177 ; 61 ;8,3;4,6
4270;40610;Professionsbachelor, bioanalytiker, København N, Studiestart: sommerstart; 83 ; 22 ; 643 ; 221 ;8,2;6,7
4280;40612;Professionsbachelor, bioanalytiker, København N, Studiestart: vinterstart; 80 ; 33 ; 479 ; 78 ;6,7;5,0
4290;42020;Professionsbachelor, ergoterapeut, København N, Studiestart: sommerstart; 72 ; 20 ; 358 ; 136 ;7,3;5,8
4300;42022;Professionsbachelor, ergoterapeut, København N, Studiestart: vinterstart; 72 ; 11 ; 257 ; 47 ;6,2;Alle optaget, ledige pladser
4310;45010;Professionsbachelor, ernæring og sundhed, København N, Studiestart: sommerstart; 127 ; 26 ; 410 ; 163 ;7,4;Alle optaget, ledige pladser
4320;45015;Professionsbachelor, ernæring og sundhed, København N, Studiestart: vinterstart; 93 ; -   ; 298 ; 74 ;Alle optaget, ledige pladser;
4330;46020;Professionsbachelor, folkeskolelærer, Frederiksberg, Studiestart: sommerstart; 197 ; -   ; 717 ; 203 ;Alle optaget, ledige pladser;
4340;46036;Professionsbachelor, folkeskolelærer, Rønne, Studiestart: sommerstart; 7 ; -   ; 15 ; 8 ;Alle optaget, ledige pladser;
4350;46210;Professionsbachelor, folkeskolelærer, København V, Studiestart: sommerstart; 430 ; -   ; 1.130 ; 467 ;Alle optaget, ledige pladser;
4360;46215;Professionsbachelor, folkeskolelærer, København V, Studiestart: vinterstart; 73 ; -   ; 428 ; 99 ;Alle optaget, ledige pladser;
4370;46220;Professionsbachelor, folkeskolelærer, København V, E-læring, Studiestart: sommerstart; 47 ; -   ; 174 ; 60 ;Alle optaget, ledige pladser;
4380;47020;Professionsbachelor, fysioterapeut, København N, Studiestart: sommerstart; 109 ; 30 ; 834 ; 395 ;9,2;7,7
4390;47022;Professionsbachelor, fysioterapeut, København N, Studiestart: vinterstart; 110 ; 42 ; 681 ; 107 ;7,9;6,3
4400;47040;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: sommerstart; 40 ; 15 ; 446 ; 70 ;8,6;7,3
4410;47045;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: vinterstart; 40 ; 20 ; 358 ; 41 ;8,3;6,3
4420;50010;Professionsbachelor, jordemoder, København N, Studiestart: sommerstart; 55 ; 14 ; 708 ; 301 ;10,9;10,5
4430;50012;Professionsbachelor, jordemoder, København N, Studiestart: vinterstart; 56 ; 11 ; 689 ; 158 ;10,6;10,2
4440;50810;Professionsbachelor, kristendom, kultur og kommunikation, Frederiksberg, Studiestart: sommerstart; 19 ; -   ; 50 ; 12 ;Alle optaget, ledige pladser;
4450;52450;Professionsbachelor, natur- og kulturformidling, Fredensborg, Studiestart: sommerstart; 35 ; 14 ; 156 ; 89 ;9,3;7,9
4460;52610;Professionsbachelor, offentlig administration, København N, Studiestart: sommerstart; 86 ; 25 ; 353 ; 107 ;6,8;Alle optaget, ledige pladser
4470;52612;Professionsbachelor, offentlig administration, København N, Studiestart: vinterstart; 45 ; 10 ; 245 ; 35 ;4,4;Alle optaget, ledige pladser
4480;53050;Professionsbachelor, pædagog, København V, Studiestart: sommerstart; 770 ; 57 ; 1.549 ; 871 ;5,0;Alle optaget, ledige pladser
4490;53055;Professionsbachelor, pædagog, København V, Studiestart: vinterstart; 265 ; -   ; 810 ; 220 ;Alle optaget, ledige pladser;
4500;53100;Professionsbachelor, pædagog, Hillerød, Studiestart: sommerstart; 160 ; 7 ; 474 ; 162 ;3,8;Alle optaget, ledige pladser
4510;53102;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: sommerstart; 40 ; 11 ; 188 ; 72 ;6,1;Alle optaget, ledige pladser
4520;53104;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: vinterstart; 19 ; -   ; 66 ; 16 ;Alle optaget, ledige pladser;
4530;53105;Professionsbachelor, pædagog, Hillerød, Studiestart: vinterstart; 34 ; -   ; 232 ; 33 ;Alle optaget, ledige pladser;
4540;53120;Professionsbachelor, pædagog, Rønne, Studiestart: sommerstart; 31 ; -   ; 35 ; 31 ;Alle optaget, ledige pladser;
4550;54020;Professionsbachelor, radiograf, København N, Studiestart: sommerstart; 49 ; 13 ; 472 ; 146 ;8,8;7,5
4560;54022;Professionsbachelor, radiograf, København N, Studiestart: vinterstart; 49 ; 21 ; 373 ; 72 ;8,0;6,6
4570;54710;Professionsbachelor, skat, København N, Studiestart: sommerstart; 53 ; 15 ; 242 ; 54 ;7,1;4,6
4580;55010;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: sommerstart; 210 ; 35 ; 1.128 ; 497 ;7,7;6,2
4590;55012;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: vinterstart; 210 ; 66 ; 841 ; 177 ;5,9;3,5
4600;55017;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: sommerstart; 40 ; 20 ; 504 ; 104 ;7,4;5,6
4610;55019;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: vinterstart; 40 ; 20 ; 420 ; 39 ;5,8;3,2
4620;56020;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: sommerstart; 43 ; 9 ; 808 ; 155 ;9,3;7,5
4630;56022;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: vinterstart; 43 ; 12 ; 661 ; 68 ;8,3;6,1
4640;56040;Professionsbachelor, sygeplejerske, København N, Studiestart: sommerstart; 463 ; 62 ; 1.673 ; 635 ;7,1;5,8
4650;56042;Professionsbachelor, sygeplejerske, København N, Studiestart: vinterstart; 453 ; 75 ; 1.489 ; 369 ;5,9;Alle optaget, ledige pladser
4660;56080;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: sommerstart; 152 ; 43 ; 747 ; 194 ;5,9;2,8
4670;56085;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: vinterstart; 152 ; 1 ; 645 ; 95 ;3,1;Alle optaget, ledige pladser
4680;56100;Professionsbachelor, sygeplejerske, Rønne, Studiestart: sommerstart; 14 ; -   ; 43 ; 16 ;Alle optaget, ledige pladser;
4690;56105;Professionsbachelor, sygeplejerske, Rønne, Studiestart: vinterstart; 10 ; -   ; 32 ; 7 ;Alle optaget, ledige pladser;
4700;57030;Professionsbachelor, dansk tegnsprog og tolkning, København V, Studiestart: sommerstart; 17 ; -   ; 62 ; 24 ;100 % kvote 2, ledige pladser;
4710;57320;Professionsbachelor, tekstildesign, -håndværk og formidling, København V, Studiestart: sommerstart; 52 ; 12 ; 166 ; 95 ;100 % kvote 2;
4720;70010;Administrationsøkonom, København N, Studiestart: sommerstart; 74 ; 9 ; 377 ; 81 ;5,2;Alle optaget, ledige pladser
4730;78010;Laborant, København N, Studiestart: sommerstart; 108 ; 29 ; 430 ; 145 ;6,8;Alle optaget, ledige pladser
4740;78012;Laborant, København N, Studiestart: vinterstart; 77 ; 6 ; 281 ; 46 ;4,1;Alle optaget, ledige pladser
4750;89010;Sundhedsadministrativ koordinator, København N, Studiestart: sommerstart; 90 ; 27 ; 289 ; 163 ;6,4;3,6
4760;;Københavns Professionshøjskole i alt; 5.771 ; 895 ; 25.173 ; 7.833 ;;
4770;;Professionshøjskolen Absalon;;;;;;
4780;40630;Professionsbachelor, bioanalytiker, Kalundborg, Studiestart: sommerstart; 33 ; 3 ; 138 ; 42 ;6,0;5,7
4790;40640;Professionsbachelor, bioanalytiker, Næstved, Studiestart: sommerstart; 40 ; 6 ; 228 ; 51 ;5,9;5,1
4800;42040;Professionsbachelor, ergoterapeut, Næstved, Studiestart: sommerstart; 76 ; 8 ; 174 ; 65 ;4,3;Alle optaget
4810;44250;Professionsbachelor, Leisure Management, Roskilde, Studiestart: sommerstart; 130 ; -   ; 230 ; 111 ;Alle optaget, ledige pladser;
4820;45120;Professionsbachelor, ernæring og sundhed, Slagelse, Studiestart: sommerstart; 90 ; -   ; 196 ; 89 ;Alle optaget;
4830;46045;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: sommerstart; 118 ; -   ; 421 ; 137 ;Alle optaget, ledige pladser;
4840;46046;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: vinterstart; 16 ; -   ; 193 ; 17 ;Alle optaget, ledige pladser;
4850;46047;Professionsbachelor, folkeskolelærer, Roskilde, E-læring, Studiestart: sommerstart; 39 ; -   ; 149 ; 59 ;Alle optaget, ledige pladser;
4860;46070;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: sommerstart; 103 ; -   ; 215 ; 131 ;Alle optaget, ledige pladser;
4870;46072;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: vinterstart; 10 ; -   ; 54 ; 12 ;Alle optaget, ledige pladser;
4880;47050;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: sommerstart; 48 ; 5 ; 505 ; 114 ;8,6;7,6
4890;47052;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: vinterstart; 46 ; 8 ; 376 ; 56 ;7,7;6,9
4900;47060;Professionsbachelor, fysioterapeut, Næstved, Studiestart: sommerstart; 53 ; 7 ; 255 ; 66 ;7,5;6,0
4910;47062;Professionsbachelor, fysioterapeut, Næstved, Studiestart: vinterstart; 33 ; 8 ; 210 ; 28 ;7,1;5,7
4920;48500;Diplomingeniør, bioteknologi, Kalundborg, Studiestart: sommerstart; 27 ; -   ; 59 ; 24 ;Alle optaget, ledige pladser;
4930;48505;Bachelor of Engineering in Biotechnology, Kalundborg, Study start: Summer start; 47 ; -   ; 160 ; 72 ;Alle optaget, ledige pladser;
4940;48520;Diplomingeniør, maskinteknologi, Kalundborg, Studiestart: sommerstart; 15 ; -   ; 30 ; 16 ;Alle optaget, ledige pladser;
4950;52660;Professionsbachelor, offentlig administration, Næstved, Studiestart: sommerstart; 41 ; -   ; 103 ; 39 ;Alle optaget, ledige pladser;
4960;53130;Professionsbachelor, pædagog, Roskilde, Studiestart: sommerstart; 164 ; 20 ; 728 ; 256 ;5,2;3,8
4970;53132;Professionsbachelor, pædagog, Roskilde, Studiestart: vinterstart; 103 ; -   ; 393 ; 56 ;Alle optaget, ledige pladser;
4980;53135;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: sommerstart; 47 ; 6 ; 215 ; 79 ;5,1;Alle optaget
4990;53137;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: vinterstart; 22 ; -   ; 110 ; 22 ;Alle optaget, ledige pladser;
5000;53140;Professionsbachelor, pædagog, Slagelse, Studiestart: sommerstart; 114 ; 20 ; 384 ; 185 ;5,6;3,7
5010;53142;Professionsbachelor, pædagog, Slagelse, Studiestart: vinterstart; 61 ; -   ; 208 ; 40 ;Alle optaget, ledige pladser;
5020;53160;Professionsbachelor, pædagog, Nykøbing F, Studiestart: sommerstart; 68 ; -   ; 136 ; 77 ;Alle optaget, ledige pladser;
5030;53162;Professionsbachelor, pædagog, Nykøbing F, Studiestart: vinterstart; 13 ; -   ; 69 ; 15 ;Alle optaget, ledige pladser;
5040;53165;Professionsbachelor, pædagog, Vordingborg, Studiestart: sommerstart; 86 ; 4 ; 168 ; 92 ;3,3;Alle optaget
5050;53167;Professionsbachelor, pædagog, Vordingborg, Studiestart: vinterstart; 21 ; -   ; 84 ; 24 ;Alle optaget, ledige pladser;
5060;55030;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: sommerstart; 86 ; 3 ; 737 ; 195 ;6,8;6,6
5070;55032;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: vinterstart; 87 ; 13 ; 542 ; 74 ;5,4;4,6
5080;55040;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: sommerstart; 45 ; 5 ; 391 ; 119 ;7,3;6,4
5090;55042;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: vinterstart; 45 ; 8 ; 244 ; 27 ;5,0;Alle optaget
5100;55050;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: sommerstart; 43 ; 6 ; 185 ; 67 ;6,0;4,5
5110;55052;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: vinterstart; 42 ; -   ; 103 ; 21 ;Alle optaget;
5120;55055;Professionsbachelor, socialrådgiver, Nykøbing F, E-læring, Studiestart: sommerstart; 47 ; 10 ; 209 ; 82 ;6,4;3,2
5130;56120;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: sommerstart; 86 ; 8 ; 740 ; 164 ;6,7;5,7
5140;56122;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: vinterstart; 87 ; 16 ; 605 ; 93 ;5,4;3,9
5150;56140;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: sommerstart; 79 ; 4 ; 297 ; 77 ;5,2;Alle optaget
5160;56142;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: vinterstart; 69 ; -   ; 280 ; 35 ;Alle optaget, ledige pladser;
5170;56145;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: sommerstart; 54 ; 10 ; 237 ; 95 ;4,6;2,3
5180;56147;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: vinterstart; 33 ; 2 ; 178 ; 35 ;3,7;Alle optaget, ledige pladser
5190;56150;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: sommerstart; 38 ; 6 ; 219 ; 58 ;6,2;5,2
5200;56152;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: vinterstart; 34 ; 4 ; 177 ; 24 ;5,3;Alle optaget, ledige pladser
5210;56160;Professionsbachelor, sygeplejerske, Næstved, Studiestart: sommerstart; 43 ; 4 ; 216 ; 58 ;6,1;4,9
5220;56162;Professionsbachelor, sygeplejerske, Næstved, Studiestart: vinterstart; 38 ; -   ; 176 ; 25 ;Alle optaget, ledige pladser;
5230;56180;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: sommerstart; 43 ; 1 ; 112 ; 46 ;4,5;Alle optaget
5240;56182;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: vinterstart; 11 ; -   ; 83 ; 9 ;Alle optaget, ledige pladser;
5250;89030;Sundhedsadministrativ koordinator, Næstved, Studiestart: sommerstart; 47 ; 5 ; 176 ; 99 ;6,4;5,8
5260;;Professionshøjskolen Absalon i alt; 2.721 ; 200 ; 12.098 ; 3.378 ;;
5270;;Professionshøjskolen UC Syddanmark;;;;;;
5280;40660;Professionsbachelor, bioanalytiker, Esbjerg Ø, Studiestart: sommerstart; 42 ; 8 ; 157 ; 45 ;6,0;Alle optaget, ledige pladser
5290;42080;Professionsbachelor, ergoterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart; 26 ; -   ; 77 ; 24 ;Alle optaget, ledige pladser;
5300;45160;Professionsbachelor, ernæring og sundhed, Haderslev, Studiestart: sommerstart; 49 ; -   ; 119 ; 46 ;Alle optaget, ledige pladser;
5310;46100;Professionsbachelor, folkeskolelærer, Haderslev, Studiestart: sommer- og vinterstart; 121 ; -   ; 234 ; 153 ;Alle optaget, ledige pladser;
5320;46102;Professionsbachelor, folkeskolelærer, Haderslev, E-læring, Studiestart: sommer- og vinterstart; 35 ; -   ; 110 ; 66 ;Alle optaget, ledige pladser;
5330;46110;Professionsbachelor, folkeskolelærer, Esbjerg Ø, Studiestart: sommer- og vinterstart; 78 ; -   ; 173 ; 92 ;Alle optaget, ledige pladser;
5340;47100;Professionsbachelor, fysioterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart; 107 ; 8 ; 311 ; 94 ;4,9;Alle optaget, ledige pladser
5350;47110;Professionsbachelor, fysioterapeut, Haderslev, Studiestart: sommerstart; 37 ; 10 ; 170 ; 48 ;6,8;5,0
5360;47560;Professionsbachelor, grafisk kommunikation, Haderslev, Studiestart: sommerstart; 42 ; 5 ; 133 ; 65 ;100 % kvote 2;
5370;50015;Professionsbachelor, jordemoder, Esbjerg Ø, Studiestart: sommer- og vinterstart; 64 ; 15 ; 514 ; 166 ;9,8;9,6
5380;51510;Professionsbachelor, medie- og sonokommunikation, Haderslev, Studiestart: sommerstart; 40 ; 4 ; 161 ; 134 ;100 % kvote 2;
5390;52627;Professionsbachelor, offentlig administration, Haderslev, Studiestart: sommerstart; 12 ; -   ; 36 ; 11 ;Alle optaget, ledige pladser;
5400;52630;Professionsbachelor, offentlig administration, Esbjerg Ø, Studiestart: sommerstart; 19 ; -   ; 43 ; 19 ;Alle optaget, ledige pladser;
5410;53190;Professionsbachelor, pædagog, Kolding, Studiestart: sommer- og vinterstart; 178 ; 5 ; 395 ; 179 ;3,5;Alle optaget, ledige pladser
5420;53200;Professionsbachelor, pædagog, Aabenraa, E-læring, Studiestart: sommer- og vinterstart; 39 ; 12 ; 152 ; 77 ;6,0;Alle optaget, ledige pladser
5430;53210;Professionsbachelor, pædagog, Aabenraa, Studiestart: sommer- og vinterstart; 159 ; -   ; 263 ; 170 ;Alle optaget, ledige pladser;
5440;53220;Professionsbachelor, pædagog, Esbjerg Ø, Studiestart: sommer- og vinterstart; 167 ; -   ; 294 ; 169 ;Alle optaget, ledige pladser;
5450;54790;Professionsbachelor, skat, Haderslev, Studiestart: sommerstart; 12 ; -   ; 35 ; 13 ;Alle optaget, ledige pladser;
5460;55210;Professionsbachelor, socialrådgiver, Esbjerg Ø, Studiestart: sommer- og vinterstart; 97 ; -   ; 227 ; 95 ;Alle optaget, ledige pladser;
5470;55220;Professionsbachelor, socialrådgiver, Aabenraa, Studiestart: sommer- og vinterstart; 88 ; -   ; 173 ; 93 ;Alle optaget, ledige pladser;
5480;56230;Professionsbachelor, sygeplejerske, Aabenraa, Studiestart: sommer- og vinterstart; 85 ; -   ; 192 ; 80 ;Alle optaget, ledige pladser;
5490;56237;Professionsbachelor, sygeplejerske, Aabenraa, E-læring, Studiestart: vinterstart; 35 ; -   ; 95 ; 32 ;2,3;Alle optaget, ledige pladser
5500;56260;Professionsbachelor, sygeplejerske, Esbjerg Ø, Studiestart: sommer- og vinterstart; 141 ; -   ; 298 ; 129 ;Alle optaget, ledige pladser;
5510;78270;Laborant, Esbjerg Ø, Studiestart: sommer- og vinterstart; 26 ; -   ; 75 ; 24 ;Alle optaget, ledige pladser;
5520;89050;Sundhedsadministrativ koordinator, Esbjerg Ø, Studiestart: sommerstart; 35 ; 5 ; 101 ; 67 ;5,8;4,2
5530;;Professionshøjskolen UC Syddanmark i alt; 1.734 ; 72 ; 4.538 ; 2.091 ;;
5540;;UCL Erhvervsakademi og Professionshøjskole;;;;;;
5550;40650;Professionsbachelor, bioanalytiker, Odense M, Studiestart: sommer- og vinterstart; 53 ; 10 ; 300 ; 84 ;7,7;6,2
5560;41110;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Odense C, Studiestart: sommerstart; 154 ; -   ; 284 ; 141 ;Alle optaget, ledige pladser;
5570;41120;Bachelor of Architectural Technology and Construction Management, Odense C, Study start: Summer start; 50 ; -   ; 192 ; 38 ;3,6;Alle optaget
5580;42060;Professionsbachelor, ergoterapeut, Odense M, Studiestart: sommer- og vinterstart; 85 ; 10 ; 253 ; 89 ;6,1;3,5
5590;45830;Professionsbachelor, finans, Odense C, Studiestart: sommerstart; 140 ; 3 ; 358 ; 134 ;4,5;Alle optaget, ledige pladser
5600;46080;Professionsbachelor, folkeskolelærer, Odense M, Studiestart: sommer- og vinterstart; 239 ; -   ; 531 ; 249 ;Alle optaget, ledige pladser;
5610;46120;Professionsbachelor, folkeskolelærer, Jelling, Studiestart: sommer- og vinterstart; 77 ; -   ; 184 ; 93 ;Alle optaget, ledige pladser;
5620;46122;Professionsbachelor, folkeskolelærer, Jelling, E-læring, Studiestart: sommerstart; 16 ; -   ; 69 ; 25 ;Alle optaget, ledige pladser;
5630;47080;Professionsbachelor, fysioterapeut, Odense M, Studiestart: sommer- og vinterstart; 144 ; 13 ; 557 ; 199 ;7,5;6,9
5640;52620;Professionsbachelor, offentlig administration, Odense C, Studiestart: sommer- og vinterstart; 61 ; -   ; 143 ; 59 ;Alle optaget, ledige pladser;
5650;53170;Professionsbachelor, pædagog, Odense M, Studiestart: sommer- og vinterstart; 368 ; 30 ; 803 ; 508 ;5,7;3,5
5660;53185;Professionsbachelor, pædagog, Svendborg, Studiestart: vinterstart; 71 ; 2 ; 240 ; 54 ;2,9;Alle optaget
5670;53230;Professionsbachelor, pædagog, Jelling, Studiestart: sommer- og vinterstart; 107 ; -   ; 242 ; 112 ;Alle optaget, ledige pladser;
5680;54040;Professionsbachelor, radiograf, Odense M, Studiestart: sommer- og vinterstart; 77 ; 10 ; 352 ; 109 ;6,6;5,4
5690;55110;Professionsbachelor, socialrådgiver, Odense M, Studiestart: sommer- og vinterstart; 225 ; 25 ; 569 ; 227 ;5,3;Alle optaget
5700;55120;Professionsbachelor, socialrådgiver, Odense M, E-læring, Studiestart: sommer- og vinterstart; 105 ; 7 ; 292 ; 104 ;3,8;Alle optaget
5710;55140;Professionsbachelor, socialrådgiver, Vejle, Studiestart: sommer- og vinterstart; 87 ; 15 ; 349 ; 136 ;6,4;3,8
5720;56200;Professionsbachelor, sygeplejerske, Odense M, Studiestart: sommer- og vinterstart; 285 ; 20 ; 828 ; 325 ;6,8;5,1
5730;56220;Professionsbachelor, sygeplejerske, Svendborg, Studiestart: sommer- og vinterstart; 87 ; 10 ; 354 ; 83 ;4,8;3,9
5740;56280;Professionsbachelor, sygeplejerske, Vejle, Studiestart: sommer- og vinterstart; 234 ; 4 ; 620 ; 211 ;2,7;Alle optaget, ledige pladser
5750;58030;Professionsbachelor, økonomi og It, Odense C, Studiestart: sommerstart; 33 ; -   ; 97 ; 23 ;Alle optaget, ledige pladser;
5760;70330;Automationsteknolog, Odense C, Studiestart: sommerstart; 25 ; -   ; 58 ; 25 ;Alle optaget, ledige pladser;
5770;70340;Automationsteknolog, Fredericia, Studiestart: sommerstart; 12 ; -   ; 29 ; 16 ;Alle optaget, ledige pladser;
5780;70430;Autoteknolog, Odense C, Studiestart: sommerstart; 10 ; -   ; 28 ; 13 ;Alle optaget, ledige pladser;
5790;71410;Datamatiker, Odense C, Studiestart: sommerstart; 100 ; 2 ; 217 ; 90 ;2,9;Alle optaget, ledige pladser
5800;71560;Datamatiker, Vejle, Studiestart: sommerstart; 37 ; -   ; 107 ; 31 ;Alle optaget, ledige pladser;
5810;72110;Byggekoordinator, Odense C, Studiestart: sommerstart; 19 ; -   ; 57 ; 23 ;Alle optaget, ledige pladser;
5820;73330;Energiteknolog, Odense C, Studiestart: sommerstart; 11 ; -   ; 29 ; 13 ;Alle optaget, ledige pladser;
5830;74060;Finansøkonom, Odense C, Studiestart: sommerstart; 195 ; 6 ; 536 ; 190 ;4,3;Alle optaget, ledige pladser
5840;74430;Financial controller, Odense C, Studiestart: sommerstart; 28 ; -   ; 81 ; 31 ;Alle optaget, ledige pladser;
5850;74625;Handelsøkonom, Odense C, Studiestart: sommerstart; 42 ; 3 ; 163 ; 55 ;5,3;Alle optaget, ledige pladser
5860;74630;Handelsøkonom, Vejle, Studiestart: sommerstart; 30 ; -   ; 84 ; 24 ;Alle optaget, ledige pladser;
5870;75210;Installatør, stærkstrøm, Odense C, Studiestart: sommerstart; 2 ; -   ; 12 ; 9 ;Alle optaget, ledige pladser;
5880;75215;Installatør, VVS, Odense C, Studiestart: sommerstart; 2 ; -   ; 7 ; 4 ;Alle optaget, ledige pladser;
5890;75260;Installatør, stærkstrøm, Vejle, Studiestart: sommerstart; 8 ; -   ; 13 ; 12 ;Alle optaget, ledige pladser;
5900;76065;AP Graduate in IT Technology, Odense C, Study start: Summer start; 44 ; -   ; 190 ; 58 ;5,5;
5910;76200;It-teknolog, Odense C, Studiestart: sommerstart; 42 ; 3 ; 144 ; 51 ;5,2;Alle optaget, ledige pladser
5920;77060;Jordbrugsteknolog, Odense C, Studiestart: sommerstart; 29 ; -   ; 59 ; 30 ;Alle optaget, ledige pladser;
5930;78210;Laborant, Odense C, Studiestart: sommerstart; 34 ; 4 ; 153 ; 49 ;4,9;3,4
5940;79210;Markedsføringsøkonom, Odense C, Studiestart: sommerstart; 115 ; -   ; 260 ; 109 ;Alle optaget, ledige pladser;
5950;79215;AP Graduate in Marketing Management, Odense C, Study start: Summer start; 42 ; -   ; 333 ; 85 ;7,4;
5960;81310;Multimediedesigner, Odense C, Studiestart: sommerstart; 99 ; -   ; 209 ; 91 ;Alle optaget, ledige pladser;
5970;83110;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Odense C, Studiestart: sommerstart; 22 ; -   ; 44 ; 20 ;Alle optaget, ledige pladser;
5980;83160;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Vejle, Studiestart: sommerstart; 32 ; -   ; 57 ; 34 ;Alle optaget, ledige pladser;
