;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
;;;optagne;standby;total;1. prioritet;kvote 1 kvotient;standby
10;;Københavns Universitet;;;;;;
2130;17900;Teknisk videnskab (civilingeniør) Bygningsteknik, Odense M, Studiestart: sommerstart; 23 ;; 79 ; 20 ;Alle optaget;
2140;18005;Biblioteksvidenskab, it og kommunikation, Kolding, Studiestart: sommerstart; 22 ;; 51 ; 23 ;Alle optaget;
2150;18020;Informationsvidenskab, it og interaktionsdesign, Kolding, Studiestart: sommerstart; 15 ;; 39 ; 12 ;Alle optaget;
2160;18030;Designkultur og økonomi, Kolding, Studiestart: sommerstart; 35 ;; 101 ; 29 ;Alle optaget;
2170;18035;Designkultur, Kolding, Studiestart: sommerstart; 31 ;; 100 ; 28 ;Alle optaget;
2180;18140;International virksomhedskommunikation i engelsk, Kolding, Studiestart: sommerstart; 18 ;; 43 ; 17 ;Alle optaget;
2190;18210;Erhvervsøkonomi, HA, Kolding, Studiestart: sommerstart; 65 ;; 216 ; 74 ;Alle optaget;
2200;19010;Bachelor of Science (BSc) in Engineering (Engineering, Innovation and Business), Sønderborg, Study start: Summer start; 35 ;; 192 ; 60 ;Alle optaget;
2210;19020;Bachelor of Science (BSc) in Engineering (Mechatronics), Sønderborg, Study start: Summer start; 21 ;; 139 ; 39 ;Alle optaget;
2220;19025;Bachelor of Science (BSc) in Engineering (Mechanical Engineering), Sønderborg, Study start: Summer start; 13 ;; 100 ; 20 ;Alle optaget;
2230;19030;Bachelor of Science (BSc) in Engineering (Electronics), Sønderborg, Study start: Summer start; 9 ;; 115 ; 16 ;Alle optaget;
2240;19112;Bachelor of Engineering in Electronics, Sønderborg, Study start: Summer start; 23 ;; 185 ; 53 ;Alle optaget;
2250;19114;Bachelor of Engineering in Mechanical Engineering, Sønderborg, Study start: Summer start; 32 ;; 195 ; 61 ;Alle optaget;
2260;19120;Bachelor of Engineering in Mechatronics, Sønderborg, Study start: Summer start; 79 ; 1 ; 262 ; 123 ;6,3;Alle optaget
2270;19215;Economics and Business Administration, Sønderborg, Study start: Summer start; 86 ;; 451 ; 114 ;Alle optaget;
2280;19220;International erhvervsøkonomi med fremmedsprog, Sønderborg, Studiestart: sommerstart; 16 ;; 34 ; 18 ;Alle optaget;
2290;19225;European Studies, Sønderborg, Study start: Summer start; 59 ;; 251 ; 84 ;Alle optaget;
2300;20210;Erhvervsøkonomi, HA, Esbjerg Ø, Studiestart: sommerstart; 37 ;; 111 ; 40 ;Alle optaget;
2310;20220;Sociologi og kulturanalyse, Esbjerg Ø, Studiestart: sommerstart; 23 ;; 80 ; 23 ;Alle optaget;
2320;20500;International virksomhedskommunikation i engelsk, Slagelse, Studiestart: sommerstart; 53 ;; 115 ; 45 ;Alle optaget;
2330;20525;Professionsbachelor, fremmedsprog og digital markedskommunikation, Slagelse, Studiestart: sommerstart; 40 ;; 88 ; 34 ;Alle optaget;
2340;20530;Erhvervsøkonomi, HA, Slagelse, Studiestart: sommerstart; 122 ;; 396 ; 89 ;Alle optaget;
2350;;Syddansk Universitet i alt; 4.248 ; 137 ; 19.059 ; 5.246 ;;
2360;;Aarhus Universitet;;;;;;
2370;22010;Medicin, Aarhus C, Studiestart: sommer- og vinterstart; 580 ; 50 ; 3.105 ; 1.093 ;10,2;10,0
2380;22015;Odontologi, Aarhus C, Studiestart: sommerstart; 88 ; 7 ; 967 ; 355 ;10,2;10,1
2390;22020;Professionsbachelor, tandplejer, Aarhus C, Studiestart: sommerstart; 81 ; 13 ; 459 ; 162 ;8,6;8,3
2400;22025;Folkesundhedsvidenskab, Aarhus C, Studiestart: sommerstart; 55 ; 10 ; 190 ; 62 ;8,7;7,4
2410;22105;Molekylær medicin, Aarhus C, Studiestart: sommerstart; 60 ; 6 ; 369 ; 81 ;9,6;9,3
2420;22110;Biologi, Aarhus C, Studiestart: sommerstart; 105 ; 10 ; 358 ; 128 ;7,0;Alle optaget
2430;22115;Datalogi, Aarhus C, Studiestart: sommerstart; 180 ;; 358 ; 190 ;Alle optaget, ledige pladser;
2440;22117;Datavidenskab, Aarhus C, Studiestart: sommerstart; 27 ;; 109 ; 30 ;Alle optaget, ledige pladser;
2450;22120;Fysik, Aarhus C, Studiestart: sommerstart; 86 ;; 182 ; 90 ;Alle optaget, ledige pladser;
2460;22125;Geoscience, Aarhus C, Studiestart: sommerstart; 33 ; 2 ; 85 ; 46 ;7,9;Alle optaget
2470;22130;Idrætsvidenskab, Aarhus C, Studiestart: sommerstart; 74 ; 10 ; 263 ; 126 ;6,9;6,4
2480;22131;Teknisk videnskab (civilingeniør) Bioteknologi, Aarhus C, Studiestart: sommerstart; 49 ; 1 ; 139 ; 46 ;6,1;Alle optaget
2490;22132;Teknisk videnskab (civilingeniør) Kemiteknologi, Aarhus C, Studiestart: sommerstart; 27 ;; 73 ; 26 ;Alle optaget;
2500;22134;Teknisk videnskab (civilingeniør) Elektroteknologi, Aarhus C, Studiestart: sommerstart; 24 ;; 78 ; 26 ;Alle optaget;
2510;22135;Kemi, Aarhus C, Studiestart: sommerstart; 22 ;; 99 ; 25 ;Alle optaget, ledige pladser;
2520;22136;Teknisk videnskab (civilingeniør) Computerteknologi, Aarhus C, Studiestart: sommerstart; 43 ;; 132 ; 46 ;Alle optaget;
2530;22137;Teknisk videnskab (civilingeniør) Byggeri, Aarhus C, Studiestart: sommerstart; 51 ;; 152 ; 52 ;Alle optaget;
2540;22138;Teknisk videnskab (civilingeniør) Mekanik, Aarhus C, Studiestart: sommerstart; 60 ;; 141 ; 60 ;7,0;Alle optaget
2550;22140;Matematik, Aarhus C, Studiestart: sommerstart; 73 ;; 194 ; 82 ;6,1;Alle optaget
2560;22145;Matematik-økonomi, Aarhus C, Studiestart: sommerstart; 63 ;; 196 ; 54 ;7,3;Alle optaget
2570;22150;Medicinalkemi, Aarhus C, Studiestart: sommerstart; 30 ; 3 ; 179 ; 28 ;7,9;Alle optaget
2580;22155;Molekylærbiologi, Aarhus C, Studiestart: sommerstart; 70 ; 7 ; 264 ; 50 ;7,6;7,2
2590;22160;Nanoscience, Aarhus C, Studiestart: sommerstart; 17 ;; 65 ; 15 ;Alle optaget, ledige pladser;
2600;22170;It-produktudvikling, Aarhus C, Studiestart: sommerstart; 37 ;; 100 ; 41 ;Alle optaget, ledige pladser;
2610;22175;Agrobiologi, Aarhus C, Studiestart: sommerstart; 24 ;; 79 ; 23 ;Alle optaget, ledige pladser;
2620;22205;Arabisk- og islamstudier, Aarhus C, Studiestart: sommerstart; 11 ;; 41 ; 10 ;Alle optaget, ledige pladser;
2630;22210;Brasilianske studier, Aarhus C, Studiestart: sommerstart; 3 ;; 20 ; 4 ;Alle optaget, ledige pladser;
2640;22215;Dramaturgi, Aarhus C, Studiestart: sommerstart; 50 ; 5 ; 111 ; 52 ;6,2;Alle optaget
2650;22220;Engelsk, Aarhus C, Studiestart: sommerstart; 105 ;; 304 ; 87 ;Alle optaget;
2660;22225;Antropologi, Aarhus C, Studiestart: sommerstart; 101 ; 10 ; 675 ; 201 ;9,7;9,3
2670;22230;Filosofi, Aarhus C, Studiestart: sommerstart; 64 ; 1 ; 236 ; 45 ;6,0;Alle optaget
2680;22245;Fransk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 16 ;; 42 ; 13 ;Alle optaget, ledige pladser;
2690;22255;Historie, Aarhus C, Studiestart: sommerstart; 108 ; 10 ; 428 ; 147 ;7,7;6,8
2700;22260;Idéhistorie, Aarhus C, Studiestart: sommerstart; 46 ; 2 ; 169 ; 35 ;6,2;Alle optaget
2710;22265;Indien- og sydasienstudier, Aarhus C, Studiestart: sommerstart; 6 ;; 16 ; 5 ;Alle optaget, ledige pladser;
2720;22270;Informationsvidenskab, Aarhus C, Studiestart: sommerstart; 117 ; 7 ; 316 ; 108 ;6,8;Alle optaget
2730;22280;Japanstudier, Aarhus C, Studiestart: sommerstart; 40 ; 5 ; 124 ; 64 ;6,6;6,3
2740;22285;Kinastudier, Aarhus C, Studiestart: sommerstart; 25 ;; 56 ; 25 ;Alle optaget, ledige pladser;
2750;22288;Arkæologi, Aarhus C, Studiestart: sommerstart; 50 ; 3 ; 197 ; 70 ;6,6;6,1
2760;22290;Klassisk arkæologi, Aarhus C, Studiestart: sommerstart; 22 ; 4 ; 79 ; 21 ;6,1;6
2770;22295;Klassisk filologi, Aarhus C, Studiestart: sommerstart; 14 ;; 46 ; 15 ;Alle optaget, ledige pladser;
2780;22300;Kunsthistorie, Aarhus C, Studiestart: sommerstart; 54 ; 8 ; 208 ; 48 ;6,9;6,5
2790;22310;Lingvistik, Aarhus C, Studiestart: sommerstart; 44 ;; 126 ; 38 ;7,0;Alle optaget
2800;22315;Litteraturhistorie, Aarhus C, Studiestart: sommerstart; 51 ; 5 ; 200 ; 70 ;8,6;7,5
2810;22320;Medievidenskab, Aarhus C, Studiestart: sommerstart; 120 ; 13 ; 536 ; 177 ;9,0;8,6
2820;22330;Musikvidenskab, Aarhus C, Studiestart: sommerstart; 36 ;; 83 ; 53 ;Alle optaget, ledige pladser;
2830;22335;Nordisk sprog og litteratur (dansk), Aarhus C, Studiestart: sommerstart; 99 ; 1 ; 261 ; 76 ;6,0;Alle optaget
2840;22340;Religionsvidenskab, Aarhus C, Studiestart: sommerstart; 49 ;; 143 ; 30 ;Alle optaget;
2850;22350;Ruslandstudier, Aarhus C, Studiestart: sommerstart; 18 ;; 42 ; 14 ;Alle optaget, ledige pladser;
2860;22355;Spansk og spanskamerikansk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 33 ;; 75 ; 34 ;Alle optaget, ledige pladser;
2870;22365;Tysk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart; 22 ;; 65 ; 19 ;Alle optaget, ledige pladser;
2880;22375;Æstetik og kultur, Aarhus C, Studiestart: sommerstart; 49 ; 9 ; 222 ; 72 ;8,6;7,4
2890;22380;Digital design - it, æstetik og interaktion, Aarhus C, Studiestart: sommerstart; 54 ; 5 ; 264 ; 73 ;7,3;6,9
2900;22390;Teologi, Aarhus C, Studiestart: sommerstart; 63 ;; 137 ; 67 ;Alle optaget, ledige pladser;
2910;22410;Erhvervsøkonomi med tilvalg, Aarhus C, Studiestart: sommerstart; 80 ; 5 ; 386 ; 75 ;7,3;6,6
2920;22415;Jura, Aarhus C, Studiestart: sommerstart; 460 ; 40 ; 1.807 ; 714 ;8,7;8,2
2930;22419;Cognitive Science, Aarhus C, Study start: Summer start; 81 ; 9 ; 739 ; 375 ;10,6;10,3
2940;22420;Psykologi, Aarhus C, Studiestart: sommerstart; 240 ; 40 ; 2.339 ; 943 ;10,5;10,3
2950;22422;Samfundsfag, Aarhus C, Studiestart: sommerstart; 37 ; 10 ; 306 ; 39 ;8,2;7,2
2960;22425;Statskundskab, Aarhus C, Studiestart: sommerstart; 280 ; 35 ; 898 ; 338 ;9,2;8,5
2970;22430;Økonomi, Aarhus C, Studiestart: sommerstart; 137 ;; 304 ; 122 ;Alle optaget, ledige pladser;
2980;22450;Politik og økonomi , Aarhus C, Studiestart: sommerstart; 50 ; 6 ; 185 ; 60 ;8,7;Alle optaget
2990;22510;Uddannelsesvidenskab, Aarhus C, Studiestart: sommerstart; 130 ; 15 ; 323 ; 107 ;7,6;6,5
3000;22520;Uddannelsesvidenskab, København NV, Studiestart: sommerstart; 58 ;; 161 ; 46 ;Alle optaget, ledige pladser;
3010;22610;Erhvervsøkonomi, HA, Aarhus C, Studiestart: sommerstart; 550 ; 40 ; 1.358 ; 630 ;7,0;6,0
3020;22615;Economics and Business Administration, Aarhus C, Study start: Summer start; 240 ; 10 ; 1.198 ; 490 ;8,2;7,7
3030;22650;Erhvervsøkonomi-erhvervsret, HA (jur.), Aarhus C, Studiestart: sommerstart; 140 ; 13 ; 569 ; 123 ;7,4;6,5
3040;22712;International virksomhedskommunikation i engelsk, Aarhus C, Studiestart: sommerstart; 120 ; 10 ; 373 ; 120 ;6,6;Alle optaget
3050;22722;International virksomhedskommunikation i fransk, Aarhus C, Studiestart: sommerstart; 12 ;; 31 ; 6 ;Alle optaget, ledige pladser;
3060;22732;International virksomhedskommunikation i spansk, Aarhus C, Studiestart: sommerstart; 18 ;; 60 ; 15 ;Alle optaget, ledige pladser;
3070;22742;International virksomhedskommunikation i tysk, Aarhus C, Studiestart: sommerstart; 33 ;; 73 ; 31 ;Alle optaget, ledige pladser;
3080;22810;Diplomingeniør, bioteknologi, Aarhus N, Studiestart: sommerstart; 42 ; 1 ; 153 ; 37 ;6,8;Alle optaget
3090;22820;Diplomingeniør, bygning , Aarhus N, Studiestart: sommerstart; 120 ;; 285 ; 117 ;4,0;Alle optaget
3100;22825;Diplomingeniør, bygning , Aarhus N, Studiestart: vinterstart; 29 ;; 114 ; 36 ;Alle optaget, ledige pladser;
3110;22830;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: sommerstart; 85 ; 1 ; 216 ; 80 ;7,3;Alle optaget
3120;22835;Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: vinterstart; 23 ;; 108 ; 22 ;Alle optaget, ledige pladser;
3130;22840;Diplomingeniør, elektronik, Aarhus N, Studiestart: sommerstart; 34 ;; 123 ; 34 ;Alle optaget, ledige pladser;
3140;22845;Diplomingeniør, elektronik, Aarhus N, Studiestart: vinterstart; 12 ;; 39 ; 18 ;Alle optaget, ledige pladser;
3150;22850;Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: sommerstart; 125 ;; 268 ; 126 ;Alle optaget;
3160;22855;Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: vinterstart; 33 ;; 100 ; 35 ;Alle optaget, ledige pladser;
3170;22860;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: sommerstart; 116 ;; 233 ; 115 ;Alle optaget, ledige pladser;
3180;22865;Diplomingeniør, maskinteknik, Aarhus N, Studiestart: vinterstart; 18 ;; 71 ; 28 ;Alle optaget, ledige pladser;
3190;22870;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: sommerstart; 33 ;; 106 ; 35 ;Alle optaget, ledige pladser;
3200;22875;Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: vinterstart; 10 ;; 31 ; 11 ;Alle optaget, ledige pladser;
3210;22880;Diplomingeniør, sundhedsteknologi, Aarhus N, Studiestart: sommerstart; 59 ;; 128 ; 46 ;Alle optaget, ledige pladser;
3220;22890;Diplomingeniør, kemi (kemiteknik), Aarhus N, Studiestart: sommerstart; 43 ;; 120 ; 40 ;3,7;Alle optaget
3230;22900;Diplomingeniør, kemi og fødevareteknologi, Aarhus N, Studiestart: sommerstart; 16 ;; 66 ; 15 ;Alle optaget, ledige pladser;
3240;22930;Erhvervsøkonomi, HA, Herning, Studiestart: sommerstart; 49 ;; 179 ; 44 ;Alle optaget, ledige pladser;
3250;22935;Economics and Business Administration, Herning, Study start: Summer start; 90 ; 1 ; 454 ; 71 ;2,7;Alle optaget
3260;22955;Diplomingeniør, elektronik, Herning, Studiestart: sommerstart; 20 ;; 41 ; 22 ;Alle optaget, ledige pladser;
3270;22957;Diplomingeniør, forretningsudvikling (Business Development), BDE, Herning, Studiestart: sommerstart; 25 ;; 58 ; 27 ;Alle optaget, ledige pladser;
3280;22960;Diplomingeniør, maskinteknik, Herning, Studiestart: sommerstart; 7 ;; 24 ; 9 ;Alle optaget, ledige pladser;
3290;22964;Diplomingeniør, global ledelse og design af produktionsnetværk, GMM, Herning, Studiestart: sommerstart; 17 ;; 39 ; 18 ;Alle optaget, ledige pladser;
3300;22970;Diplomingeniør, elektrisk energiteknologi, Herning, Studiestart: sommerstart; 12 ;; 21 ; 14 ;Alle optaget, ledige pladser;
3310;;Aarhus Universitet i alt; 7.113 ; 443 ; 27.645 ; 9.844 ;;
3320;;Aalborg Universitet;;;;;;
3330;25015;Teknisk videnskab (civilingeniør) Arkitektur og design, Aalborg Øst, Studiestart: sommerstart; 138 ;; 248 ; 119 ;Alle optaget;
3340;25017;Teknisk videnskab (civilingeniør) Bioteknologi, Aalborg Øst, Studiestart: sommerstart; 32 ;; 81 ; 31 ;Alle optaget, ledige pladser;
3350;25020;Teknisk videnskab (civilingeniør) Byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart; 36 ;; 89 ; 37 ;Alle optaget, ledige pladser;
3360;25023;Teknisk videnskab (civilingeniør) Ingeniørvidenskab, Aalborg Øst, Studiestart: sommerstart; 13 ;; 34 ; 14 ;Alle optaget, ledige pladser;
3370;25025;Teknisk videnskab (civilingeniør) Computerteknologi, Aalborg Øst, Studiestart: sommerstart; 33 ;; 103 ; 35 ;Alle optaget, ledige pladser;
3380;25030;Teknisk videnskab (civilingeniør) Elektronik og systemdesign, Aalborg Øst, Studiestart: sommerstart; 18 ;; 51 ; 19 ;Alle optaget, ledige pladser;
3390;25035;Teknisk videnskab (civilingeniør) Globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart; 27 ;; 59 ; 27 ;Alle optaget, ledige pladser;
3400;25040;Teknisk videnskab (civilingeniør) Mekanik og produktion, Aalborg Øst, Studiestart: sommerstart; 39 ;; 83 ; 39 ;Alle optaget, ledige pladser;
3410;25042;Teknisk videnskab (civilingeniør) Miljøvidenskab, Aalborg Øst, Studiestart: sommerstart; 18 ;; 44 ; 17 ;Alle optaget, ledige pladser;
3420;25047;Teknisk videnskab (civilingeniør) Kemiteknologi, Aalborg Øst, Studiestart: sommerstart; 19 ;; 47 ; 20 ;Alle optaget, ledige pladser;
3430;25050;Teknisk videnskab (civilingeniør) Nanoteknologi, Aalborg Øst, Studiestart: sommerstart; 13 ;; 40 ; 14 ;Alle optaget, ledige pladser;
3440;25055;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, Aalborg Øst, Studiestart: sommerstart; 27 ;; 64 ; 26 ;Alle optaget, ledige pladser;
3450;25057;Teknisk videnskab (civilingeniør) Robotteknologi, Aalborg Øst, Studiestart: sommerstart; 51 ;; 109 ; 56 ;Alle optaget, ledige pladser;
3460;25060;Teknisk videnskab (civilingeniør) Software, Aalborg Øst, Studiestart: sommerstart; 145 ;; 264 ; 138 ;Alle optaget, ledige pladser;
3470;25062;Teknisk videnskab (civilingeniør) Software, København SV, Studiestart: sommerstart; 58 ; 3 ; 261 ; 71 ;6,9;6,3
3480;25065;Teknisk videnskab (civilingeniør) Sundhedsteknologi, Aalborg Øst, Studiestart: sommerstart; 40 ;; 105 ; 40 ;Alle optaget, ledige pladser;
3490;25070;Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, København SV, Studiestart: sommerstart; 31 ;; 97 ; 27 ;Alle optaget, ledige pladser;
3500;25071;Teknoantropologi, København SV, Studiestart: sommerstart; 43 ;; 124 ; 32 ;Alle optaget, ledige pladser;
3510;25073;Teknisk videnskab (civilingeniør) Cyber- og computerteknologi, København SV, Studiestart: sommerstart; 31 ;; 126 ; 31 ;Alle optaget, ledige pladser;
3520;25074;Teknisk videnskab (civilingeniør) Bæredygtige byggeprocesser, København SV, Studiestart: sommerstart; 19 ;; 71 ; 15 ;Alle optaget, ledige pladser;
3530;25075;Teknisk videnskab (civilingeniør) Energi, Aalborg Øst, Studiestart: sommerstart; 33 ;; 78 ; 32 ;Alle optaget, ledige pladser;
3540;25078;Teknisk videnskab (civilingeniør) Bæredygtigt design, København SV, Studiestart: sommerstart; 43 ;; 107 ; 38 ;4,5;Alle optaget
3550;25085;Landinspektørvidenskab, København SV, Studiestart: sommerstart; 20 ;; 42 ; 19 ;Alle optaget, ledige pladser;
3560;25090;Landinspektørvidenskab, Aalborg Øst, Studiestart: sommerstart; 16 ;; 45 ; 19 ;Alle optaget, ledige pladser;
3570;25100;Teknoantropologi, Aalborg Øst, Studiestart: sommerstart; 13 ;; 50 ; 9 ;Alle optaget, ledige pladser;
3580;25220;Diplomingeniør, globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart; 19 ;; 62 ; 20 ;Alle optaget, ledige pladser;
3590;25230;Diplomingeniør, kemi- og bioteknologi, Aalborg Øst, Studiestart: sommerstart; 25 ;; 68 ; 26 ;Alle optaget, ledige pladser;
3600;25240;Diplomingeniør, byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart; 43 ;; 112 ; 51 ;Alle optaget, ledige pladser;
3610;25250;Diplomingeniør, bæredygtig energiteknik, Aalborg Øst, Studiestart: sommerstart; 22 ;; 53 ; 23 ;Alle optaget, ledige pladser;
3620;25260;Diplomingeniør, elektronik, Aalborg Øst, Studiestart: sommerstart; 15 ;; 38 ; 18 ;Alle optaget, ledige pladser;
3630;25270;Diplomingeniør, maskinteknik, Aalborg Øst, Studiestart: sommerstart; 36 ;; 84 ; 38 ;Alle optaget, ledige pladser;
3640;25305;Biologi, Aalborg Øst, Studiestart: sommerstart; 49 ; 4 ; 157 ; 54 ;7,4;Alle optaget
3650;25306;Datalogi, Aalborg Øst, Studiestart: sommerstart; 63 ;; 194 ; 62 ;Alle optaget, ledige pladser;
3660;25307;Fysik, Aalborg Øst, Studiestart: sommerstart; 14 ;; 52 ; 17 ;Alle optaget, ledige pladser;
3670;25308;Datavidenskab og machine learning, Aalborg Øst, Studiestart: sommerstart; 15 ;; 54 ; 17 ;Alle optaget, ledige pladser;
3680;25311;Geografi, Aalborg Øst, Studiestart: sommerstart; 11 ;; 35 ; 11 ;Alle optaget, ledige pladser;
3690;25313;Kemi, Aalborg Øst, Studiestart: sommerstart; 10 ;; 49 ; 9 ;Alle optaget, ledige pladser;
3700;25314;Matematik, Aalborg Øst, Studiestart: sommerstart; 24 ;; 84 ; 25 ;Alle optaget, ledige pladser;
3710;25318;Teknisk videnskab (civilingeniør) Matematik-teknologi, Aalborg Øst, Studiestart: sommerstart; 14 ;; 33 ; 14 ;Alle optaget, ledige pladser;
3720;25319;Matematik-økonomi, Aalborg Øst, Studiestart: sommerstart; 32 ;; 90 ; 34 ;Alle optaget, ledige pladser;
3730;25320;Medicin, Aalborg Øst, Studiestart: sommerstart; 187 ; 15 ; 2.098 ; 579 ;10,0;9,9
3740;25321;Medialogi, Aalborg Øst, Studiestart: sommerstart; 30 ;; 70 ; 36 ;Alle optaget, ledige pladser;
3750;25322;Medialogi, København SV, Studiestart: sommerstart; 62 ;; 167 ; 58 ;Alle optaget, ledige pladser;
3760;25325;Idræt, Aalborg Øst, Studiestart: sommerstart; 42 ;; 119 ; 45 ;Alle optaget, ledige pladser;
3770;25330;Medicin med industriel specialisering, Aalborg Øst, Studiestart: sommerstart; 122 ; 8 ; 299 ; 65 ;8,3;7,2
3780;25340;Informationsteknologi, Aalborg Øst, Studiestart: sommerstart; 32 ;; 92 ; 29 ;Alle optaget, ledige pladser;
3790;25350;Interaktionsdesign, Aalborg Øst, Studiestart: sommerstart; 24 ;; 86 ; 21 ;Alle optaget, ledige pladser;
3800;25405;Anvendt filosofi, Aalborg Øst, Studiestart: sommerstart; 24 ;; 91 ; 22 ;Alle optaget, ledige pladser;
3810;25410;Dansk, Aalborg Øst, Studiestart: sommerstart; 32 ;; 94 ; 30 ;Alle optaget, ledige pladser;
3820;25420;Kommunikation og digitale medier, Aalborg Øst, Studiestart: sommerstart; 118 ; 8 ; 332 ; 125 ;6,2;3,0
3830;25425;Musik, Aalborg Øst, Studiestart: sommerstart; 15 ;; 34 ; 18 ;Alle optaget, ledige pladser;
3840;25430;Musikterapi, Aalborg Øst, Studiestart: sommerstart; 14 ;; 34 ; 16 ;Alle optaget, ledige pladser;
3850;25435;Psykologi, Aalborg Øst, Studiestart: sommerstart; 179 ; 9 ; 1.424 ; 441 ;10,1;10,0
3860;25440;Kommunikation og digitale medier, København SV, Studiestart: sommerstart; 87 ; 4 ; 633 ; 149 ;8,4;8,2
3870;25445;Kunst og teknologi, Aalborg Øst, Studiestart: sommerstart; 23 ;; 44 ; 23 ;Alle optaget, ledige pladser;
3880;25450;Engelsk, Aalborg Øst, Studiestart: sommerstart; 60 ;; 155 ; 53 ;2,9;Alle optaget
3890;25457;Sprog og internationale studier, engelsk, Aalborg Øst, Studiestart: sommerstart; 61 ;; 158 ; 63 ;Alle optaget, ledige pladser;
3900;25460;Spansk sprog og internationale studier, Aalborg Øst, Studiestart: sommerstart; 17 ;; 43 ; 13 ;Alle optaget, ledige pladser;
3910;25520;International virksomhedskommunikation i engelsk, Aalborg Øst, Studiestart: sommerstart; 53 ;; 151 ; 50 ;Alle optaget, ledige pladser;
3920;25610;Politik og Administration, Aalborg Øst, Studiestart: sommerstart; 56 ;; 171 ; 46 ;Alle optaget, ledige pladser;
3930;25612;Samfundsfag, Aalborg Øst, Studiestart: sommerstart; 17 ;; 115 ; 13 ;Alle optaget, ledige pladser;
3940;25615;Historie, Aalborg Øst, Studiestart: sommerstart; 62 ;; 181 ; 54 ;Alle optaget;
3950;25620;Sociologi, Aalborg Øst, Studiestart: sommerstart; 146 ;; 330 ; 72 ;Alle optaget, ledige pladser;
3960;25625;Økonomi, Aalborg Øst, Studiestart: sommerstart; 37 ;; 119 ; 36 ;Alle optaget, ledige pladser;
3970;25630;Jura, Aalborg Øst, Studiestart: sommerstart; 153 ; 7 ; 878 ; 239 ;8,2;8,0
3980;25640;Organisatorisk læring, Aalborg Øst, Studiestart: sommerstart; 30 ;; 70 ; 29 ;Alle optaget, ledige pladser;
3990;25650;Innovation og digitalisering, Aalborg Øst, Studiestart: sommerstart; 22 ;; 77 ; 20 ;Alle optaget, ledige pladser;
4000;25710;Erhvervsøkonomi, HA, Aalborg Øst, Studiestart: sommerstart; 277 ;; 560 ; 247 ;Alle optaget, ledige pladser;
4010;25715;Erhvervsøkonomi-jura, HA (jur.), Aalborg Øst, Studiestart: sommerstart; 120 ;; 349 ; 59 ;Alle optaget, ledige pladser;
4020;25810;Professionsbachelor, socialrådgiver, Aalborg Øst, Studiestart: sommerstart; 223 ;; 426 ; 197 ;Alle optaget;
4030;26512;Bachelor of Science (BSc) in Engineering (Applied Industrial Electronics), Esbjerg, Study start: Summer start; 32 ;; 142 ; 39 ;Alle optaget, ledige pladser;
4040;26513;Teknisk videnskab (civilingeniør) Energi, Esbjerg, Studiestart: sommerstart; 9 ;; 36 ; 8 ;Alle optaget, ledige pladser;
4050;26525;Bachelor of Science (BSc) in Engineering (Chemical Engineering and Biotechnology), Esbjerg, Study start: Summer start; 42 ;; 181 ; 82 ;Alle optaget, ledige pladser;
4060;26620;Diplomingeniør, kemi- og bioteknologi, Esbjerg, Studiestart: sommerstart; 6 ;; 20 ; 8 ;Alle optaget, ledige pladser;
4070;26630;Diplomingeniør, byggeri og anlæg, Esbjerg, Studiestart: sommerstart; 8 ;; 25 ; 11 ;Alle optaget, ledige pladser;
4080;26650;Diplomingeniør, maskinteknik, Esbjerg, Studiestart: sommerstart; 10 ;; 22 ; 10 ;Alle optaget, ledige pladser;
4090;;Aalborg Universitet i alt; 3.780 ; 58 ; 13.413 ; 4.350 ;;
4100;;Det Kongelige Akademi - Arkitektur, Design, Konservering;;;;;;
4110;30010;Arkitekt, København K, Studiestart: sommerstart; 124 ;; 1.495 ; 818 ;10,9;
4120;32010;Designer, København K, Studiestart: sommerstart; 85 ;; 1.187 ; 567 ;11,4;
4130;32020;Bachelor of Crafts in Glass and Ceramics, Nexø, Study start: Summer start; 17 ; 1 ; 116 ; 74 ;Kun kvote 2;
4140;;Det Kongelige Akademi - Arkitektur, Design, Konservering i alt; 226 ; 1 ; 2.798 ; 1.459 ;;
4150;;Arkitektskolen Aarhus;;;;;;
4160;30060;Arkitekt, Aarhus C, Studiestart: sommerstart; 110 ; 5 ; 812 ; 318 ;Kun kvote 2;
4170;;Arkitektskolen Aarhus i alt; 110 ; 5 ; 812 ; 318 ;;
4180;;Designskolen Kolding;;;;;;
