;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
;;;optagne;standby;total;1. prioritet;kvote 1 kvotient;standby
10;;Københavns Universitet;;;;;;
4190;32110;Designer, Kolding, Studiestart: sommerstart; 74 ; 12 ; 546 ; 301 ;11,6;11
4200;;Designskolen Kolding i alt; 74 ; 12 ; 546 ; 301 ;;
4210;;Københavns Professionshøjskole;;;;;;
4220;40010;Professionsbachelor, psykomotorik, Hillerød, Studiestart: sommerstart; 67 ; 15 ; 187 ; 126 ;Kun kvote 2;
4230;40510;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: sommerstart; 76 ; 24 ; 240 ; 118 ;9,0;Alle optaget, ledige pladser
4240;40512;Professionsbachelor, beredskab, katastrofe- og risikomanagement, København N, Studiestart: vinterstart; 34 ; 13 ; 150 ; 44 ;7,8;Alle optaget, ledige pladser
4250;40610;Professionsbachelor, bioanalytiker, København N, Studiestart: sommerstart; 85 ; 24 ; 503 ; 161 ;7,8;5,2
4260;40612;Professionsbachelor, bioanalytiker, København N, Studiestart: vinterstart; 85 ; 30 ; 450 ; 108 ;7,1;5,4
4270;42020;Professionsbachelor, ergoterapeut, København N, Studiestart: sommerstart; 72 ; 20 ; 329 ; 108 ;7,7;6,0
4280;42022;Professionsbachelor, ergoterapeut, København N, Studiestart: vinterstart; 72 ; 15 ; 252 ; 62 ;5,6;Alle optaget, ledige pladser
4290;45010;Professionsbachelor, ernæring og sundhed, København N, Studiestart: sommerstart; 127 ;; 282 ; 111 ;Alle optaget;Alle optaget, ledige pladser
4300;45015;Professionsbachelor, ernæring og sundhed, København N, Studiestart: vinterstart; 54 ;; 191 ; 49 ;Alle optaget, ledige pladser;
4310;46020;Professionsbachelor, folkeskolelærer, Frederiksberg, Studiestart: sommerstart; 173 ;; 526 ; 176 ;Alle optaget, ledige pladser;
4320;46036;Professionsbachelor, folkeskolelærer, Rønne, Studiestart: sommerstart; 5 ;; 11 ; 8 ;Alle optaget, ledige pladser;
4330;46210;Professionsbachelor, folkeskolelærer, København V, Studiestart: sommerstart; 368 ;; 993 ; 406 ;Alle optaget, ledige pladser;
4340;46215;Professionsbachelor, folkeskolelærer, København V, Studiestart: vinterstart; 80 ;; 385 ; 103 ;Alle optaget, ledige pladser;
4350;46220;Professionsbachelor, folkeskolelærer, København V, E-læring, Studiestart: sommerstart; 32 ;; 140 ; 46 ;Alle optaget, ledige pladser;
4360;47020;Professionsbachelor, fysioterapeut, København N, Studiestart: sommerstart; 109 ; 30 ; 799 ; 337 ;9,7;8,4
4370;47022;Professionsbachelor, fysioterapeut, København N, Studiestart: vinterstart; 110 ; 45 ; 653 ; 177 ;8,5;7,1
4380;47040;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: sommerstart; 40 ; 20 ; 271 ; 52 ;7,6;5,0
4390;47045;Professionsbachelor, fysioterapeut, Hillerød, Studiestart: vinterstart; 40 ; 17 ; 240 ; 23 ;7,0;Alle optaget, ledige pladser
4400;50010;Professionsbachelor, jordemoder, København N, Studiestart: sommerstart; 47 ; 14 ; 556 ; 239 ;11,2;10,3
4410;50012;Professionsbachelor, jordemoder, København N, Studiestart: vinterstart; 48 ; 16 ; 506 ; 93 ;10,2;10,1
4420;50810;Professionsbachelor, kristendom, kultur og kommunikation, Frederiksberg, Studiestart: sommerstart; 15 ;; 39 ; 13 ;Alle optaget, ledige pladser;
4430;52450;Professionsbachelor, natur- og kulturformidling, Fredensborg, Studiestart: sommerstart; 35 ; 15 ; 131 ; 71 ;9,1;7,6
4440;52610;Professionsbachelor, offentlig administration, København N, Studiestart: sommerstart; 85 ; 10 ; 274 ; 101 ;6,5;Alle optaget, ledige pladser
4450;52612;Professionsbachelor, offentlig administration, København N, Studiestart: vinterstart; 24 ;; 150 ; 17 ;Alle optaget, ledige pladser;
4460;53050;Professionsbachelor, pædagog, København V, Studiestart: sommerstart; 739 ;; 1.266 ; 725 ;Alle optaget, ledige pladser;
4470;53055;Professionsbachelor, pædagog, København V, Studiestart: vinterstart; 217 ;; 765 ; 224 ;Alle optaget, ledige pladser;
4480;53100;Professionsbachelor, pædagog, Hillerød, Studiestart: sommerstart; 97 ;; 296 ; 107 ;Alle optaget, ledige pladser;
4490;53102;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: sommerstart; 40 ;; 148 ; 55 ;3,2;Alle optaget, ledige pladser
4500;53104;Professionsbachelor, pædagog, Hillerød, E-læring, Studiestart: vinterstart; 12 ;; 54 ; 16 ;Alle optaget, ledige pladser;
4510;53105;Professionsbachelor, pædagog, Hillerød, Studiestart: vinterstart; 27 ;; 168 ; 30 ;Alle optaget, ledige pladser;
4520;53120;Professionsbachelor, pædagog, Rønne, Studiestart: sommerstart; 20 ;; 33 ; 21 ;Alle optaget, ledige pladser;
4530;54020;Professionsbachelor, radiograf, København N, Studiestart: sommerstart; 49 ; 13 ; 396 ; 143 ;9,0;8,0
4540;54022;Professionsbachelor, radiograf, København N, Studiestart: vinterstart; 49 ; 21 ; 327 ; 51 ;7,0;3,2
4550;54710;Professionsbachelor, skat, København N, Studiestart: sommerstart; 53 ; 2 ; 183 ; 47 ;3,3;Alle optaget, ledige pladser
4560;55010;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: sommerstart; 210 ; 35 ; 996 ; 438 ;7,3;6,3
4570;55012;Professionsbachelor, socialrådgiver, Frederiksberg, Studiestart: vinterstart; 210 ; 57 ; 778 ; 169 ;5,8;Alle optaget, ledige pladser
4580;55017;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: sommerstart; 40 ; 20 ; 377 ; 92 ;6,6;3,8
4590;55019;Professionsbachelor, socialrådgiver, Hillerød, Studiestart: vinterstart; 40 ; 3 ; 314 ; 20 ;3,5;Alle optaget, ledige pladser
4600;56020;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: sommerstart; 43 ; 16 ; 576 ; 103 ;8,8;5,7
4610;56022;Professionsbachelor, sygeplejerske, Frederiksberg, Studiestart: vinterstart; 43 ; 18 ; 453 ; 59 ;8,0;Alle optaget
4620;56040;Professionsbachelor, sygeplejerske, København N, Studiestart: sommerstart; 460 ; 60 ; 1.256 ; 488 ;6,6;Alle optaget, ledige pladser
4630;56042;Professionsbachelor, sygeplejerske, København N, Studiestart: vinterstart; 292 ;; 999 ; 229 ;Alle optaget, ledige pladser;
4640;56080;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: sommerstart; 152 ;; 502 ; 140 ;Alle optaget, ledige pladser;
4650;56085;Professionsbachelor, sygeplejerske, Hillerød, Studiestart: vinterstart; 89 ;; 453 ; 91 ;Alle optaget, ledige pladser;
4660;56100;Professionsbachelor, sygeplejerske, Rønne, Studiestart: sommerstart; 9 ;; 22 ; 10 ;Alle optaget, ledige pladser;
4670;56105;Professionsbachelor, sygeplejerske, Rønne, Studiestart: vinterstart; 4 ;; 10 ; 4 ;Alle optaget, ledige pladser;
4680;57030;Professionsbachelor, dansk tegnsprog og tolkning, København V, Studiestart: sommerstart; 5 ;; 36 ; 10 ;Kun kvote 2, ledige pladser;
4690;57320;Professionsbachelor, tekstildesign, -håndværk og formidling, København V, Studiestart: sommerstart; 52 ; 12 ; 173 ; 91 ;Kun kvote 2;
4700;70010;Administrationsøkonom, København N, Studiestart: sommerstart; 74 ; 1 ; 293 ; 78 ;3,1;Alle optaget, ledige pladser
4710;78010;Laborant, København N, Studiestart: sommerstart; 108 ; 14 ; 351 ; 125 ;5,2;Alle optaget, ledige pladser
4720;78012;Laborant, København N, Studiestart: vinterstart; 65 ;; 260 ; 55 ;Alle optaget, ledige pladser;
4730;89010;Sundhedsadministrativ koordinator, København N, Studiestart: sommerstart; 92 ;; 187 ; 96 ;Alle optaget, ledige pladser;
4740;;Københavns Professionshøjskole i alt; 5.174 ; 580 ; 19.930 ; 6.466 ;;
4750;;Professionshøjskolen Absalon;;;;;;
4760;40630;Professionsbachelor, bioanalytiker, Kalundborg, Studiestart: sommerstart; 35 ; 3 ; 99 ; 34 ;5,5;5,4
4770;40640;Professionsbachelor, bioanalytiker, Næstved, Studiestart: sommerstart; 42 ; 6 ; 215 ; 49 ;6,3;4,3
4780;42040;Professionsbachelor, ergoterapeut, Næstved, Studiestart: sommerstart; 52 ;; 126 ; 31 ;Alle optaget, ledige pladser;
4790;45120;Professionsbachelor, ernæring og sundhed, Slagelse, Studiestart: sommerstart; 58 ;; 126 ; 61 ;Alle optaget, ledige pladser;
4800;46045;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: sommerstart; 86 ;; 306 ; 99 ;Alle optaget, ledige pladser;
4810;46046;Professionsbachelor, folkeskolelærer, Roskilde, Studiestart: vinterstart; 19 ;; 131 ; 22 ;Alle optaget, ledige pladser;
4820;46047;Professionsbachelor, folkeskolelærer, Roskilde, E-læring, Studiestart: sommerstart; 44 ;; 113 ; 51 ;Alle optaget, ledige pladser;
4830;46070;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: sommerstart; 113 ;; 200 ; 128 ;Alle optaget, ledige pladser;
4840;46072;Professionsbachelor, folkeskolelærer, Vordingborg, Studiestart: vinterstart; 6 ;; 41 ; 10 ;Alle optaget, ledige pladser;
4850;47050;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: sommerstart; 48 ; 3 ; 354 ; 90 ;8,3;8,1
4860;47052;Professionsbachelor, fysioterapeut, Roskilde, Studiestart: vinterstart; 46 ; 9 ; 273 ; 32 ;7,6;5,9
4870;47060;Professionsbachelor, fysioterapeut, Næstved, Studiestart: sommerstart; 53 ; 9 ; 203 ; 50 ;7,2;5,8
4880;47062;Professionsbachelor, fysioterapeut, Næstved, Studiestart: vinterstart; 33 ;; 168 ; 18 ;Alle optaget;
4890;48500;Diplomingeniør, bioteknologi, Kalundborg, Studiestart: sommerstart; 19 ;; 42 ; 20 ;Alle optaget, ledige pladser;
4900;48505;Bachelor of Engineering in Biotechnology, Kalundborg, Study start: Summer start; 70 ;; 191 ; 75 ;Alle optaget;
4910;48520;Diplomingeniør, maskinteknologi, Kalundborg, Studiestart: sommerstart; 23 ;; 35 ; 20 ;Alle optaget, ledige pladser;
4920;50030;Professionsbachelor, jordemoder, Slagelse, Studiestart: sommerstart; 18 ; 2 ; 342 ; 101 ;10,1;10
4930;50032;Professionsbachelor, jordemoder, Slagelse, Studiestart: vinterstart; 18 ; 2 ; 337 ; 55 ;10,0;9,8
4940;52660;Professionsbachelor, offentlig administration, Næstved, Studiestart: sommerstart; 20 ;; 68 ; 18 ;Alle optaget, ledige pladser;
4950;53130;Professionsbachelor, pædagog, Roskilde, Studiestart: sommerstart; 156 ; 11 ; 504 ; 178 ;4,7;Alle optaget
4960;53132;Professionsbachelor, pædagog, Roskilde, Studiestart: vinterstart; 81 ;; 298 ; 74 ;Alle optaget, ledige pladser;
4970;53135;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: sommerstart; 46 ; 2 ; 167 ; 51 ;4,6;Alle optaget
4980;53137;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: vinterstart; 22 ;; 68 ; 19 ;Alle optaget, ledige pladser;
4990;53140;Professionsbachelor, pædagog, Slagelse, Studiestart: sommerstart; 126 ; 2 ; 275 ; 134 ;3,2;Alle optaget
5000;53142;Professionsbachelor, pædagog, Slagelse, Studiestart: vinterstart; 30 ;; 154 ; 33 ;Alle optaget, ledige pladser;
5010;53160;Professionsbachelor, pædagog, Nykøbing F, Studiestart: sommerstart; 61 ;; 117 ; 67 ;3,1;Alle optaget
5020;53162;Professionsbachelor, pædagog, Nykøbing F, Studiestart: vinterstart; 13 ;; 62 ; 16 ;Alle optaget, ledige pladser;
5030;53165;Professionsbachelor, pædagog, Vordingborg, Studiestart: sommerstart; 79 ;; 142 ; 86 ;Alle optaget, ledige pladser;
5040;53167;Professionsbachelor, pædagog, Vordingborg, Studiestart: vinterstart; 9 ;; 59 ; 10 ;Alle optaget, ledige pladser;
5050;54030;Professionsbachelor, radiograf, Næstved, Studiestart: sommerstart; 38 ; 5 ; 180 ; 39 ;6,4;5,1
5060;55030;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: sommerstart; 86 ; 3 ; 588 ; 144 ;5,8;5,3
5070;55032;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: vinterstart; 88 ; 13 ; 446 ; 80 ;4,7;4,0
5080;55040;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: sommerstart; 45 ; 5 ; 265 ; 86 ;6,0;5,0
5090;55042;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: vinterstart; 45 ; 6 ; 208 ; 31 ;4,1;Alle optaget
5100;55050;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: sommerstart; 45 ; 6 ; 120 ; 56 ;6,0;Alle optaget
5110;55052;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: vinterstart; 25 ;; 96 ; 17 ;Alle optaget, ledige pladser;
5120;55055;Professionsbachelor, socialrådgiver, Nykøbing F, E-læring, Studiestart: sommerstart; 49 ; 7 ; 163 ; 71 ;5,7;Alle optaget
5130;56120;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: sommerstart; 106 ; 8 ; 426 ; 134 ;5,4;4,4
5140;56122;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: vinterstart; 83 ;; 360 ; 62 ;Alle optaget, ledige pladser;
5150;56140;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: sommerstart; 68 ; 3 ; 213 ; 73 ;3,9;Alle optaget
5160;56142;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: vinterstart; 30 ;; 166 ; 21 ;Alle optaget, ledige pladser;
5170;56145;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: sommerstart; 54 ; 6 ; 142 ; 64 ;3,0;Alle optaget
5180;56147;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: vinterstart; 24 ;; 88 ; 21 ;Alle optaget, ledige pladser;
5190;56150;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: sommerstart; 37 ;; 103 ; 37 ;Alle optaget;
5200;56152;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: vinterstart; 18 ;; 88 ; 15 ;Alle optaget, ledige pladser;
5210;56160;Professionsbachelor, sygeplejerske, Næstved, Studiestart: sommerstart; 33 ;; 123 ; 27 ;Alle optaget, ledige pladser;
5220;56162;Professionsbachelor, sygeplejerske, Næstved, Studiestart: vinterstart; 30 ;; 116 ; 24 ;Alle optaget, ledige pladser;
5230;56180;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: sommerstart; 29 ;; 73 ; 31 ;Alle optaget, ledige pladser;
5240;56182;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: vinterstart; 12 ;; 48 ; 11 ;Alle optaget, ledige pladser;
5250;89026;Sundhedsadministrativ koordinator, Roskilde, Studiestart: sommerstart; 38 ; 5 ; 133 ; 59 ;6,2;5,7
5260;89030;Sundhedsadministrativ koordinator, Næstved, Studiestart: sommerstart; 48 ; 3 ; 100 ; 53 ;3,6;Alle optaget
5270;;Professionshøjskolen Absalon i alt; 2.457 ; 119 ; 9.461 ; 2.788 ;;
5280;;Professionshøjskolen UC Syddanmark;;;;;;
5290;40660;Professionsbachelor, bioanalytiker, Esbjerg Ø, Studiestart: sommerstart; 42 ; 3 ; 147 ; 45 ;5,6;Alle optaget, ledige pladser
5300;42070;Professionsbachelor, ergoterapeut, Haderslev, Studiestart: sommerstart; 17 ;; 50 ; 15 ;Alle optaget, ledige pladser;
5310;42080;Professionsbachelor, ergoterapeut, Esbjerg Ø, Studiestart: vinterstart; 13 ;; 54 ; 14 ;Alle optaget, ledige pladser;
5320;45160;Professionsbachelor, ernæring og sundhed, Haderslev, Studiestart: sommerstart; 40 ;; 88 ; 43 ;Alle optaget, ledige pladser;
5330;46100;Professionsbachelor, folkeskolelærer, Haderslev, Studiestart: sommer- og vinterstart; 94 ;; 190 ; 127 ;Alle optaget, ledige pladser;
5340;46102;Professionsbachelor, folkeskolelærer, Haderslev, E-læring, Studiestart: sommer- og vinterstart; 47 ;; 131 ; 73 ;Alle optaget, ledige pladser;
5350;46110;Professionsbachelor, folkeskolelærer, Esbjerg Ø, Studiestart: sommer- og vinterstart; 64 ;; 127 ; 78 ;Alle optaget, ledige pladser;
5360;47100;Professionsbachelor, fysioterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart; 74 ;; 210 ; 57 ;Alle optaget, ledige pladser;
5370;47110;Professionsbachelor, fysioterapeut, Haderslev, Studiestart: sommerstart; 37 ; 3 ; 114 ; 41 ;6,7;2,6
5380;47560;Professionsbachelor, grafisk kommunikation, Kolding, Studiestart: sommerstart; 42 ; 4 ; 160 ; 69 ;Kun kvote 2;
5390;50015;Professionsbachelor, jordemoder, Esbjerg Ø, Studiestart: sommer- og vinterstart; 64 ; 15 ; 347 ; 111 ;9,6;9,3
5400;51510;Professionsbachelor, lyddesign, Kolding, Studiestart: sommerstart; 40 ; 5 ; 149 ; 116 ;Kun kvote 2;
5410;52627;Professionsbachelor, offentlig administration, Haderslev, Studiestart: sommerstart; 13 ;; 23 ; 12 ;Alle optaget, ledige pladser;
5420;52630;Professionsbachelor, offentlig administration, Esbjerg Ø, Studiestart: sommerstart; 12 ;; 30 ; 10 ;Alle optaget, ledige pladser;
5430;53190;Professionsbachelor, pædagog, Kolding, Studiestart: sommer- og vinterstart; 153 ;; 296 ; 161 ;Alle optaget, ledige pladser;
5440;53200;Professionsbachelor, pædagog, Aabenraa, E-læring, Studiestart: sommer- og vinterstart; 39 ; 3 ; 126 ; 64 ;3,8;Alle optaget, ledige pladser
5450;53210;Professionsbachelor, pædagog, Aabenraa, Studiestart: sommer- og vinterstart; 101 ;; 169 ; 120 ;Alle optaget, ledige pladser;
5460;53220;Professionsbachelor, pædagog, Esbjerg Ø, Studiestart: sommer- og vinterstart; 126 ;; 219 ; 129 ;Alle optaget, ledige pladser;
5470;54790;Professionsbachelor, skat, Haderslev, Studiestart: sommerstart; 5 ;; 27 ; 5 ;Alle optaget, ledige pladser;
5480;55210;Professionsbachelor, socialrådgiver, Esbjerg Ø, Studiestart: sommer- og vinterstart; 85 ;; 163 ; 84 ;Alle optaget, ledige pladser;
5490;55213;Professionsbachelor, socialrådgiver, Esbjerg Ø, E-læring, Studiestart: vinterstart; 15 ;; 57 ; 18 ;Alle optaget, ledige pladser;
5500;55220;Professionsbachelor, socialrådgiver, Aabenraa, Studiestart: sommer- og vinterstart; 59 ;; 116 ; 67 ;Alle optaget, ledige pladser;
5510;56230;Professionsbachelor, sygeplejerske, Aabenraa, Studiestart: sommer- og vinterstart; 66 ;; 135 ; 64 ;Alle optaget, ledige pladser;
5520;56237;Professionsbachelor, sygeplejerske, Aabenraa, E-læring, Studiestart: vinterstart; 19 ;; 56 ; 20 ;Alle optaget, ledige pladser;
5530;56260;Professionsbachelor, sygeplejerske, Esbjerg Ø, Studiestart: sommer- og vinterstart; 85 ;; 199 ; 75 ;Alle optaget, ledige pladser;
5540;78270;Laborant, Esbjerg Ø, Studiestart: sommer- og vinterstart; 19 ;; 58 ; 15 ;Alle optaget, ledige pladser;
5550;89050;Sundhedsadministrativ koordinator, Esbjerg Ø, Studiestart: sommerstart; 56 ;; 79 ; 65 ;Alle optaget, ledige pladser;
5560;;Professionshøjskolen UC Syddanmark i alt; 1.427 ; 33 ; 3.520 ; 1.698 ;;
5570;;UCL Erhvervsakademi og Professionshøjskole;;;;;;
5580;40650;Professionsbachelor, bioanalytiker, Odense M, Studiestart: sommer- og vinterstart; 53 ; 10 ; 296 ; 105 ;8,0;6,5
5590;41110;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Odense C, Studiestart: sommerstart; 112 ;; 245 ; 105 ;Alle optaget, ledige pladser;
5600;42060;Professionsbachelor, ergoterapeut, Odense M, Studiestart: sommer- og vinterstart; 85 ; 10 ; 229 ; 99 ;6,6;5,0
5610;45830;Professionsbachelor, finans, Odense C, Studiestart: sommerstart; 125 ;; 278 ; 114 ;Alle optaget, ledige pladser;
5620;46080;Professionsbachelor, folkeskolelærer, Odense M, Studiestart: sommer- og vinterstart; 170 ;; 388 ; 198 ;Alle optaget, ledige pladser;
5630;46088;Professionsbachelor, folkeskolelærer, Fredericia, Studiestart: sommerstart; 12 ;; 48 ; 17 ;Alle optaget, ledige pladser;
5640;46120;Professionsbachelor, folkeskolelærer, Jelling, Studiestart: sommer- og vinterstart; 30 ;; 106 ; 36 ;Alle optaget, ledige pladser;
5650;46122;Professionsbachelor, folkeskolelærer, Jelling, E-læring, Studiestart: sommerstart; 12 ;; 47 ; 20 ;Alle optaget, ledige pladser;
5660;47080;Professionsbachelor, fysioterapeut, Odense M, Studiestart: sommer- og vinterstart; 145 ; 15 ; 482 ; 189 ;7,7;6,8
5670;52620;Professionsbachelor, offentlig administration, Odense C, Studiestart: sommerstart; 54 ;; 112 ; 40 ;Alle optaget, ledige pladser;
5680;53170;Professionsbachelor, pædagog, Odense M, Studiestart: sommer- og vinterstart; 368 ; 17 ; 664 ; 409 ;4,6;Alle optaget, ledige pladser
5690;53185;Professionsbachelor, pædagog, Svendborg, Studiestart: vinterstart; 43 ;; 147 ; 41 ;Alle optaget, ledige pladser;
5700;53230;Professionsbachelor, pædagog, Jelling, Studiestart: sommer- og vinterstart; 67 ;; 158 ; 85 ;Alle optaget, ledige pladser;
5710;54040;Professionsbachelor, radiograf, Odense M, Studiestart: sommer- og vinterstart; 75 ; 14 ; 413 ; 150 ;6,9;6,0
5720;55110;Professionsbachelor, socialrådgiver, Odense M, Studiestart: sommer- og vinterstart; 153 ; 25 ; 459 ; 202 ;5,6;4,8
5730;55120;Professionsbachelor, socialrådgiver, Odense M, E-læring, Studiestart: sommer- og vinterstart; 95 ; 13 ; 249 ; 104 ;4,2;Alle optaget, ledige pladser
5740;55140;Professionsbachelor, socialrådgiver, Vejle, Studiestart: sommer- og vinterstart; 96 ;; 252 ; 99 ;Alle optaget, ledige pladser;
5750;56200;Professionsbachelor, sygeplejerske, Odense M, Studiestart: sommer- og vinterstart; 269 ;; 584 ; 225 ;Alle optaget, ledige pladser;
5760;56220;Professionsbachelor, sygeplejerske, Svendborg, Studiestart: sommer- og vinterstart; 53 ;; 190 ; 49 ;Alle optaget, ledige pladser;
5770;56280;Professionsbachelor, sygeplejerske, Vejle, Studiestart: sommer- og vinterstart; 151 ;; 362 ; 147 ;Alle optaget, ledige pladser;
5780;58030;Professionsbachelor, økonomi og It, Odense C, Studiestart: sommerstart; 29 ;; 85 ; 26 ;Alle optaget, ledige pladser;
5790;70330;Automationsteknolog, Odense C, Studiestart: sommerstart; 32 ;; 63 ; 30 ;Alle optaget, ledige pladser;
5800;70340;Automationsteknolog, Fredericia, Studiestart: sommerstart; 15 ;; 34 ; 20 ;Alle optaget, ledige pladser;
5810;70430;Autoteknolog, Odense C, Studiestart: sommerstart; 8 ;; 23 ; 8 ;Alle optaget, ledige pladser;
5820;71410;Datamatiker, Odense C, Studiestart: sommerstart; 98 ;; 220 ; 95 ;Alle optaget, ledige pladser;
5830;71560;Datamatiker, Vejle, Studiestart: sommerstart; 31 ;; 78 ; 26 ;Alle optaget, ledige pladser;
5840;72110;Byggekoordinator, Odense C, Studiestart: sommerstart; 17 ;; 53 ; 21 ;Alle optaget, ledige pladser;
5850;73330;Energiteknolog, Odense C, Studiestart: sommerstart; 9 ;; 29 ; 7 ;Alle optaget, ledige pladser;
5860;74060;Finansøkonom, Odense C, Studiestart: sommerstart; 148 ;; 412 ; 144 ;Alle optaget, ledige pladser;
5870;74430;Financial controller, Odense C, Studiestart: sommerstart; 30 ;; 94 ; 29 ;Alle optaget, ledige pladser;
5880;74625;Handelsøkonom, Odense C, Studiestart: sommerstart; 42 ; 7 ; 152 ; 50 ;5,3;Alle optaget, ledige pladser
5890;74630;Handelsøkonom, Vejle, Studiestart: sommerstart; 22 ;; 60 ; 22 ;Alle optaget, ledige pladser;
5900;75210;Installatør, stærkstrøm, Odense C, Studiestart: sommerstart; 11 ;; 16 ; 12 ;Alle optaget, ledige pladser;
5910;75215;Installatør, VVS, Odense C, Studiestart: sommerstart; 1 ;; 5 ; 2 ;Alle optaget, ledige pladser;
5920;75260;Installatør, stærkstrøm, Vejle, Studiestart: sommerstart; 9 ;; 21 ; 12 ;Alle optaget, ledige pladser;
5930;76200;It-teknolog, Odense C, Studiestart: sommerstart; 52 ;; 106 ; 48 ;Alle optaget, ledige pladser;
5940;77060;Jordbrugsteknolog, Odense C, Studiestart: sommerstart; 23 ;; 45 ; 21 ;Alle optaget, ledige pladser;
5950;78210;Laborant, Odense C, Studiestart: sommerstart; 32 ; 5 ; 119 ; 38 ;7,3;Alle optaget, ledige pladser
5960;79210;Markedsføringsøkonom, Odense C, Studiestart: sommerstart; 109 ;; 237 ; 106 ;Alle optaget, ledige pladser;
5970;81310;Multimediedesigner, Odense C, Studiestart: sommerstart; 93 ;; 194 ; 83 ;Alle optaget, ledige pladser;
5980;83110;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Odense C, Studiestart: sommerstart; 25 ;; 45 ; 25 ;Alle optaget, ledige pladser;
5990;83160;Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Vejle, Studiestart: sommerstart; 15 ;; 34 ; 16 ;Alle optaget, ledige pladser;
6000;84110;Produktionsteknolog, Odense C, Studiestart: sommerstart; 12 ;; 33 ; 13 ;Alle optaget, ledige pladser;
6010;86110;Serviceøkonom, Odense C, Studiestart: sommerstart; 49 ;; 110 ; 51 ;Alle optaget, ledige pladser;
6020;86118;Serviceøkonom, Svendborg, Studiestart: sommerstart; 4 ;; 15 ; 4 ;Alle optaget, ledige pladser;
6030;86130;Serviceøkonom, Vejle, Studiestart: sommerstart; 16 ;; 38 ; 16 ;Alle optaget, ledige pladser;
6040;87060;Logistikøkonom , Vejle, Studiestart: sommerstart; 21 ;; 49 ; 22 ;Alle optaget, ledige pladser;
6050;89060;Sundhedsadministrativ koordinator, Odense C, Studiestart: sommerstart; 40 ; 13 ; 128 ; 83 ;6,3;Alle optaget, ledige pladser
6060;;UCL Erhvervsakademi og Professionshøjskole i alt; 3.161 ; 129 ; 8.207 ; 3.464 ;;
6070;;Professionshøjskolen VIA University College;;;;;;
6080;40060;Professionsbachelor, psykomotorik, Randers C, Studiestart: sommer- og vinterstart; 41 ;; 106 ; 56 ;Kun kvote 2, ledige pladser;
6090;40670;Professionsbachelor, bioanalytiker, Aarhus N, Studiestart: sommer- og vinterstart; 129 ; 34 ; 440 ; 176 ;6,6;4,3
6100;41160;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Horsens, Studiestart: sommer- og vinterstart; 87 ;; 223 ; 88 ;Alle optaget, ledige pladser;
6110;41165;Bachelor of Architectural Technology and Construction Management, Horsens, Study start: Summer start; 34 ; 3 ; 343 ; 218 ;10,3;10,1
6120;41170;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aarhus C, Studiestart: sommer- og vinterstart; 252 ; 4 ; 452 ; 244 ;4,2;Alle optaget, ledige pladser
6130;41215;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Holstebro, Studiestart: sommer- og vinterstart; 35 ;; 85 ; 41 ;Alle optaget, ledige pladser;
6140;42100;Professionsbachelor, ergoterapeut, Holstebro, Studiestart: sommer- og vinterstart; 22 ;; 61 ; 26 ;Alle optaget, ledige pladser;
6150;42120;Professionsbachelor, ergoterapeut, Aarhus N, Studiestart: sommer- og vinterstart; 120 ; 3 ; 284 ; 110 ;4,2;2,8
6160;44306;Professionsbachelor, procesøkonomi og værdikædeledelse , Horsens, Studiestart: sommerstart; -   ;; 27 ; 6 ;Ikke oprettet;
