;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
4930;53130;Professionsbachelor, pædagog, Roskilde, Studiestart: sommerstart;147;13;823;262;5,5;4,5
4940;53132;Professionsbachelor, pædagog, Roskilde, Studiestart: vinterstart;135;0;534;88;Alle optaget, ledige pladser;
4950;53135;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: sommerstart;56;0;180;52;Alle optaget;
4960;53137;Professionsbachelor, pædagog, Roskilde, E-læring, Studiestart: vinterstart;19;0;106;18;Alle optaget, ledige pladser;
4970;53140;Professionsbachelor, pædagog, Slagelse, Studiestart: sommerstart;114;10;500;188;4,9;3,8
4980;53142;Professionsbachelor, pædagog, Slagelse, Studiestart: vinterstart;64;0;254;32;Alle optaget, ledige pladser;
4990;53160;Professionsbachelor, pædagog, Nykøbing F, Studiestart: sommerstart;78;1;178;89;3,8;Alle optaget
5000;53162;Professionsbachelor, pædagog, Nykøbing F, Studiestart: vinterstart;23;0;109;17;Alle optaget, ledige pladser;
5010;53165;Professionsbachelor, pædagog, Vordingborg, Studiestart: sommerstart;78;3;221;94;4,1;Alle optaget
5020;53167;Professionsbachelor, pædagog, Vordingborg, Studiestart: vinterstart;19;0;119;18;Alle optaget, ledige pladser;
5030;55030;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: sommerstart;88;5;801;228;7,3;6,5
5040;55032;Professionsbachelor, socialrådgiver, Roskilde, Studiestart: vinterstart;89;8;550;68;5,7;5,0
5050;55040;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: sommerstart;45;5;477;127;7,4;6,4
5060;55042;Professionsbachelor, socialrådgiver, Slagelse, Studiestart: vinterstart;45;5;385;41;5,5;5,3
5070;55050;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: sommerstart;43;6;209;84;6,1;5,5
5080;55052;Professionsbachelor, socialrådgiver, Nykøbing F, Studiestart: vinterstart;44;6;182;29;4,0;3,3
5090;55055;Professionsbachelor, socialrådgiver, Nykøbing F, E-læring, Studiestart: sommerstart;43;6;182;67;4,7;4,1
5100;56120;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: sommerstart;86;8;862;165;7,3;6,9
5110;56122;Professionsbachelor, sygeplejerske, Roskilde, Studiestart: vinterstart;87;13;696;79;5,8;5,1
5120;56140;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: sommerstart;72;4;467;102;6,5;6,4
5130;56142;Professionsbachelor, sygeplejerske, Slagelse, Studiestart: vinterstart;76;5;417;35;4,9;4,2
5140;56145;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: sommerstart;54;9;225;72;5,4;4,7
5150;56147;Professionsbachelor, sygeplejerske, Slagelse, E-læring, Studiestart: vinterstart;33;7;167;31;3,8;Alle optaget
5160;56150;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: sommerstart;33;5;273;76;6,7;5,4
5170;56152;Professionsbachelor, sygeplejerske, Holbæk, Studiestart: vinterstart;31;5;209;25;5,1;4,0
5180;56160;Professionsbachelor, sygeplejerske, Næstved, Studiestart: sommerstart;42;4;390;86;6,6;5,3
5190;56162;Professionsbachelor, sygeplejerske, Næstved, Studiestart: vinterstart;40;6;411;39;4,7;4,6
5200;56180;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: sommerstart;38;5;174;71;6,0;5,6
5210;56182;Professionsbachelor, sygeplejerske, Nykøbing F, Studiestart: vinterstart;33;7;183;23;4,7;3,4
5220;;Professionshøjskolen Absalon i alt;2.778;195;14.716;3.526;;
5230;;Professionshøjskolen UC Syddanmark;;;;;;
5240;40660;Professionsbachelor, bioanalytiker, Esbjerg Ø, Studiestart: sommerstart;40;12;172;60;6,8;4,8
5250;42080;Professionsbachelor, ergoterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart;69;2;199;59;3,8;Alle optaget, ledige pladser
5260;43200;Professionsbachelor, erhvervssprog og IT-baseret markedskommunikation, Haderslev, Studiestart: sommerstart;26;0;55;27;Alle optaget, ledige pladser;
5270;45160;Professionsbachelor, ernæring og sundhed, Haderslev, Studiestart: sommerstart;34;11;145;56;6,9;5,3
5280;46100;Professionsbachelor, folkeskolelærer, Haderslev, Studiestart: sommer- og vinterstart;99;0;239;153;Alle optaget, ledige pladser;
5290;46102;Professionsbachelor, folkeskolelærer, Haderslev, E-læring, Studiestart: sommer- og vinterstart;28;0;92;52;Alle optaget, ledige pladser;
5300;46110;Professionsbachelor, folkeskolelærer, Esbjerg Ø, Studiestart: sommer- og vinterstart;84;0;204;104;Alle optaget, ledige pladser;
5310;47100;Professionsbachelor, fysioterapeut, Esbjerg Ø, Studiestart: sommer- og vinterstart;107;28;432;101;6,9;5,7
5320;47110;Professionsbachelor, fysioterapeut, Haderslev, Studiestart: sommerstart;37;8;254;70;7,2;6,9
5330;47560;Professionsbachelor, grafisk kommunikation, Haderslev, Studiestart: sommerstart;35;2;132;60;100 % kvote 2;
5340;50015;Professionsbachelor, jordemoder, Esbjerg Ø, Studiestart: sommer- og vinterstart;64;12;494;164;10,5;10,2
5350;51510;Professionsbachelor, medie- og sonokommunikation, Haderslev, Studiestart: sommerstart;40;3;166;146;100 % kvote 2;
5360;52627;Professionsbachelor, offentlig administration, Haderslev, Studiestart: sommerstart;13;0;42;12;Alle optaget, ledige pladser;
5370;52630;Professionsbachelor, offentlig administration, Esbjerg Ø, Studiestart: sommerstart;33;0;76;36;Alle optaget, ledige pladser;
5380;53190;Professionsbachelor, pædagog, Kolding, Studiestart: sommer- og vinterstart;154;21;504;197;4,5;Alle optaget, ledige pladser
5390;53200;Professionsbachelor, pædagog, Aabenraa, E-læring, Studiestart: sommer- og vinterstart;39;4;131;72;4,4;3,9
5400;53210;Professionsbachelor, pædagog, Aabenraa, Studiestart: sommer- og vinterstart;186;16;336;229;4,6;Alle optaget, ledige pladser
5410;53220;Professionsbachelor, pædagog, Esbjerg Ø, Studiestart: sommer- og vinterstart;210;0;405;204;2,5;Alle optaget, ledige pladser
5420;54790;Professionsbachelor, skat, Haderslev, Studiestart: sommerstart;15;0;41;13;Alle optaget, ledige pladser;
5430;55210;Professionsbachelor, socialrådgiver, Esbjerg Ø, Studiestart: sommer- og vinterstart;170;14;424;164;4,4;Alle optaget, ledige pladser
5440;55220;Professionsbachelor, socialrådgiver, Aabenraa, Studiestart: sommer- og vinterstart;101;12;249;117;4,0;Alle optaget, ledige pladser
5450;56230;Professionsbachelor, sygeplejerske, Aabenraa, Studiestart: sommer- og vinterstart;96;18;287;114;5,6;4,0
5460;56237;Professionsbachelor, sygeplejerske, Aabenraa, E-læring, Studiestart: vinterstart;20;4;81;23;4,1;Alle optaget, ledige pladser
5470;56260;Professionsbachelor, sygeplejerske, Esbjerg Ø, Studiestart: sommer- og vinterstart;130;27;423;148;6,0;4,5
5480;78270;Laborant, Esbjerg Ø, Studiestart: sommerstart;18;2;59;26;8,9;Alle optaget, ledige pladser
5490;;Professionshøjskolen UC Syddanmark i alt;1.848;196;5.642;2.407;;
5500;;Professionshøjskolen Lillebælt University College;;;;;;
5510;40650;Professionsbachelor, bioanalytiker, Odense M, Studiestart: sommerstart;25;6;257;89;9,6;8,3
5520;42060;Professionsbachelor, ergoterapeut, Odense M, Studiestart: sommer- og vinterstart;85;12;296;93;6,5;5,4
5530;46080;Professionsbachelor, folkeskolelærer, Odense M, Studiestart: sommer- og vinterstart;227;0;534;258;Alle optaget, ledige pladser;
5540;46082;Professionsbachelor, folkeskolelærer, Odense M, E-læring, Studiestart: sommerstart;20;0;96;28;Alle optaget, ledige pladser;
5550;46120;Professionsbachelor, folkeskolelærer, Jelling, Studiestart: sommer- og vinterstart;76;0;206;98;Alle optaget, ledige pladser;
5560;46122;Professionsbachelor, folkeskolelærer, Jelling, E-læring, Studiestart: sommerstart;6;0;33;9;Alle optaget, ledige pladser;
5570;47080;Professionsbachelor, fysioterapeut, Odense M, Studiestart: sommer- og vinterstart;142;20;786;252;8,1;7,1
5580;52620;Professionsbachelor, offentlig administration, Odense M, Studiestart: sommer- og vinterstart;52;0;140;45;Alle optaget, ledige pladser;
5590;52625;Professionsbachelor, offentlig administration, Odense M, E-læring, Studiestart: sommerstart;21;0;89;23;Alle optaget, ledige pladser;
5600;53170;Professionsbachelor, pædagog, Odense M, Studiestart: sommer- og vinterstart;349;25;910;550;5,3;4,3
5610;53185;Professionsbachelor, pædagog, Svendborg, Studiestart: vinterstart;72;15;311;73;4,4;2,7
5620;53230;Professionsbachelor, pædagog, Jelling, Studiestart: sommer- og vinterstart;133;0;335;123;Alle optaget;
5630;54040;Professionsbachelor, radiograf, Odense M, Studiestart: sommer- og vinterstart;73;7;310;124;7,7;6,9
5640;55110;Professionsbachelor, socialrådgiver, Odense M, Studiestart: sommer- og vinterstart;221;15;701;288;6,3;5,7
5650;55120;Professionsbachelor, socialrådgiver, Odense M, E-læring, Studiestart: sommer- og vinterstart;103;10;313;121;5,4;4,8
5660;55140;Professionsbachelor, socialrådgiver, Vejle, Studiestart: sommer- og vinterstart;86;5;478;159;6,4;5,7
5670;56200;Professionsbachelor, sygeplejerske, Odense M, Studiestart: sommer- og vinterstart;246;16;1.053;450;7,9;7,3
5680;56220;Professionsbachelor, sygeplejerske, Svendborg, Studiestart: sommer- og vinterstart;96;8;499;125;6,7;6,5
5690;56280;Professionsbachelor, sygeplejerske, Vejle, Studiestart: sommer- og vinterstart;214;10;879;237;6,3;5,8
5700;;Professionshøjskolen Lillebælt University College i alt;2.247;149;8.226;3.145;;
5710;;Professionshøjskolen VIA University College;;;;;;
5720;40060;Professionsbachelor, psykomotorik, Randers C, Studiestart: sommer- og vinterstart;49;12;169;93;100 % kvote 2;
5730;40310;Bandagist/ortopædiingeniør, Aarhus N, Studiestart: vinterstart;10;1;24;10;6,8;Alle optaget, ledige pladser
5740;40670;Professionsbachelor, bioanalytiker, Aarhus N, Studiestart: sommer- og vinterstart;129;25;381;135;7,0;Alle optaget, ledige pladser
5750;41160;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Horsens, Studiestart: sommer- og vinterstart;101;0;205;117;Alle optaget, ledige pladser;
5760;41165;Bachelor of Architectural Technology and Construction Management, Horsens, Study start: Summer start and winter start;41;0;147;55;Alle optaget, ledige pladser;
5770;41170;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aarhus C, Studiestart: sommer- og vinterstart;211;2;379;213;4,3;4,1
5780;41175;Bachelor of Architectural Technology and Construction Management, Aarhus C, Study start: Summer start and winter start;63;0;197;68;Alle optaget, ledige pladser;
5790;41215;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Holstebro, Studiestart: sommer- og vinterstart;50;0;98;56;Alle optaget, ledige pladser;
5800;42100;Professionsbachelor, ergoterapeut, Holstebro, Studiestart: sommer- og vinterstart;72;2;189;72;4,2;Alle optaget, ledige pladser
5810;42120;Professionsbachelor, ergoterapeut, Aarhus N, Studiestart: sommer- og vinterstart;120;15;344;107;6,6;Alle optaget, ledige pladser
5820;44306;Professionsbachelor, procesøkonomi og værdikædeledelse , Horsens, Studiestart: sommerstart;0;0;10;5;Ikke oprettet;
5830;44310;Bachelor of Value Chain Management, Horsens, Study start: Summer start;30;0;153;45;Alle optaget, ledige pladser;
5840;44311;Professionsbachelor, procesøkonomi og værdikædeledelse , Aarhus C, Studiestart: sommerstart;24;0;71;18;Alle optaget, ledige pladser;
5850;44315;Bachelor of Value Chain Management, Aarhus C, Study start: Summer start;62;2;217;76;5,6;Alle optaget
5860;45210;Professionsbachelor, ernæring og sundhed, Aarhus N, Studiestart: sommerstart;69;16;418;197;8,8;8,1
5870;45215;Bachelor of Global Nutrition and Health, Aarhus N, Study start: Summer start;39;15;209;88;9,1;Alle optaget, ledige pladser
5880;46130;Professionsbachelor, folkeskolelærer, Lemvig, Studiestart: sommer- og vinterstart;76;0;150;98;Alle optaget, ledige pladser;
5890;46140;Professionsbachelor, folkeskolelærer, Skive, Studiestart: sommer- og vinterstart;57;0;167;74;Alle optaget, ledige pladser;
5900;46150;Professionsbachelor, folkeskolelærer, Aarhus C, Studiestart: sommerstart;505;41;1.115;596;7,0;Alle optaget, ledige pladser
5910;46160;Professionsbachelor, folkeskolelærer, Silkeborg, Studiestart: sommer- og vinterstart;107;0;406;106;Alle optaget, ledige pladser;
5920;47120;Professionsbachelor, fysioterapeut, Holstebro, Studiestart: sommer- og vinterstart;80;17;405;116;7,4;6,4
5930;47140;Professionsbachelor, fysioterapeut, Aarhus N, Studiestart: sommer- og vinterstart;146;23;935;395;9,6;8,8
5940;49205;Bachelor of Engineering in Materials Science and Product Design, Herning, Study start: Summer start;12;0;54;19;Alle optaget, ledige pladser;
5950;49220;Diplomingeniør, eksport og teknologi, Horsens, Studiestart: sommerstart;0;0;14;0;Ikke oprettet;
5960;49225;Diplomingeniør, eksport og teknologi, Aarhus C, Studiestart: sommerstart;29;0;66;19;Alle optaget, ledige pladser;
5970;49310;Diplomingeniør, byggeri og anlæg, Horsens, Studiestart: sommer- og vinterstart;30;0;65;28;Alle optaget, ledige pladser;
5980;49315;Bachelor of Engineering in Global Business Engineering, Horsens, Study start: Summer start;33;0;89;31;Alle optaget, ledige pladser;
5990;49317;Bachelor of Engineering in Global Business Engineering, Aarhus C, Study start: Summer start;55;0;156;41;Alle optaget, ledige pladser;
6000;49319;Diplomingeniør, informations- og kommunikationsteknologi, Horsens, Studiestart: sommer- og vinterstart;11;0;26;10;Alle optaget, ledige pladser;
6010;49320;Bachelor of Engineering in Information and Communication Technology, Horsens, Study start: Summer start and winter start;118;0;272;170;Alle optaget, ledige pladser;
6020;49325;Diplomingeniør, maskinteknologi, Horsens, Studiestart: sommerstart;10;0;31;11;Alle optaget, ledige pladser;
6030;49327;Diplomingeniør, maskinteknologi, Horsens, E-læring, Studiestart: sommerstart;0;0;25;4;Ikke oprettet;
6040;49340;Diplomingeniør, produktion (produktionsteknik), Horsens, Studiestart: sommerstart;17;0;27;19;Alle optaget, ledige pladser;
6050;49410;Bachelor of Engineering in Civil Engineering, Horsens, Study start: Summer start and winter start;28;0;98;46;Alle optaget, ledige pladser;
6060;49425;Bachelor of Engineering in Mechanical Engineering, Horsens, Study start: Summer start;40;0;151;72;Alle optaget, ledige pladser;
6070;49700;Diplomingeniør, forsyningsteknik i vand, spildevand og fjernvarme, Horsens, Studiestart: sommerstart;0;0;19;2;Ikke oprettet;
6080;49702;Diplomingeniør, forsyningsteknik i vand, spildevand og fjernvarme, Horsens, E-læring, Studiestart: sommerstart;0;0;19;4;Ikke oprettet;
6090;49705;Bachelor of Engineering in Supply Engineering, Water, Waste Water and District Heating, Horsens, Study start: Summer start;11;0;48;15;Alle optaget, ledige pladser;
6100;49707;Bachelor of Engineering in Supply Engineering, Water, Waste Water and District Heating, Horsens, E-læring, Study start: Summer start;0;0;21;2;Ikke oprettet;
6110;50610;Bachelor of Animation, Viborg, Study start: Summer start;49;3;382;340;100 % kvote 2;
6120;50630;Professionsbachelor, Multiplatform Storytelling and Production, Aarhus C, Studiestart: sommerstart;30;1;277;189;100 % kvote 2;
6130;50860;Professionsbachelor, kristendom, kultur og kommunikation, Højbjerg, Studiestart: sommerstart;27;0;51;23;Alle optaget, ledige pladser;
6140;52640;Professionsbachelor, offentlig administration, Aarhus C, Studiestart: sommerstart;90;6;226;78;3,8;Alle optaget, ledige pladser
6150;52643;Professionsbachelor, offentlig administration, Aarhus C, E-læring, Studiestart: vinterstart;27;0;78;27;Alle optaget, ledige pladser;
6160;52645;Professionsbachelor, offentlig administration, Viborg, Studiestart: sommerstart;19;0;62;15;Alle optaget, ledige pladser;
6170;53240;Professionsbachelor, pædagog, Ikast, Studiestart: sommer- og vinterstart;118;2;261;117;3,6;Alle optaget, ledige pladser
6180;53250;Professionsbachelor, pædagog, Holstebro, Studiestart: sommer- og vinterstart;151;0;345;153;Alle optaget, ledige pladser;
6190;53260;Professionsbachelor, pædagog, Aarhus C, Studiestart: sommer- og vinterstart;438;90;1.315;687;6,6;5,3
6200;53273;Professionsbachelor, pædagog, Grenaa, Studiestart: sommerstart;32;5;166;70;5,4;5,0
6210;53275;Professionsbachelor, pædagog, Randers C, Studiestart: sommer- og vinterstart;118;30;563;212;5,9;4,7
6220;53280;Professionsbachelor, pædagog, Horsens, Studiestart: sommer- og vinterstart;140;24;414;151;5,0;Alle optaget, ledige pladser
6230;53290;Professionsbachelor, pædagog, Viborg, Studiestart: sommer- og vinterstart;168;22;509;173;4,9;Alle optaget, ledige pladser
6240;53292;Professionsbachelor, pædagog, Viborg, E-læring, Studiestart: sommerstart;54;9;204;82;5,5;Alle optaget, ledige pladser
6250;54550;Professionsbachelor, diakoni og socialpædagogik, Højbjerg, Studiestart: sommer- og vinterstart;74;14;201;94;6,8;Alle optaget, ledige pladser
6260;55310;Professionsbachelor, socialrådgiver, Aarhus C, Studiestart: sommer- og vinterstart;300;60;1.082;478;7,2;6,0
6270;55313;Professionsbachelor, socialrådgiver, Aarhus C, E-læring, Studiestart: vinterstart;70;16;301;107;6,1;4,3
6280;55320;Professionsbachelor, socialrådgiver, Holstebro, Studiestart: sommer- og vinterstart;128;25;343;151;5,6;Alle optaget, ledige pladser
6290;56300;Professionsbachelor, sygeplejerske, Holstebro, Studiestart: sommer- og vinterstart;82;30;378;120;6,5;Alle optaget, ledige pladser
6300;56340;Professionsbachelor, sygeplejerske, Aarhus N, Studiestart: sommer- og vinterstart;282;58;1.419;576;9,1;8,1
6310;56360;Professionsbachelor, sygeplejerske, Silkeborg, Studiestart: sommer- og vinterstart;90;25;655;97;7,0;4,9
6320;56370;Professionsbachelor, sygeplejerske, Horsens, Studiestart: sommer- og vinterstart;88;25;598;122;7,0;5,6
6330;56380;Professionsbachelor, sygeplejerske, Viborg, Studiestart: sommer- og vinterstart;97;27;546;139;6,4;4,3
6340;56385;Professionsbachelor, sygeplejerske, Viborg, E-læring, Studiestart: sommerstart;19;11;147;33;7,4;Alle optaget, ledige pladser
6350;56400;Professionsbachelor, sygeplejerske, Randers C, Studiestart: sommer- og vinterstart;91;23;593;123;7,4;5,6
6360;57360;Professionsbachelor, tekstildesign, -håndværk og formidling, Herning, Studiestart: sommerstart;7;0;37;15;100 % kvote 2, ledige pladser;
6370;73110;Designteknolog, Herning, Studiestart: sommerstart;237;0;455;297;100 % kvote 2;
6380;73115;AP Graduate in Design, Technology and Business, Herning, Study start: Summer start;91;1;270;173;100 % kvote 2;
6390;79460;Markedsføringsøkonom, Horsens, Studiestart: sommerstart;31;0;77;27;Alle optaget, ledige pladser;
6400;79465;AP Graduate in Marketing Management, Horsens, Study start: Summer start;127;0;436;171;Alle optaget, ledige pladser;
6410;84360;Produktionsteknolog, Horsens, Studiestart: sommer- og vinterstart;17;0;23;18;Alle optaget, ledige pladser;
6420;;Professionshøjskolen VIA University College i alt;5.727;678;19.984;8.291;;
6430;;Professionshøjskolen University College Nordjylland;;;;;;
6440;41210;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aalborg SV, Studiestart: sommer- og vinterstart;130;0;216;127;Alle optaget, ledige pladser;
6450;41212;Bachelor of Architectural Technology and Construction Management, Aalborg SV, Study start: Summer start;42;0;134;48;Alle optaget, ledige pladser;
6460;41590;Professionsbachelor, eksport og teknologi, Aalborg, Studiestart: sommerstart;14;0;47;13;Alle optaget, ledige pladser;
6470;41595;Bachelor of Export and Technology Management, Aalborg, Study start: Summer start;39;0;122;39;Alle optaget, ledige pladser;
6480;42140;Professionsbachelor, ergoterapeut, Aalborg Øst, Studiestart: sommer- og vinterstart;84;11;263;87;6,6;Alle optaget, ledige pladser
6490;45880;Professionsbachelor, finans, Aalborg, Studiestart: sommerstart;140;10;330;148;5,5;Alle optaget, ledige pladser
6500;46170;Professionsbachelor, folkeskolelærer, Aalborg SØ, Studiestart: sommerstart;267;0;609;288;Alle optaget, ledige pladser;
6510;46180;Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: sommerstart;41;0;168;42;Alle optaget, ledige pladser;
6520;46185;Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: vinterstart;9;0;43;10;Alle optaget, ledige pladser;
6530;47160;Professionsbachelor, fysioterapeut, Aalborg Øst, Studiestart: sommer- og vinterstart;150;28;725;263;8,2;7,0
6540;50020;Professionsbachelor, jordemoder, Aalborg Øst, Studiestart: sommer- og vinterstart;70;10;569;260;10,7;10,6
6550;52510;Professionsbachelor, natur- og kulturformidling, Hjørring, Studiestart: sommerstart;37;2;74;35;5,3;Alle optaget, ledige pladser
6560;52650;Professionsbachelor, offentlig administration, Aalborg, Studiestart: sommerstart;58;0;151;54;Alle optaget, ledige pladser;
6570;53300;Professionsbachelor, pædagog, Aalborg SØ, Studiestart: sommer- og vinterstart;292;60;961;568;6,1;5,4
6580;53330;Professionsbachelor, pædagog, Hjørring, Studiestart: sommer- og vinterstart;114;23;465;199;5,7;5,2
6590;53340;Professionsbachelor, pædagog, Thisted, Studiestart: sommer- og vinterstart;64;10;146;82;4,7;4,1
6600;54060;Professionsbachelor, radiograf, Aalborg Øst, Studiestart: sommer- og vinterstart;54;10;231;95;8,0;6,4
6610;56390;Professionsbachelor, sygeplejerske, Thisted, Studiestart: sommerstart;36;6;141;54;5,9;4,5
6620;56420;Professionsbachelor, sygeplejerske, Aalborg Øst, Studiestart: sommer- og vinterstart;196;30;879;346;8,2;6,9
6630;56440;Professionsbachelor, sygeplejerske, Hjørring, Studiestart: sommer- og vinterstart;135;22;421;110;6,4;4,6
6640;70390;Automationsteknolog, Aalborg SV, Studiestart: sommerstart;15;0;28;14;Alle optaget, ledige pladser;
6650;70395;AP Graduate in Automation Engineering, Aalborg SV, Study start: Summer start;14;0;54;16;Alle optaget, ledige pladser;
6660;71810;Datamatiker, Aalborg SV, Studiestart: sommerstart;56;7;171;91;5,9;4,1
6670;71812;Datamatiker, Aalborg SV, Studiestart: vinterstart;16;0;55;12;Alle optaget, ledige pladser;
6680;71815;AP Graduate in Computer Science, Aalborg SV, Study start: Summer start;75;5;293;133;6,9;Alle optaget, ledige pladser
6690;73160;Designteknolog, Aalborg SV, Studiestart: sommerstart;60;6;151;87;100 % kvote 2;
6700;73165;AP Graduate in Design, Technology and Business, Aalborg SV, Study start: Summer start;35;3;184;77;100 % kvote 2;
6710;73390;Energiteknolog, Aalborg SV, Studiestart: sommerstart;11;0;28;8;Alle optaget, ledige pladser;
6720;74160;Finansøkonom, Aalborg, Studiestart: sommerstart;130;6;485;183;5,2;Alle optaget, ledige pladser
6730;74165;Finansøkonom, Thisted, Studiestart: sommerstart;10;0;34;15;Alle optaget, ledige pladser;
6740;74460;Financial controller, Aalborg, Studiestart: sommerstart;55;0;126;48;Alle optaget, ledige pladser;
6750;75410;Installatør, stærkstrøm, Aalborg SV, Studiestart: sommerstart;9;0;11;9;100 % kvote 2;
6760;75413;Installatør, stærkstrøm, Aalborg SV, E-læring, Studiestart: vinterstart;4;0;5;4;100 % kvote 2;
6770;75415;Installatør, VVS, Aalborg SV, Studiestart: sommerstart;5;0;7;5;100 % kvote 2;
6780;75418;Installatør, VVS, Aalborg SV, E-læring, Studiestart: vinterstart;1;0;2;2;100 % kvote 2;
6790;76260;It-teknolog, Aalborg SV, Studiestart: sommerstart;32;2;78;30;3,3;Alle optaget, ledige pladser
6800;79610;Markedsføringsøkonom, Aalborg, Studiestart: sommerstart;132;2;311;120;3,7;Alle optaget, ledige pladser
6810;79615;AP Graduate in Marketing Management, Aalborg, Study start: Summer start;50;5;281;82;7,0;4,0
6820;79620;Markedsføringsøkonom, Thisted, Studiestart: sommerstart;3;0;17;4;Alle optaget, ledige pladser;
6830;81610;Multimediedesigner, Aalborg SV, Studiestart: sommerstart;31;6;156;46;7,1;5,4
6840;81615;AP Graduate in Multimedia Design and Communication, Aalborg SV, Study start: Summer start;40;4;259;86;9,0;6,9
6850;84460;Produktionsteknolog, Aalborg SV, Studiestart: sommer- og vinterstart;36;0;47;37;Alle optaget, ledige pladser;
6860;86210;Serviceøkonom, Aalborg, Studiestart: sommerstart;115;0;207;100;Alle optaget, ledige pladser;
6870;86212;Serviceøkonom, Aalborg, E-læring, Studiestart: sommerstart;30;3;97;59;7,1;6,4
6880;86215;AP Graduate in Service, Hospitality and Tourism Management, Aalborg, Study start: Summer start;85;6;271;123;6,8;Alle optaget, ledige pladser
6890;86217;AP Graduate in Service, Hospitality and Tourism Management, Aalborg, E-læring, Study start: Summer start;30;2;79;40;6,6;Alle optaget, ledige pladser
6900;;Professionshøjskolen University College Nordjylland i alt;3.052;279;10.132;4.299;;
6910;;Danmarks Medie- og Journalisthøjskole;;;;;;
6920;47510;Professionsbachelor, visuel kommunikation, København NV, Studiestart: sommerstart;95;7;814;438;100 % kvote 2;
6930;50310;Professionsbachelor, journalist, Aarhus N, Studiestart: sommer- og vinterstart;224;22;1.054;607;100 % kvote 2;
6940;50315;Professionsbachelor, fotojournalist, Aarhus N, Studiestart: sommerstart;12;2;159;72;100 % kvote 2;
6950;50745;Professionsbachelor, kommunikation, København NV, Studiestart: vinterstart;53;14;264;121;11,2;9,9
6960;50750;Professionsbachelor, kommunikation, Aarhus N, Studiestart: sommerstart;52;14;304;165;11,2;10,8
6970;52010;Professionsbachelor, medieproduktion og ledelse, København NV, Studiestart: sommerstart;50;8;358;165;100 % kvote 2;
6980;52030;Professionsbachelor, tv- og medietilrettelæggelse, København NV, Studiestart: sommerstart;40;4;402;217;100 % kvote 2;
6990;;Danmarks Medie- og Journalisthøjskole i alt;526;71;3.355;1.785;;
7000;;Den Frie Lærerskole;;;;;;
7010;46510;Lærer til de frie skoler, Vester Skerninge, Studiestart: sommerstart;70;0;142;109;100 % kvote 2;
7020;;Den Frie Lærerskole i alt;70;0;142;109;;
7030;;Maskinmesterskolen København;;;;;;
7040;51010;Professionsbachelor, maskinmester, Kongens Lyngby, Studiestart: sommerstart;134;1;230;150;Udenfor kvotesystem;
7050;51015;Professionsbachelor, maskinmester, Kongens Lyngby, Studiestart: vinterstart;6;0;34;8;Udenfor kvotesystem;
7060;51020;Professionsbachelor, maskinmester, Rønne, Studiestart: sommerstart;0;0;8;2;Ikke oprettet;
7070;;Maskinmesterskolen København i alt;140;1;272;160;;
7080;;Svendborg International Maritime Academy, SIMAC;;;;;;
7090;51110;Professionsbachelor, maskinmester, Svendborg, Studiestart: sommerstart;73;0;115;71;Udenfor kvotesystem;
7100;51115;Professionsbachelor, maskinmester, Svendborg, Studiestart: vinterstart;6;0;23;7;Udenfor kvotesystem;
7110;79710;Professionsbachelor, skibsofficer, Svendborg, Studiestart: sommerstart;21;0;31;24;Udenfor kvotesystem;
7120;79810;Professionsbachelor, skibsfører, Svendborg, Studiestart: sommerstart;31;0;39;34;Udenfor kvotesystem;
7130;;Svendborg International Maritime Academy, SIMAC i alt;131;0;208;136;;
7140;;Fredericia Maskinmesterskole;;;;;;
7150;51200;Professionsbachelor, maskinmester, Esbjerg, Studiestart: sommer- og vinterstart;33;0;63;34;Udenfor kvotesystem;
7160;51210;Professionsbachelor, maskinmester, Fredericia, Studiestart: sommer- og vinterstart;64;2;126;80;Udenfor kvotesystem;
7170;;Fredericia Maskinmesterskole i alt;97;2;189;114;;
7180;;Aarhus Maskinmesterskole;;;;;;
7190;51260;Professionsbachelor, maskinmester, Aarhus C, Studiestart: sommerstart;151;1;223;160;Udenfor kvotesystem;
7200;51265;Professionsbachelor, maskinmester, Aarhus C, Studiestart: vinterstart;65;0;94;65;Udenfor kvotesystem;
7210;51267;Professionsbachelor, maskinmester, Aarhus C, E-læring, Studiestart: vinterstart;24;0;30;24;Udenfor kvotesystem;
7220;;Aarhus Maskinmesterskole i alt;240;1;347;249;;
7230;;MARTEC;;;;;;
