;OptOmrNr;Optagelsesområder;Antal Optagne;;Antal ansøgere;;Adgangskvotient;
6070;41175;Bachelor of Architectural Technology and Construction Management, Aarhus C, Study start: Summer start and winter start; 89 ; 3 ; 264 ; 109 ;7,8;Alle optaget, ledige pladser
6080;41215;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Holstebro, Studiestart: sommer- og vinterstart; 43 ; -   ; 94 ; 55 ;Alle optaget, ledige pladser;
6090;42100;Professionsbachelor, ergoterapeut, Holstebro, Studiestart: sommer- og vinterstart; 47 ; -   ; 124 ; 36 ;Alle optaget, ledige pladser;
6100;42120;Professionsbachelor, ergoterapeut, Aarhus N, Studiestart: sommer- og vinterstart; 120 ; 29 ; 384 ; 131 ;7,2;Alle optaget, ledige pladser
6110;44310;Bachelor of Value Chain Management, Horsens, Study start: Summer start; 39 ; -   ; 142 ; 38 ;3,3;Alle optaget, ledige pladser
6120;44311;Professionsbachelor, procesøkonomi og værdikædeledelse , Aarhus C, Studiestart: sommerstart; 81 ; -   ; 169 ; 69 ;Alle optaget, ledige pladser;
6130;44315;Bachelor of Value Chain Management, Aarhus C, Study start: Summer start; 81 ; 1 ; 258 ; 85 ;2,3;Alle optaget, ledige pladser
6140;45210;Professionsbachelor, ernæring og sundhed, Aarhus N, Studiestart: sommerstart; 69 ; 19 ; 437 ; 237 ;9,0;8,0
6150;45215;Bachelor of Global Nutrition and Health, Aarhus N, Study start: Summer start; 38 ; 19 ; 243 ; 125 ;9,2;Alle optaget, ledige pladser
6160;46130;Professionsbachelor, folkeskolelærer, Lemvig, Studiestart: sommerstart; 53 ; -   ; 90 ; 56 ;Alle optaget, ledige pladser;
6170;46132;Professionsbachelor, folkeskolelærer, Lemvig, E-læring, Studiestart: sommerstart; 32 ; -   ; 82 ; 38 ;Alle optaget, ledige pladser;
6180;46140;Professionsbachelor, folkeskolelærer, Skive, Studiestart: sommerstart; 39 ; -   ; 112 ; 50 ;Alle optaget, ledige pladser;
6190;46150;Professionsbachelor, folkeskolelærer, Aarhus C, Studiestart: sommerstart; 505 ; 15 ; 1.056 ; 550 ;7,0;Alle optaget, ledige pladser
6200;46160;Professionsbachelor, folkeskolelærer, Silkeborg, Studiestart: sommer- og vinterstart; 109 ; -   ; 355 ; 106 ;Alle optaget, ledige pladser;
6210;47120;Professionsbachelor, fysioterapeut, Holstebro, Studiestart: sommer- og vinterstart; 80 ; 17 ; 290 ; 96 ;7,0;3,5
6220;47140;Professionsbachelor, fysioterapeut, Aarhus N, Studiestart: sommer- og vinterstart; 146 ; 27 ; 799 ; 361 ;9,1;8,3
6230;49205;Bachelor of Engineering in Materials Science, Herning, Study start: Summer start; -   ; -   ; 40 ; 8 ;Ikke oprettet;
6240;49225;Diplomingeniør, eksport og teknologi, Aarhus C, Studiestart: sommerstart; 41 ; -   ; 120 ; 38 ;Alle optaget, ledige pladser;
6250;49310;Diplomingeniør, byggeri og anlæg, Horsens, Studiestart: sommer- og vinterstart; 42 ; -   ; 80 ; 40 ;Alle optaget, ledige pladser;
6260;49315;Bachelor of Engineering in Global Business Engineering, Horsens, Study start: Summer start; 28 ; -   ; 104 ; 29 ;Alle optaget, ledige pladser;
6270;49317;Bachelor of Engineering in Global Business Engineering, Aarhus C, Study start: Summer start; 63 ; -   ; 180 ; 60 ;Alle optaget, ledige pladser;
6280;49319;Diplomingeniør, softwareteknologi, Horsens, Studiestart: sommerstart; 33 ; -   ; 88 ; 33 ;Alle optaget, ledige pladser;
6290;49320;Bachelor of Engineering in Software Technology, Horsens, Study start: Summer start and winter start; 170 ; -   ; 370 ; 218 ;Alle optaget, ledige pladser;
6300;49325;Diplomingeniør, maskinteknologi, Horsens, Studiestart: sommerstart; 15 ; -   ; 40 ; 15 ;Alle optaget, ledige pladser;
6310;49340;Diplomingeniør, produktion (produktionsteknik), Horsens, Studiestart: sommerstart; 19 ; -   ; 45 ; 18 ;Alle optaget, ledige pladser;
6320;49410;Bachelor of Engineering in Civil Engineering, Horsens, Study start: Summer start; 29 ; -   ; 115 ; 39 ;Alle optaget, ledige pladser;
6330;49425;Bachelor of Engineering in Mechanical Engineering, Horsens, Study start: Summer start; 42 ; -   ; 154 ; 66 ;Alle optaget, ledige pladser;
6340;49700;Diplomingeniør, Klima og forsyningsteknik, Horsens, Studiestart: sommerstart; -   ; -   ; 13 ; -   ;Ikke oprettet;
6350;49705;Bachelor of Engineering in Climate and Supply Engineering, Horsens, Study start: Summer start; 32 ; -   ; 79 ; 33 ;Alle optaget, ledige pladser;
6360;50610;Bachelor of Animation, Viborg, Study start: Summer start; 52 ; 1 ; 349 ; 318 ;100 % kvote 2;
6370;50630;Professionsbachelor, Multiplatform Storytelling and Production, Aarhus C, Studiestart: sommerstart; 30 ; 2 ; 306 ; 213 ;100 % kvote 2;
6380;50860;Professionsbachelor, kristendom, kultur og kommunikation, Højbjerg, Studiestart: sommerstart; 30 ; -   ; 56 ; 24 ;Alle optaget, ledige pladser;
6390;52640;Professionsbachelor, offentlig administration, Aarhus C, Studiestart: sommerstart; 109 ; -   ; 247 ; 84 ;Alle optaget, ledige pladser;
6400;53240;Professionsbachelor, pædagog, Ikast, Studiestart: sommer- og vinterstart; 101 ; -   ; 191 ; 104 ;Alle optaget, ledige pladser;
6410;53250;Professionsbachelor, pædagog, Holstebro, Studiestart: sommer- og vinterstart; 122 ; -   ; 246 ; 128 ;Alle optaget, ledige pladser;
6420;53260;Professionsbachelor, pædagog, Aarhus C, Studiestart: sommer- og vinterstart; 452 ; 105 ; 1.208 ; 647 ;6,4;4,6
6430;53273;Professionsbachelor, pædagog, Grenaa, Studiestart: sommerstart; 32 ; 3 ; 104 ; 35 ;4,5;Alle optaget, ledige pladser
6440;53275;Professionsbachelor, pædagog, Randers C, Studiestart: sommer- og vinterstart; 138 ; 38 ; 470 ; 196 ;5,5;2,1
6450;53280;Professionsbachelor, pædagog, Horsens, Studiestart: sommer- og vinterstart; 155 ; 5 ; 398 ; 141 ;3,2;Alle optaget, ledige pladser
6460;53290;Professionsbachelor, pædagog, Viborg, Studiestart: sommer- og vinterstart; 167 ; -   ; 351 ; 144 ;Alle optaget, ledige pladser;
6470;53292;Professionsbachelor, pædagog, Viborg, E-læring, Studiestart: sommerstart; 54 ; 9 ; 180 ; 98 ;6,3;Alle optaget, ledige pladser
6480;54550;Professionsbachelor, diakoni og socialpædagogik, Højbjerg, Studiestart: sommer- og vinterstart; 80 ; 16 ; 235 ; 115 ;7,1;5,8
6490;54810;Professionsbachelor, skat, Herning, Studiestart: sommerstart; 23 ; -   ; 60 ; 22 ;Alle optaget, ledige pladser;
6500;55310;Professionsbachelor, socialrådgiver, Aarhus C, Studiestart: sommer- og vinterstart; 300 ; 60 ; 963 ; 410 ;6,9;4,9
6510;55313;Professionsbachelor, socialrådgiver, Aarhus C, E-læring, Studiestart: sommerstart; 70 ; 16 ; 360 ; 138 ;6,3;4,8
6520;55320;Professionsbachelor, socialrådgiver, Holstebro, Studiestart: sommer- og vinterstart; 132 ; 3 ; 291 ; 131 ;3,4;Alle optaget, ledige pladser
6530;56300;Professionsbachelor, sygeplejerske, Holstebro, Studiestart: sommer- og vinterstart; 149 ; -   ; 305 ; 129 ;2,3;Alle optaget, ledige pladser
6540;56340;Professionsbachelor, sygeplejerske, Aarhus N, Studiestart: sommer- og vinterstart; 317 ; 59 ; 1.407 ; 632 ;8,6;7,8
6550;56360;Professionsbachelor, sygeplejerske, Silkeborg, Studiestart: sommer- og vinterstart; 110 ; 25 ; 653 ; 95 ;6,8;5,7
6560;56370;Professionsbachelor, sygeplejerske, Horsens, Studiestart: sommer- og vinterstart; 123 ; 38 ; 623 ; 126 ;6,0;3,1
6570;56380;Professionsbachelor, sygeplejerske, Viborg, Studiestart: sommer- og vinterstart; 107 ; 14 ; 425 ; 96 ;5,6;Alle optaget, ledige pladser
6580;56385;Professionsbachelor, sygeplejerske, Viborg, E-læring, Studiestart: sommerstart; 28 ; 11 ; 161 ; 47 ;6,0;Alle optaget, ledige pladser
6590;56400;Professionsbachelor, sygeplejerske, Randers C, Studiestart: sommer- og vinterstart; 106 ; 25 ; 491 ; 110 ;6,5;3,9
6600;57360;Professionsbachelor, tekstildesign, -håndværk og formidling, Herning, Studiestart: sommerstart; 16 ; -   ; 46 ; 20 ;100 % kvote 2;
6610;73110;Designteknolog, Herning, Studiestart: sommerstart; 228 ; 3 ; 478 ; 293 ;100 % kvote 2;
6620;73115;AP Graduate in Design, Technology and Business, Herning, Study start: Summer start; 92 ; 1 ; 263 ; 137 ;100 % kvote 2;
6630;79460;Markedsføringsøkonom, Horsens, Studiestart: sommerstart; 35 ; -   ; 121 ; 29 ;Alle optaget, ledige pladser;
6640;79465;AP Graduate in Marketing Management, Horsens, Study start: Summer start; 125 ; -   ; 359 ; 116 ;Alle optaget, ledige pladser;
6650;84360;Produktionsteknolog, Horsens, Studiestart: sommer- og vinterstart; 10 ; -   ; 25 ; 12 ;Alle optaget, ledige pladser;
6660;88160;Kort- og landmålingstekniker, Horsens, Studiestart: sommerstart; 51 ; -   ; 93 ; 68 ;Alle optaget, ledige pladser;
6670;;Professionshøjskolen VIA University College i alt; 6.170 ; 621 ; 19.332 ; 8.317 ;;
6680;;Professionshøjskolen University College Nordjylland;;;;;;
6690;41210;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aalborg SV, Studiestart: sommer- og vinterstart; 162 ; -   ; 279 ; 156 ;2,6;Alle optaget, ledige pladser
6700;41212;Bachelor of Architectural Technology and Construction Management, Aalborg SV, Study start: Summer start; 32 ; -   ; 133 ; 39 ;Alle optaget, ledige pladser;
6710;41590;Professionsbachelor, eksport og teknologi, Aalborg, Studiestart: sommerstart; 22 ; -   ; 60 ; 16 ;Alle optaget, ledige pladser;
6720;41595;Bachelor of Export and Technology Management, Aalborg, Study start: Summer start; 40 ; -   ; 124 ; 33 ;Alle optaget, ledige pladser;
6730;42140;Professionsbachelor, ergoterapeut, Aalborg Øst, Studiestart: sommer- og vinterstart; 84 ; 12 ; 281 ; 106 ;6,6;5,1
6740;45880;Professionsbachelor, finans, Aalborg, Studiestart: sommerstart; 170 ; 5 ; 396 ; 167 ;4,5;Alle optaget, ledige pladser
6750;46170;Professionsbachelor, folkeskolelærer, Aalborg SØ, Studiestart: sommerstart; 238 ; -   ; 525 ; 274 ;Alle optaget, ledige pladser;
6760;46180;Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: sommerstart; 48 ; -   ; 144 ; 57 ;Alle optaget, ledige pladser;
6770;46185;Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: vinterstart; 6 ; -   ; 56 ; 9 ;Alle optaget, ledige pladser;
6780;47160;Professionsbachelor, fysioterapeut, Aalborg Øst, Studiestart: sommer- og vinterstart; 150 ; 30 ; 557 ; 213 ;8,0;6,2
6790;50020;Professionsbachelor, jordemoder, Aalborg Øst, Studiestart: sommer- og vinterstart; 80 ; 12 ; 650 ; 313 ;10,2;9,8
6800;52510;Professionsbachelor, natur- og kulturformidling, Hjørring, Studiestart: sommerstart; 32 ; 4 ; 89 ; 49 ;7,5;5,8
6810;52650;Professionsbachelor, offentlig administration, Aalborg, Studiestart: sommerstart; 70 ; 1 ; 168 ; 64 ;2,8;Alle optaget, ledige pladser
6820;53300;Professionsbachelor, pædagog, Aalborg SØ, Studiestart: sommer- og vinterstart; 346 ; 68 ; 880 ; 509 ;5,7;4,8
6830;53330;Professionsbachelor, pædagog, Hjørring, Studiestart: sommer- og vinterstart; 140 ; 28 ; 403 ; 173 ;5,2;3,6
6840;53340;Professionsbachelor, pædagog, Thisted, Studiestart: sommer- og vinterstart; 56 ; -   ; 101 ; 57 ;Alle optaget, ledige pladser;
6850;54060;Professionsbachelor, radiograf, Aalborg Øst, Studiestart: sommer- og vinterstart; 60 ; 14 ; 263 ; 91 ;7,8;6,8
6860;56390;Professionsbachelor, sygeplejerske, Thisted, Studiestart: sommerstart; 36 ; 7 ; 131 ; 41 ;6,9;4,8
6870;56420;Professionsbachelor, sygeplejerske, Aalborg Øst, Studiestart: sommer- og vinterstart; 206 ; 37 ; 828 ; 331 ;7,9;6,2
6880;56440;Professionsbachelor, sygeplejerske, Hjørring, Studiestart: sommer- og vinterstart; 145 ; 15 ; 392 ; 99 ;5,4;Alle optaget, ledige pladser
6890;70390;Automationsteknolog, Aalborg SV, Studiestart: sommerstart; 23 ; -   ; 53 ; 24 ;Alle optaget, ledige pladser;
6900;70395;AP Graduate in Automation Engineering, Aalborg SV, Study start: Summer start; 24 ; 3 ; 83 ; 37 ;5,5;5,0
6910;71810;Datamatiker, Aalborg SV, Studiestart: sommerstart; 60 ; 6 ; 201 ; 91 ;6,1;Alle optaget, ledige pladser
6920;71812;Datamatiker, Aalborg SV, Studiestart: vinterstart; 22 ; -   ; 80 ; 10 ;Alle optaget, ledige pladser;
6930;71815;AP Graduate in Computer Science, Aalborg SV, Study start: Summer start; 80 ; 8 ; 318 ; 134 ;7,6;6,2
6940;73160;Designteknolog, Aalborg SV, Studiestart: sommerstart; 58 ; 8 ; 190 ; 105 ;100 % kvote 2;
6950;73165;AP Graduate in Design, Technology and Business, Aalborg SV, Study start: Summer start; 37 ; 4 ; 182 ; 66 ;100 % kvote 2;
6960;73390;Energiteknolog, Aalborg SV, Studiestart: sommerstart; 12 ; -   ; 29 ; 13 ;Alle optaget, ledige pladser;
6970;74160;Finansøkonom, Aalborg, Studiestart: sommerstart; 180 ; 6 ; 501 ; 194 ;4,0;Alle optaget, ledige pladser
6980;74165;Finansøkonom, Thisted, Studiestart: sommerstart; 21 ; -   ; 40 ; 22 ;Alle optaget, ledige pladser;
6990;74460;Financial controller, Aalborg, Studiestart: sommerstart; 51 ; -   ; 133 ; 44 ;Alle optaget, ledige pladser;
7000;75410;Installatør, stærkstrøm, Aalborg SV, Studiestart: sommerstart; 10 ; -   ; 12 ; 10 ;100 % kvote 2;
7010;75413;Installatør, stærkstrøm, Aalborg SV, E-læring, Studiestart: vinterstart; 1 ; -   ; 5 ; 1 ;100 % kvote 2;
7020;75415;Installatør, VVS, Aalborg SV, Studiestart: sommerstart; 3 ; -   ; 6 ; 3 ;100 % kvote 2;
7030;75418;Installatør, VVS, Aalborg SV, E-læring, Studiestart: vinterstart; 1 ; -   ; 1 ; 1 ;100 % kvote 2;
7040;76260;It-teknolog, Aalborg SV, Studiestart: sommerstart; 31 ; 4 ; 119 ; 49 ;5,7;Alle optaget, ledige pladser
7050;79610;Markedsføringsøkonom, Aalborg, Studiestart: sommerstart; 145 ; 10 ; 391 ; 151 ;4,9;Alle optaget, ledige pladser
7060;79615;AP Graduate in Marketing Management, Aalborg, Study start: Summer start; 55 ; 5 ; 313 ; 111 ;7,2;3,3
7070;79620;Markedsføringsøkonom, Thisted, Studiestart: sommerstart; 11 ; -   ; 24 ; 12 ;Alle optaget, ledige pladser;
7080;81610;Multimediedesigner, Aalborg SV, Studiestart: sommerstart; 33 ; 8 ; 161 ; 53 ;7,3;4,7
7090;81615;AP Graduate in Multimedia Design, Aalborg SV, Study start: Summer start; 42 ; 4 ; 229 ; 57 ;7,2;4,5
7100;84460;Produktionsteknolog, Aalborg SV, Studiestart: sommer- og vinterstart; 19 ; -   ; 45 ; 22 ;Alle optaget, ledige pladser;
7110;86210;Serviceøkonom, Aalborg, Studiestart: sommerstart; 100 ; -   ; 220 ; 101 ;2,2;Alle optaget, ledige pladser
7120;86212;Serviceøkonom, Aalborg, E-læring, Studiestart: sommerstart; 49 ; 3 ; 137 ; 72 ;5,0;Alle optaget, ledige pladser
7130;86215;AP Graduate in Service, Hospitality and Tourism Management, Aalborg, Study start: Summer start; 85 ; 3 ; 221 ; 89 ;6,5;Alle optaget, ledige pladser
7140;86217;AP Graduate in Service, Hospitality and Tourism Management, Aalborg, E-læring, Study start: Summer start; 37 ; -   ; 119 ; 47 ;5,8;Alle optaget, ledige pladser
7150;;Professionshøjskolen University College Nordjylland i alt; 3.313 ; 305 ; 10.273 ; 4.316 ;;
7160;;Danmarks Medie- og Journalisthøjskole;;;;;;
7170;47510;Professionsbachelor, visuel kommunikation, København NV, Studiestart: sommerstart; 95 ; 8 ; 683 ; 379 ;100 % kvote 2;
7180;50310;Professionsbachelor, journalist, Aarhus N, Studiestart: sommer- og vinterstart; 224 ; 20 ; 1.262 ; 739 ;100 % kvote 2;
7190;50315;Professionsbachelor, fotojournalist, Aarhus N, Studiestart: sommerstart; 12 ; 2 ; 149 ; 68 ;100 % kvote 2;
7200;50745;Professionsbachelor, kommunikation, København NV, Studiestart: vinterstart; 53 ; 14 ; 337 ; 156 ;10,6;10,1
7210;50750;Professionsbachelor, kommunikation, Aarhus N, Studiestart: sommerstart; 52 ; 14 ; 323 ; 158 ;10,7;10,1
7220;52010;Professionsbachelor, medieproduktion og ledelse, København NV, Studiestart: sommerstart; 50 ; 2 ; 360 ; 144 ;100 % kvote 2;
7230;52030;Professionsbachelor, tv- og medietilrettelæggelse, København NV, Studiestart: sommerstart; 37 ; 3 ; 416 ; 243 ;100 % kvote 2;
7240;;Danmarks Medie- og Journalisthøjskole i alt; 523 ; 63 ; 3.530 ; 1.887 ;;
7250;;Den Frie Lærerskole;;;;;;
7260;46510;Lærer til de frie skoler, Vester Skerninge, Studiestart: sommerstart; 67 ; -   ; 128 ; 98 ;Alle optaget, ledige pladser;
7270;;Den Frie Lærerskole i alt; 67 ; -   ; 128 ; 98 ;;
7280;;Maskinmesterskolen København;;;;;;
7290;51010;Professionsbachelor, maskinmester, Kgs. Lyngby, Studiestart: sommerstart; 168 ; 4 ; 305 ; 197 ;Uden for kvotesystem;
7300;;Maskinmesterskolen København i alt; 168 ; 4 ; 305 ; 197 ;;
7310;;Svendborg International Maritime Academy, SIMAC;;;;;;
7320;51110;Professionsbachelor, maskinmester, Svendborg, Studiestart: sommerstart; 119 ; -   ; 177 ; 117 ;Uden for kvotesystem;
7330;51115;Professionsbachelor, maskinmester, Svendborg, Studiestart: vinterstart; 7 ; -   ; 28 ; 3 ;Uden for kvotesystem;
7340;79710;Professionsbachelor, skibsofficer, Svendborg, Studiestart: sommerstart; 14 ; -   ; 40 ; 14 ;Uden for kvotesystem;
7350;79810;Professionsbachelor, skibsfører, Svendborg, Studiestart: sommerstart; 88 ; -   ; 119 ; 86 ;Uden for kvotesystem;
7360;;Svendborg International Maritime Academy, SIMAC i alt; 228 ; -   ; 364 ; 220 ;;
7370;;Fredericia Maskinmesterskole;;;;;;
7380;51200;Professionsbachelor, maskinmester, Esbjerg, Studiestart: sommer- og vinterstart; 44 ; -   ; 87 ; 47 ;Uden for kvotesystem;
7390;51210;Professionsbachelor, maskinmester, Fredericia, Studiestart: sommer- og vinterstart; 58 ; -   ; 118 ; 60 ;Uden for kvotesystem;
7400;;Fredericia Maskinmesterskole i alt; 102 ; -   ; 205 ; 107 ;;
7410;;Aarhus Maskinmesterskole;;;;;;
7420;51260;Professionsbachelor, maskinmester, Aarhus C, Studiestart: sommerstart; 173 ; 12 ; 279 ; 201 ;Uden for kvotesystem;
7430;51265;Professionsbachelor, maskinmester, Aarhus C, Studiestart: vinterstart; 65 ; -   ; 127 ; 63 ;Uden for kvotesystem;
7440;51267;Professionsbachelor, maskinmester, Aarhus C, E-læring, Studiestart: vinterstart; 10 ; -   ; 19 ; 12 ;Uden for kvotesystem;
7450;;Aarhus Maskinmesterskole i alt; 248 ; 12 ; 425 ; 276 ;;
7460;;MARTEC;;;;;;
7470;51360;Professionsbachelor, maskinmester, Frederikshavn, Studiestart: sommerstart; 99 ; -   ; 142 ; 94 ;Uden for kvotesystem;
7480;79890;Professionsbachelor, skibsfører, Frederikshavn, Studiestart: sommerstart; 15 ; -   ; 33 ; 14 ;Uden for kvotesystem;
7490;;MARTEC i alt; 114 ; -   ; 175 ; 108 ;;
7500;;Erhvervsakademiet Copenhagen Business Academy;;;;;;
7510;45810;Professionsbachelor, finans, København K, Studiestart: sommerstart; 336 ; 27 ; 912 ; 309 ;6,4;5,0
7520;71110;Datamatiker, Kgs. Lyngby, Studiestart: sommerstart; 111 ; 16 ; 440 ; 143 ;5,8;4,8
7530;74010;Finansøkonom, København K, Studiestart: sommerstart; 504 ; 31 ; 1.660 ; 648 ;5,6;5,0
7540;74022;Finansøkonom, Rønne, Studiestart: sommerstart; 14 ; -   ; 25 ; 15 ;Alle optaget, ledige pladser;
7550;74410;Financial controller, Kgs. Lyngby, Studiestart: sommerstart; 126 ; 13 ; 454 ; 165 ;4,4;3,1
7560;74605;Handelsøkonom, København N, Studiestart: sommerstart; 120 ; 19 ; 515 ; 170 ;6,1;4,3
7570;77500;Miljøteknolog, Hillerød, Studiestart: sommerstart; 34 ; -   ; 71 ; 34 ;2,1;Alle optaget
7580;77505;Miljøteknolog, Hillerød, Studiestart: vinterstart; 11 ; -   ; 33 ; 13 ;Alle optaget;
7590;78060;Laborant, Hillerød, Studiestart: sommerstart; 40 ; 1 ; 146 ; 44 ;4,2;3,9
7600;78065;Laborant, Hillerød, Studiestart: vinterstart; 16 ; -   ; 95 ; 15 ;Alle optaget;
7610;79010;Markedsføringsøkonom, København K, Studiestart: sommerstart; 480 ; 34 ; 1.203 ; 398 ;4,8;2,7
7620;79015;AP Graduate in Marketing Management, København K, Study start: Summer start; 84 ; 15 ; 413 ; 127 ;7,7;5,1
7630;79060;Markedsføringsøkonom, Kgs. Lyngby, Studiestart: sommerstart; 45 ; 7 ; 407 ; 61 ;5,9;Alle optaget
7640;79065;AP Graduate in Marketing Management, Kgs. Lyngby, Study start: Summer start; 39 ; -   ; 162 ; 24 ;Alle optaget, ledige pladser;
7650;81060;Multimediedesigner, Kgs. Lyngby, Studiestart: sommerstart; 64 ; 14 ; 373 ; 101 ;7,3;6,4
7660;86010;Serviceøkonom, København N, Studiestart: sommerstart; 288 ; -   ; 607 ; 238 ;Alle optaget, ledige pladser;
7670;86015;AP Graduate in Service, Hospitality and Tourism Management, København N, Study start: Summer start; 90 ; 8 ; 325 ; 130 ;7,1;Alle optaget
7680;86066;Serviceøkonom, Hillerød, Studiestart: sommerstart; 20 ; -   ; 91 ; 17 ;Alle optaget, ledige pladser;
7690;86070;Serviceøkonom, Rønne, Studiestart: sommerstart; 7 ; -   ; 14 ; 8 ;Alle optaget, ledige pladser;
7700;87010;Logistikøkonom , København K, Studiestart: sommerstart; 80 ; 8 ; 277 ; 95 ;5,7;Alle optaget
7710;;Erhvervsakademiet Copenhagen Business Academy i alt; 2.509 ; 193 ; 8.223 ; 2.755 ;;
7720;;Københavns Erhvervsakademi (KEA);;;;;;
7730;41010;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, København N, Studiestart: sommerstart; 195 ; 20 ; 672 ; 345 ;7,5;6,8
7740;41015;Bachelor of Architectural Technology and Construction Management, København N, Study start: Summer start; 110 ; 12 ; 282 ; 120 ;7,1;3,0
7750;52710;Professionsbachelor, optometri, København N, Studiestart: sommerstart; 78 ; -   ; 211 ; 81 ;Alle optaget, ledige pladser;
7760;58500;Professionsbachelor, økonomi og It, København NV, Studiestart: sommerstart; 130 ; -   ; 303 ; 82 ;4,0;Alle optaget
7770;58505;Bachelor of Economics and Information Technology, København NV, Study start: Summer start; 68 ; 10 ; 379 ; 94 ;6,3;5,3
7780;59015;Bachelor in Jewellery, Technology and Business, København N, Study start: Summer start; 45 ; 10 ; 340 ; 172 ;100 % kvote 2;
7790;70310;Automationsteknolog, København N, Studiestart: sommerstart; 65 ; -   ; 128 ; 58 ;2,3;Alle optaget
7800;71060;Datamatiker, København NV, Studiestart: sommerstart; 135 ; 15 ; 590 ; 217 ;6,0;5,6
7810;71065;AP Graduate in Computer Science, København NV, Study start: Summer start; 55 ; 8 ; 450 ; 190 ;6,9;5,2
7820;72010;Byggekoordinator, København N, Studiestart: sommerstart; 60 ; 6 ; 175 ; 70 ;4,6;3,6
7830;73010;Designteknolog, København N, Studiestart: sommerstart; 167 ; 12 ; 922 ; 488 ;100 % kvote 2;
7840;73015;AP Graduate in Design, Technology and Business, København N, Study start: Summer start; 38 ; 8 ; 473 ; 219 ;100 % kvote 2;
7850;73310;Energiteknolog, København N, Studiestart: sommerstart; 40 ; 3 ; 114 ; 38 ;3,8;Alle optaget
7860;73610;Entreprenørskab og design, København N, Studiestart: sommerstart; 85 ; 10 ; 467 ; 201 ;100 % kvote 2;
7870;75010;Installatør, stærkstrøm, København N, Studiestart: sommerstart; 22 ; -   ; 37 ; 31 ;Alle optaget, ledige pladser;
7880;75015;Installatør, VVS, København N, Studiestart: sommerstart; 17 ; -   ; 25 ; 22 ;Alle optaget, ledige pladser;
7890;76010;It-teknolog, København N, Studiestart: sommerstart; 60 ; 10 ; 250 ; 96 ;6,1;5,2
7900;81010;Multimediedesigner, København NV, Studiestart: sommerstart; 140 ; 15 ; 652 ; 233 ;8,2;7,6
7910;81015;AP Graduate in Multimedia Design, København NV, Study start: Summer start; 70 ; 15 ; 477 ; 185 ;8,1;6,3
7920;84010;Produktionsteknolog, København N, Studiestart: sommerstart; 72 ; -   ; 167 ; 50 ;Alle optaget, ledige pladser;
7930;84015;AP Graduate in Production Technology, København N, Study start: Summer start; 47 ; -   ; 109 ; 35 ;Alle optaget, ledige pladser;
7940;88010;Kort- og landmålingstekniker, København N, Studiestart: sommerstart; 50 ; 5 ; 136 ; 78 ;7,4;5,4
7950;;Københavns Erhvervsakademi (KEA) i alt; 1.749 ; 159 ; 7.359 ; 3.105 ;;
7960;;Zealand Sjællands Erhvervsakademi;;;;;;
7970;41060;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, Studiestart: sommerstart; 78 ; 9 ; 234 ; 92 ;5,2;3,6
7980;41062;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, Studiestart: vinterstart; 55 ; -   ; 144 ; 38 ;Alle optaget, ledige pladser;
7990;41067;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, E-læring, Studiestart: sommerstart; 39 ; 2 ; 112 ; 48 ;3,2;Alle optaget
8000;41069;Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, E-læring, Studiestart: vinterstart; 17 ; -   ; 51 ; 14 ;Alle optaget, ledige pladser;
8010;47710;Professionsbachelor, have- og parkingeniør, Fredensborg, Studiestart: sommerstart; 41 ; -   ; 85 ; 40 ;Alle optaget, ledige pladser;
8020;70020;Administrationsøkonom, Køge, Studiestart: sommerstart; 30 ; -   ; 126 ; 20 ;2,6;Alle optaget
8030;70400;Autoteknolog, Køge, Studiestart: sommerstart; 25 ; -   ; 49 ; 25 ;Alle optaget, ledige pladser;
8040;71210;Datamatiker, Roskilde, Studiestart: sommerstart; 82 ; 10 ; 279 ; 93 ;5,3;3,7
8050;71212;Datamatiker, Roskilde, Studiestart: vinterstart; 32 ; 5 ; 137 ; 36 ;3,8;3,1
8060;71215;AP Graduate in Computer Science, Roskilde, Study start: Summer start; 32 ; 3 ; 312 ; 83 ;9,6;6,0
8070;71310;Datamatiker, Næstved, Studiestart: sommerstart; 24 ; 5 ; 102 ; 29 ;4,2;3,3
8080;74030;Finansøkonom, Næstved, Studiestart: sommerstart; 156 ; 16 ; 445 ; 217 ;5,3;4,4
8090;74610;Handelsøkonom, Næstved, Studiestart: sommerstart; 49 ; -   ; 147 ; 31 ;Alle optaget, ledige pladser;
8100;74615;AP Graduate in Commerce Management, Næstved, Study start: Summer start; 19 ; -   ; 96 ; 28 ;Alle optaget, ledige pladser;
8110;75115;Installatør, VVS, Slagelse, Studiestart: sommerstart; 7 ; -   ; 11 ; 9 ;Alle optaget, ledige pladser;
8120;75160;Installatør, stærkstrøm, Næstved, Studiestart: sommerstart; 5 ; -   ; 9 ; 7 ;Alle optaget, ledige pladser;
